unweighted_abruptness	weighted_abruptness	branchiness_mean	branchiness_variance	repeteadness_mean	repeteadness_variance	melodic_mean	melodic_variance	pitch_in_piece	pitch_in_rules	pitch_between_rules
21	17	3.935483870967742	3.479708636836629	6.549999999999997	3.3544628099173552	1.6129032258064515	0.23725286160249745	31	7.290322580645161	13.464285714285714
22	17	3.8181818181818183	2.3305785123966944	0	0.0	1.0909090909090908	0.08264462809917354	31	0.6363636363636364	2.0
19	19	1.5	0.25	1.6799999999999997	0.1475	1.0	0.0	24	0.0	15.0
19	19	2.1333333333333333	0.6488888888888888	2.25	0.359375	1.0	0.0	41	0.0	10.454545454545455
3	2	3.984	5.327743999999998	16.0	19.502312175304578	1.776	0.22182400000000002	39	3.072	5.6923076923076925
6	5	4.025477707006369	6.4452107590571615	20.0	32.618621153915356	2.1528662420382165	0.8173962432553044	35	6.3630573248407645	8.68421052631579
1	1	2.0	0.6666666666666666	1.6999999999999993	0.1415051020408163	1.0	0.0	32	0.0	2.1666666666666665
3	3	2.625	1.734375	6.0	2.7675382653061225	1.3125	0.21484375	18	1.6875	5.571428571428571
2	2	2.3333333333333335	0.8888888888888888	1.8499999999999996	0.1875	1.0	0.0	33	0.0	10.333333333333334
2	5	4.3108108108108105	4.714207450693937	10.0	8.256591114961665	1.8716216216216217	0.2740595325054785	31	3.0405405405405403	5.353383458646617
17	17	1.0	0.0	0	0.0	1.0	0.0	17	0.0	17.0
3	3	4.344827586206897	6.174197384066588	7.0	3.9285284369507822	1.7844827586206897	0.27251783590963136	31	2.3793103448275863	4.520408163265306
7	7	1.7142857142857142	0.20408163265306126	5.0	2.2222222222222223	1.0	0.0	27	0.0	11.333333333333334
10	10	2.4	0.24	3.0	0.6666666666666666	1.4	0.24	10	3.6	9.0
4	45	4.926203208556149	14.684393605765107	11.0	10.00123294701823	1.9946524064171123	0.14649546741399525	75	18.067379679144384	23.68916349809886
20	17	3.688888888888889	3.6365432098765433	5.199999999999989	2.168388224390517	1.6444444444444444	0.22913580246913587	24	6.666666666666667	10.974358974358974
3	5	3.652173913043478	4.1398865784499055	12.0	12.235709977283953	1.6304347826086956	0.2764650283553875	22	2.260869565217391	5.2727272727272725
5	4	3.04	1.6384	12.0	10.688033455265966	1.6	0.32	14	1.68	3.642857142857143
5	5	3.6363636363636362	3.6859504132231407	3.3999999999999986	0.9467455621301776	1.1818181818181819	0.1487603305785124	33	0.7272727272727273	7.428571428571429
16	16	2.3157894736842106	0.9529085872576178	3.0	0.7623966942148761	1.0	0.0	33	0.0	13.166666666666666
1	4	4.0	4.631578947368421	5.0	2.197416170706924	1.5526315789473684	0.3524930747922438	19	1.605263157894737	4.36
