unweighted_abruptness,weighted_abruptness,branchiness_mean,branchiness_variance,repeteadness_mean,repeteadness_variance,melodic_mean,melodic_variance,pitch_in_piece,pitch_in_rules,pitch_between_rules,label
36,30,4.376699029,7.990136676,17.67777778,28.47309166,2.066019417,0.290787068,63,20.66407767,26.87253142,Jazz
20,25,3.466666667,2.648888889,4.73,1.785306122,1.266666667,0.195555556,39,2.733333333,18.1,Jazz
2,3,3.697478992,2.84965751,10,8.307678415,2.084033613,0.73243415,36,5.168067227,10.05,Jazz
17,3,3.822222222,4.732839506,14.95833333,19.74265736,2.617777778,1.009461728,31,11.95111111,15.04784689,Jazz
7,3,3.410526316,2.978836565,14,16.82028655,1.789473684,0.35567867,43,6.389473684,11.55208333,Jazz
13,13,1,0,1,0,1,0,13,0,13,Jazz
2,1,4.105263158,5.125761773,8,4.4651,1.863157895,0.370747922,24,3.326315789,6.16091954,Jazz
12,3,2.666666667,1.333333333,3,0.547289504,1.333333333,0.222222222,12,1.888888889,6.125,Jazz
1,1,2.545454545,1.157024793,2,0.198347107,1,0,24,0,7,Jazz
8,8,1.6,0.24,3.55,1,1,0,17,0,11.25,Jazz
7,9,3.4375,3.55859375,6,2.500946458,1.28125,0.202148438,34,1.1875,9,Jazz
10,10,2.285714286,1.06122449,1.75,0.143209877,1,0,14,0,5.6,Jazz
3,7,3.417721519,1.787534049,9.15,7.47229332,1.860759494,0.423650056,26,3.949367089,6.790697674,Jazz
1,1,1.666666667,0.222222222,4.3,1.555555556,1,0,10,0,2.6,Jazz
7,2,3.584415584,3.437679204,7,3.842172302,1.805194805,0.442570417,29,3.116883117,5.608695652,Jazz
2,2,2,0.6,2.5,0.429752066,1.1,0.09,26,0.2,3.571428571,Jazz
2,2,1.833333333,0.472222222,4.05,1.4475,1,0,36,0,3.444444444,Jazz
2,3,4.296296296,5.282578875,10,8.010511738,1.787037037,0.241683813,41,2.851851852,5.537634409,Jazz
5,5,2.25,0.4375,4.1,1.432465374,1.125,0.109375,15,1.25,5.285714286,Jazz
2,2,2.941176471,1.349480969,6.65,3.520399306,1.235294118,0.179930796,18,0.647058824,3,Jazz
14,14,4.722044728,7.97066419,8,5.308175884,1.900958466,0.133960743,37,7.150159744,10.55389222,Jazz
26,1,5.204755614,19.3464503,8,5.872361378,2.176354029,0.233760551,68,15.1334214,21.04073587,Jazz
10,10,3.4,1.04,4.15,1.472222222,1.3,0.21,33,3.2,14.42857143,Jazz
3,10,3.333333333,2.703703704,8,6.12109025,1.981481481,0.832990398,22,6.074074074,8.928571429,Jazz
8,8,1.777777778,0.172839506,7,3.888888889,1,0,30,0,10.875,Jazz
1,5,4.229508197,3.848965332,7,3.438178424,1.778688525,0.221513034,31,2.409836066,4.495726496,Jazz
7,2,4,3.285714286,6,2.743944444,1.732142857,0.338966837,20,2,3.976744186,Jazz
2,6,4.324050633,7.515244352,12,11.53628074,1.865822785,0.141490146,67,14.4556962,21.75055679,Jazz
2,2,2.8,0.56,1,0,1,0,12,0,7.5,Jazz
4,4,3.302325581,2.908599243,5,1.837845511,2.488372093,0.994050838,32,14.34883721,17.59459459,Jazz
6,8,3.043478261,2.737240076,3.6,0.834720571,1.086956522,0.079395085,60,0.52173913,24.25,Jazz
1,1,2.363636364,0.595041322,2,0.21,1,0,19,0,1.857142857,Jazz
4,5,3.238095238,2.371882086,4.975,1.862990702,1.80952381,1.011337868,16,1.380952381,4.133333333,Jazz
2,2,3.493333333,2.089955556,16.61111111,23.78724925,1.8,0.506666667,34,2.386666667,4.671052632,Jazz
34,31,3.84,3.0144,7,4.143976356,1.48,0.2496,36,9.16,22.04166667,Jazz
12,12,3.142857143,1.265306122,1.8,0.16,1,0,16,0,11.25,Jazz
2,2,2,0.5,1,0,1,0,31,0,3,Jazz
1,1,2.2,0.96,2,0.172839506,1,0,12,0,1.428571429,Jazz
1,9,3.3125,2.05859375,9,6.248534007,1.71875,0.327148438,24,2.328125,5.212121212,Jazz
4,4,3.765517241,3.531224732,14,16.70293605,2.04137931,0.494839477,32,2.903448276,4.496688742,Jazz
7,7,1.555555556,0.24691358,4.15,1.472222222,1,0,51,0,6.428571429,Jazz
8,4,4,3.31147541,10,8.271642874,1.93442623,0.487503359,15,2.098360656,3.68627451,Jazz
6,6,2.888888889,0.987654321,4.2,1.603526439,1.333333333,0.222222222,21,2.333333333,10.28571429,Jazz
12,15,2.333333333,0.555555556,4,1.235294118,1,0,30,0,13.06666667,Jazz
1,6,4.319327731,4.822399548,5,2.34144495,1.865546218,0.284443189,29,2.949579832,5.413461538,Jazz
5,2,4.108695652,5.596880907,19,30.31918232,1.793478261,0.337783554,29,2.543478261,4.207317073,Jazz
2,2,2.5,0.75,4.25,1.5625,1.125,0.109375,17,0.25,4.666666667,Jazz
24,24,3.80952381,2.820861678,2.2,0.359861592,1.333333333,0.222222222,26,2.333333333,8.272727273,Jazz
4,9,3.277777778,1.645061728,4.734461967,1.662967895,2.111111111,1.154320988,21,6.777777778,11.5,Jazz
3,3,1.75,0.4375,1.8,0.16,1,0,17,0,2.5,Jazz
2,2,2.181818182,0.330578512,3,0.544378698,1,0,27,0,2.285714286,Jazz
2,2,1.333333333,0.222222222,1.9,0.222222222,1,0,16,0,9,Jazz
7,2,4.82382134,8.949109963,6,3.281497526,1.965260546,0.172490441,52,8.027295285,11.97493734,Jazz
8,8,1.75,0.4375,5,1.984072022,1,0,40,0,13.30769231,Jazz
43,43,1.75,0.1875,4.3,1.555555556,1,0,48,0,24.2,Jazz
6,6,3.614035088,2.973838104,11,10.08041171,2.403508772,2.240689443,23,7.789473684,10.44897959,Jazz
2,2,2,1.142857143,1,0,1,0,22,0,2.5,Jazz
2,2,1.5,0.25,2.75,0.555555556,1,0,9,0,3.666666667,Jazz
19,19,1.777777778,0.617283951,2.7,0.530612245,1,0,25,0,10.25,Jazz
17,2,2.571428571,1.387755102,3.2,0.795847751,1,0,27,0,10.33333333,Jazz
1,3,3.968253968,3.268833459,6,3.397376543,1.619047619,0.267573696,27,1.761904762,3.790697674,Jazz
5,5,1.333333333,0.222222222,1.9,0.222222222,1,0,12,0,6,Jazz
11,9,4.511627907,7.505678745,6,2.594187173,2.244186047,0.672931314,16,7.046511628,8.807017544,Jazz
5,20,3.368421053,2.864265928,7.5,4.840961237,1.526315789,0.459833795,29,6,13.14285714,Jazz
2,8,5.042613636,11.76522953,7,3.898470977,2,0.176136364,65,11.18039773,16.39185393,Jazz
19,19,3.625,2.359375,3,0.472222222,1.3125,0.21484375,24,1.5,7.181818182,Jazz
5,5,1.333333333,0.222222222,1.9,0.222222222,1,0,17,0,11,Jazz
10,9,4.1,6.815,12,11.70712606,2.3125,1.13984375,16,5.7375,7.985507246,Jazz
4,4,4.07079646,3.906492286,6,2.672269611,1.769911504,0.265643355,32,1.955752212,3.681818182,Jazz
4,4,2.615384615,2.698224852,2,0.16,1.153846154,0.130177515,22,0.461538462,2.5,Jazz
6,5,2.571428571,1.673469388,1,0,1,0,31,0,5.428571429,Jazz
1,9,2.857142857,1.551020408,6,2.826989619,1.142857143,0.12244898,58,2.857142857,12.8,Jazz
9,9,2.461538462,1.017751479,2,0.16,1,0,34,0,6.125,Jazz
26,39,4.613953488,11.18352623,12,12.81740814,2.28255814,0.351556247,63,19.13953488,24.9592299,Jazz
2,5,3.476923077,2.680236686,11.6,10.55372042,1.738461538,0.470059172,26,3.984615385,8.169230769,Jazz
1,1,2.888888889,1.320987654,2.45,0.388888889,1,0,20,0,3,Jazz
12,12,3.142857143,1.551020408,2.5,0.429752066,1.357142857,0.229591837,31,4.928571429,17.14285714,Jazz
17,16,4.223880597,10.27823569,9,6.853039008,2.731343284,1.584539987,29,13.85074627,17.26213592,Jazz
18,30,2.857142857,1.408163265,2.3,0.382222222,1.357142857,0.229591837,30,6.571428571,14.66666667,Jazz
7,10,4.240802676,6.931980627,23,45.74926548,1.959866221,0.286014698,59,7.444816054,12.0694864,Jazz
2,2,2.894736842,1.620498615,7,4.549324148,1.473684211,0.301939058,39,4.552631579,12.20588235,Jazz
3,14,3.484848485,4.174012856,10.875,9.792254392,3.234848485,2.649391644,26,10.77272727,12.74782609,Jazz
5,5,2,0.5,0,0,1,0,12,0,5,Jazz
17,3,2.714285714,1.775510204,3.9,0.982986767,1,0,22,0,7,Jazz
4,9,2.571428571,1.102040816,1,0,1,0,12,0,4.666666667,Jazz
2,5,2,0.5,1.938235294,0.17519776,1.125,0.109375,10,0.25,2.166666667,Jazz
8,14,4.507784431,10.24754419,15,19.17376835,2.574850299,0.507870487,49,15.75209581,18.56662354,Jazz
8,8,1.75,0.9375,1,0,1,0,27,0,8.333333333,Jazz
8,9,3.773584906,4.363830545,7,3.377839293,1.698113208,0.286222855,20,2.905660377,5.529411765,Jazz
6,6,3.384615385,3.621301775,9,6.478361211,1.403846154,0.240754438,41,1.653846154,4.465116279,Jazz
12,9,3.166666667,2.055555556,10,7.710895992,1.583333333,0.659722222,30,6.416666667,16.45,Jazz
1,1,1.714285714,0.489795918,2,0.204081633,1,0,56,0,6.6,Jazz
15,15,2.333333333,1.555555556,1.8,0.16,1,0,24,0,13,Jazz
19,1,3.645833333,3.978732639,7,3.47657146,2.270833333,0.947482639,48,12.28125,18.75324675,Jazz
2,2,4.2,5.56,5,1.620083327,1.585714286,0.299795918,33,1.671428571,4.176470588,Jazz
10,3,5.029411765,10.10837865,12,11.89803196,1.955882353,0.126204894,40,6.705882353,10.17043121,Jazz
5,5,4.26035503,6.334582122,17,26.04316815,2.183431953,0.587654494,24,3.402366864,4.947368421,Jazz
4,5,3.796296296,3.662208505,7.68,4.585773115,1.861111111,0.360339506,48,4.046296296,6.577981651,Jazz
36,15,4.586530264,14.04984414,9,6.191951485,2.110826939,0.216191388,72,17.58482523,22.98157701,Jazz
24,16,3.928571429,5.209183673,6,2.336127548,1.5,0.25,38,8.892857143,19.57142857,Jazz
8,9,3.5,3.05,3,0.484429066,1.2,0.16,26,1.15,9.5,Jazz
4,5,3.27027027,2.278305332,9,6.790157445,3.148648649,2.207633309,18,4.621621622,6.393939394,Jazz
12,24,4.490196078,7.596309112,14,16.81755614,2.202614379,0.462215387,55,18.46078431,25.81985294,Jazz
1,1,1.75,0.4375,4.12,1.456575799,1.125,0.109375,28,1.5,5.5,Jazz
1,1,2.4,0.84,5,2.24952741,1.7,1.01,7,1.6,3,Jazz
4,3,3.1,2.29,2.1,0.32132964,1.15,0.1275,38,0.45,4.5,Jazz
1,1,2,0.571428571,1,0,1,0,10,0,4,Jazz
9,1,2.166666667,0.805555556,3,0.70532872,1.083333333,0.076388889,28,0.083333333,7.1,Jazz
1,7,3.476923077,2.43408284,11,10.08861668,1.784615385,0.538224852,26,2.169230769,4.753846154,Jazz
10,3,4.285714286,5.727891156,7,4.182014481,1.843537415,0.295247351,34,2.823129252,5.030075188,Jazz
2,3,2.9,1.79,5.52,2.354628028,1.2,0.16,24,0.6,3.105263158,Jazz
2,2,2,0.8,0,0,1,0,10,0,2,Jazz
17,16,2.888888889,2.87654321,3.2,0.816608997,1.055555556,0.052469136,31,0.222222222,11.9,Jazz
12,12,1.75,0.1875,1,0,1,0,20,0,12,Jazz
5,3,4.254901961,5.111495579,6,3.192529375,1.745098039,0.287966167,36,2.852941176,5.539473684,Jazz
3,2,2.125,0.484375,5,2.061831153,1.6875,1.46484375,22,2.3125,6.166666667,Jazz
2,11,4.870342772,12.24995502,13.6,16.17402174,2.022354694,0.170886259,52,9.925484352,14.35564854,Jazz
8,8,3.052631579,1.944598338,13,13.7336206,1.552631579,0.247229917,43,4.552631579,9.911764706,Jazz
12,12,1.92,0.0736,19,33.30930654,1.04,0.0384,41,0.08,2.68,Jazz
7,3,3,1.444444444,5,2.144435255,1.333333333,0.222222222,24,2.722222222,6.384615385,Jazz
12,10,5,12.88045977,10,8.44258979,2.412643678,0.405587264,55,18.20344828,23.0391363,Jazz
2,22,4.829071332,11.86984126,11,9.347044831,1.947510094,0.117029467,79,11.82637954,17.71581451,Jazz
5,11,2.923076923,1.301775148,2,0.201111111,1,0,36,0,15.42857143,Jazz
11,7,4.188679245,3.888928444,12,12.38040525,1.830188679,0.178711285,19,3.58490566,6.018181818,Jazz
6,4,2.222222222,1.061728395,2.55,0.454444444,1.111111111,0.098765432,30,1.777777778,11.33333333,Jazz
29,21,4.068728522,5.1018056,14,17.97180844,1.934707904,0.225977492,52,10.56357388,14.96398892,Jazz
7,7,4.698224852,7.713665488,9,6.405538343,1.940828402,0.280522391,33,5.99408284,9.295302013,Jazz
3,4,4.01459854,4.189567905,11,10.47121202,1.810218978,0.241355427,35,2.708029197,4.936170213,Jazz
10,1,4.911347518,11.61270811,7,4.437473686,1.929078014,0.108445249,58,10.69326241,15.14983713,Jazz
3,5,3.142857143,1.836734694,3,0.506666667,1.214285714,0.168367347,29,0.571428571,3.75,Jazz
22,7,2.8,1.76,2.4,0.390532544,1,0,40,0,4.777777778,Jazz
5,2,3.27027027,1.926953981,10,8.626787598,1.635135135,0.285792549,34,2.540540541,5.072289157,Jazz
3,3,2.222222222,0.617283951,2,0.1875,1,0,17,0,2.166666667,Jazz
1,4,4.446808511,5.449298325,10,8.331107437,1.920212766,0.264910593,54,5.313829787,9.610738255,Jazz
1,10,4.176470588,5.674740484,7,4.260753529,1.691176471,0.272275087,23,2.205882353,4.903846154,Jazz
1,1,2.2,0.36,1.505555556,0.081679894,1,0,18,0,1.857142857,Jazz
3,7,3.7,3.81,7,4.263724684,1.5,0.25,24,4.55,10.11764706,Jazz
4,19,3.908713693,4.008264321,17,25.03193762,1.846473029,0.237840258,63,9.136929461,13.93065693,Jazz
2,3,4.274336283,5.561907745,14,17.39370592,2.199115044,0.354158509,23,6.986725664,9.077586207,Jazz
1,1,2,0.2,7,4.136822773,1,0,18,0,4.5,Jazz
29,29,2.153846154,0.899408284,3,0.775510204,1,0,48,0,13.36363636,Jazz
5,5,1,0,1,0,1,0,5,0,5,Jazz
3,7,3.083333333,1.784722222,7.06,4.46478921,1.833333333,0.555555556,25,3.666666667,5.977777778,Jazz
13,7,4.078947368,4.191135734,11,10.28652819,1.888157895,0.244070291,36,5.388157895,8.709876543,Jazz
32,34,4.528138528,7.768688743,12,12.03077324,1.945887446,0.241660576,105,12.68831169,19.31858407,Jazz
3,3,3.4,1.04,1.85,0.1875,1.4,0.24,10,3,6.333333333,Jazz
3,5,2.588235294,1.653979239,3,0.472222222,1.058823529,0.055363322,20,0.176470588,3,Jazz
1,1,3.411764706,3.653979239,7.2,4.572440546,1.411764706,0.242214533,23,1.705882353,6,Jazz
2,2,2.833333333,1.222222222,2,0.138888889,1,0,38,0,3.2,Jazz
3,2,3,1,3.3,0.862222222,1.142857143,0.12244898,12,0.285714286,1.875,Jazz
9,4,4.040816327,3.937109538,11,10.11767633,1.704081633,0.208350687,31,2.204081633,4.362637363,Jazz
4,4,2,0.4,1,0.002929688,1.2,0.16,19,1.8,10.25,Jazz
13,3,4.905027933,10.71537509,12,13.31767344,2.057728119,0.255512902,60,11.16945996,16.01908397,Jazz
1,1,2.916666667,1.576388889,3.42,0.824801097,1.041666667,0.039930556,55,0.041666667,5.714285714,Jazz
7,1,3.1,1.99,4,1.401285444,1.55,0.3475,16,3.05,6.166666667,Jazz
8,1,4.351351351,4.957633309,8,5.495670896,1.756756757,0.265157049,24,4.148648649,8.959183673,Jazz
14,29,2.380952381,1.092970522,2.3,0.355555556,1,0,53,0,12.45454545,Jazz
14,9,3.958333333,4.164930556,8,5.589327221,1.604166667,0.239149306,36,5.520833333,13.60465116,Jazz
7,7,1.333333333,0.222222222,0,0,1,0,19,0,7,Jazz
11,11,4.105263158,3.936288089,5,1.960404682,1.5,0.302631579,24,2.342105263,7,Jazz
9,9,2.666666667,0.444444444,3.3,0.826666667,1,0,19,0,7.285714286,Jazz
12,12,2.769230769,1.869822485,2.65,0.5,1,0,29,0,5.4,Jazz
41,33,5.077162899,17.63005524,7,4.553436129,2.069368667,0.17211706,68,20.27435698,26.01595359,Jazz
32,32,3.181818182,2.694214876,7,3.958660471,1.363636364,0.231404959,39,2.681818182,11.4,Jazz
5,8,3.5,2.083333333,1.7,0.12244898,1.166666667,0.138888889,24,0.75,7.166666667,Jazz
21,22,4.300429185,4.974119987,15,21.57386413,1.884120172,0.179704913,36,10.15450644,14.35573123,Jazz
5,5,2,0.4,1.85,0.1875,1,0,10,0,6.333333333,Jazz
24,24,1.333333333,0.222222222,1.9,0.222222222,1,0,24,0,14.5,Jazz
12,12,2.315789474,2.005540166,2,0.332644628,1,0,48,0,9.214285714,Jazz
10,2,2.926829268,1.9702558,4.888888889,1.876806316,1.853658537,0.612730518,45,8.731707317,14.8974359,Jazz
2,9,3.058823529,1.937716263,3.25,0.83984375,1.176470588,0.14532872,24,0.764705882,7.111111111,Jazz
9,9,2.888888889,1.209876543,1.85,0.1875,1,0,28,0,10,Jazz
1,5,4.307692308,6.144641683,19.85714286,28.64886102,1.854700855,0.312221492,29,4.247863248,6.928571429,Jazz
