unweighted_abruptness	weighted_abruptness	branchiness_mean	branchiness_variance	repeteadness_mean	repeteadness_variance	melodic_mean	melodic_variance	pitch_in_piece	pitch_in_rules	pitch_between_rules
7	5	2.740740740740741	1.5253772290809327	12.764705882352942	13.451855524865126	2.5925925925925926	3.2784636488340193	16	4.37037037037037	7.038461538461538
11	9	3.185185185185185	2.299039780521262	5.0	2.0448539636064904	1.8518518518518519	0.792866941015089	15	3.4074074074074074	6.2
5	4	3.8450704225352115	4.285855980956159	7.0	4.115011138341556	2.436619718309859	0.7811942074985122	24	3.9295774647887325	5.84375
1	4	3.8117647058823527	3.846920415224913	8.0	5.23332870382061	1.6352941176470588	0.25522491349480964	37	4.988235294117647	8.61038961038961
7	7	2.5714285714285716	1.292517006802721	12.877777777777773	13.971919901012603	2.5238095238095237	2.8208616780045355	14	5.0476190476190474	8.047619047619047
10	2	3.395348837209302	2.2700558860645397	10.0	8.898716801699154	2.062015503875969	0.6938284958836608	28	4.488372093023256	6.449664429530201
4	4	2.6315789473684212	0.9695290858725762	4.0	1.3006617283950614	1.631578947368421	0.44321329639889195	13	2.0526315789473686	5.375
5	12	3.2195121951219514	1.2932778108268888	9.050000000000011	7.266823979591837	1.853658536585366	0.5151695419393219	17	3.5853658536585367	5.9743589743589745
4	23	3.739130434782609	3.4971644612476367	21.0	40.09764542936288	1.608695652173913	0.2961562696912413	43	3.1159420289855073	7.532258064516129
4	1	3.0833333333333335	2.576388888888889	9.0	5.534879362082411	1.375	0.234375	24	1.9583333333333333	5.380952380952381
2	2	3.0	1.32	17.339682539682542	21.221625282234015	2.06	1.0164000000000002	21	2.42	4.0
12	12	2.8421052631578947	1.0803324099722993	9.0	7.195595848925581	1.736842105263158	0.5096952908587259	17	3.9473684210526314	6.777777777777778
7	7	3.240506329113924	2.6636756929979173	10.0	8.148620931542474	2.037974683544304	0.7200769107514821	38	5.772151898734177	9.071428571428571
5	5	3.090909090909091	1.537190082644628	8.0	5.059687786960515	1.5	0.25	19	2.8181818181818183	6.1
1	12	3.4414414414414414	1.994318642967291	12.0	11.285851554272954	2.1171171171171173	0.6259232205178152	34	4.54954954954955	7.0
2	4	2.4615384615384617	1.4792899408284017	2.2399999999999993	0.3288888888888888	1.3076923076923077	0.3668639053254438	19	1.0	3.5
12	9	3.142857142857143	1.6462585034013608	4.737362637362637	1.6185061288558968	1.9047619047619047	0.6575963718820862	17	4.333333333333333	7.0
4	1	3.0	1.4	3.983333333333333	1.2382609218196023	1.95	2.0475000000000003	24	2.7	5.571428571428571
3	2	3.257142857142857	1.5624489795918366	17.0	25.276854405574106	2.0285714285714285	0.5420408163265306	15	4.114285714285714	6.852941176470588
1	12	3.252032520325203	1.9120893647960866	15.0	19.44028863464584	2.154471544715447	0.8460572410602155	48	11.21951219512195	16.51063829787234
1	1	2.7857142857142856	0.8826530612244897	12.0	12.248112613895591	1.3571428571428572	0.2295918367346939	45	2.1785714285714284	8.8
7	8	3.5873015873015874	2.4646006550768456	9.0	6.787280026475003	2.0793650793650795	0.6444948349710256	20	3.8412698412698414	5.363636363636363
10	2	3.2444444444444445	0.9846913580246915	12.0	12.815497020558475	1.6888888888888889	0.34765432098765425	26	2.2888888888888888	5.5
8	5	3.4794520547945207	2.9893038093450923	9.820512820512821	8.215351192637405	1.9726027397260273	0.5745918558829048	29	4.36986301369863	6.616438356164384
2	2	2.9130434782608696	0.9489603024574669	14.229999999999993	17.367151852546854	1.6956521739130435	0.4291115311909262	29	2.260869565217391	4.702127659574468
3	3	3.411764705882353	1.4775086505190311	10.0	8.598220603537982	2.0	0.47058823529411764	12	2.5588235294117645	4.0
3	2	3.4285714285714284	1.4448979591836737	4.0	1.4097222222222223	1.7714285714285714	0.2906122448979592	16	3.4	6.264705882352941
2	2	3.3333333333333335	1.0222222222222224	3.0	0.5056777136549216	1.4	0.2400000000000001	17	1.6666666666666667	5.833333333333333
4	4	2.9411764705882355	1.2318339100346019	3.0	0.7851239669421488	1.3529411764705883	0.22837370242214536	20	1.5294117647058822	3.8
1	5	3.4166666666666665	2.409722222222222	4.899999999999999	1.7014602487831259	1.5416666666666667	0.3315972222222222	13	1.0416666666666667	2.5555555555555554
8	3	3.770334928229665	3.554909457201071	21.0	39.19066671698864	2.449760765550239	0.5728348709965431	19	4.162679425837321	5.554166666666666
4	7	3.4789915966386555	2.4680460419461903	18.0	29.14770726313818	2.327731092436975	0.7077183814702352	19	5.159663865546219	6.970802919708029
5	12	3.12	1.4656	10.0	9.286400000000002	1.8	0.7200000000000002	17	3.0	5.523809523809524
11	12	3.076923076923077	1.9556213017751483	12.0	11.776219971684911	1.8269230769230769	0.7200443786982249	33	5.173076923076923	9.26
7	7	2.4444444444444446	0.691358024691358	5.649999999999999	2.40234375	1.4444444444444444	0.2469135802469136	12	3.2222222222222223	7.444444444444445
1	2	3.1578947368421053	1.7119113573407203	7.0	3.7553474390102903	1.8421052631578947	0.6592797783933518	19	4.7894736842105265	8.944444444444445
2	5	4.0	5.65	9.0	6.953864134404675	1.5	0.25	29	3.15	8.096774193548388
2	9	3.257142857142857	1.7910204081632652	15.818181818181818	21.027534544441043	2.085714285714286	1.106938775510204	33	5.042857142857143	7.742857142857143
1	1	3.5789473684210527	2.5069252077562316	6.818181818181818	3.6955162885442236	1.894736842105263	0.40997229916897515	29	4.684210526315789	6.591549295774648
5	5	2.9565217391304346	1.7807183364839319	5.05333333333333	1.9984746034289371	2.391304347826087	1.5425330812854443	12	4.260869565217392	6.2272727272727275
10	10	3.142857142857143	1.510204081632653	7.7142857142857135	4.335193045318455	1.653061224489796	0.34902124114952104	34	4.163265306122449	8.272727272727273
5	1	2.764705882352941	0.7093425605536331	15.0	19.20068710973273	1.411764705882353	0.47750865051903113	40	1.2647058823529411	4.076923076923077
27	22	3.4347826086956523	2.680529300567108	15.0	19.15846994535519	1.5434782608695652	0.24810964083175807	31	7.304347826086956	15.170212765957446
10	1	3.6103896103896105	2.861190757294653	7.0	4.05268028290039	2.0779220779220777	0.6952268510710069	23	2.5194805194805197	4.615384615384615
7	7	2.75	0.6875	1.7999999999999998	0.16960000000000003	1.25	0.1875	14	2.0	7.5
12	1	3.6666666666666665	3.0222222222222213	6.0	3.128243890148652	1.7	0.3433333333333332	15	2.7	5.2631578947368425
4	4	3.0	1.3333333333333333	4.948484848484848	1.8984528122299464	1.4444444444444444	0.3580246913580247	21	3.111111111111111	6.076923076923077
5	7	3.0344827586206895	1.412604042806183	14.0	15.695919815010843	1.7241379310344827	0.6135552913198573	22	3.206896551724138	7.0
9	2	3.7142857142857144	2.954081632653061	6.0	3.164111788235926	1.8571428571428572	0.4438775510204082	20	4.0	6.549019607843137
4	15	2.6666666666666665	0.35555555555555557	6.5	3.5770763707539097	1.6666666666666667	0.7555555555555554	15	2.4	5.461538461538462
7	12	3.6774193548387095	2.057232049947971	6.0	3.1244662262944805	1.7419354838709677	0.2882414151925078	24	3.7419354838709675	7.3125
10	12	3.5	1.3833333333333333	7.8	4.763897809162437	1.6666666666666667	0.22222222222222227	43	6.066666666666666	10.942028985507246
2	2	3.2903225806451615	3.044745057232049	22.0	44.035458741620126	2.2580645161290325	0.9656607700312173	19	3.725806451612903	5.596774193548387
2	2	3.0	1.0	4.0	1.0200831024930748	1.5	0.25	17	2.5	5.0625
3	1	2.933333333333333	1.2622222222222228	6.6	2.8168205365633687	1.8666666666666667	0.9155555555555556	9	2.6	4.866666666666666
12	5	3.9080459770114944	3.842119170299908	14.833333333333332	19.83496553486284	2.0402298850574714	0.41792178623332016	39	5.218390804597701	7.786802030456853
7	2	3.6	2.5768421052631587	13.62528735632183	15.459821186028924	1.9894736842105263	0.4735734072022162	27	4.726315789473684	6.963302752293578
16	14	3.44	1.7664000000000002	13.0	13.770219478323874	1.8666666666666667	0.30222222222222217	27	8.533333333333333	13.071428571428571
7	2	3.0555555555555554	1.2746913580246912	15.0	20.09945944906125	1.8888888888888888	0.8209876543209877	21	4.305555555555555	7.147058823529412
5	5	3.3684210526315788	1.3905817174515234	4.0	1.0342056932966024	1.6842105263157894	0.3739612188365651	18	4.2105263157894735	7.333333333333333
5	5	3.4	2.24	6.0	2.424342105263158	1.55	0.24749999999999997	19	3.65	8.55
2	8	3.6666666666666665	4.444444444444445	3.6999999999999993	0.9135802469135804	1.6666666666666667	0.6666666666666666	14	1.3888888888888888	4.916666666666667
3	2	3.018181818181818	1.8360330578512403	14.0	15.867373030398353	2.0727272727272728	0.7583471074380165	19	4.072727272727272	6.431034482758621
2	2	3.5849056603773586	1.9409042363830546	7.0	4.110677083333333	1.7924528301886793	0.3908864364542542	22	3.452830188679245	6.021739130434782
3	3	2.933333333333333	0.5955555555555557	9.599999999999994	7.528848576467626	1.8	0.4266666666666667	15	2.3	4.21875
4	2	3.625	2.109375	16.602564102564102	24.128141019449757	1.875	0.3177083333333333	16	3.5	5.576923076923077
2	2	3.2	1.4599999999999997	5.0	2.0683287165281623	1.5	0.25	21	1.4	4.117647058823529
5	5	2.761904761904762	1.7052154195011342	4.0	1.3282028066998646	2.0952380952380953	1.1337868480725624	19	3.761904761904762	7.125
12	1	3.5636363636363635	2.1732231404958675	7.399999999999977	4.313924604352513	1.8363636363636364	0.39140495867768604	23	3.327272727272727	6.036363636363636
5	5	3.1904761904761907	1.4875283446712018	15.600000000000001	20.035705739836587	1.7619047619047619	0.4671201814058956	29	4.190476190476191	7.404761904761905
2	2	3.2	1.8599999999999994	3.0	0.6538406658739596	1.35	0.3275	22	0.65	2.8125
3	1	3.3181818181818183	1.4896694214876034	9.392857142857151	7.230494788328556	1.9090909090909092	0.4462809917355372	15	3.159090909090909	5.755102040816326
1	2	3.4838709677419355	2.18522372528616	6.0	3.1753263476833733	1.6451612903225807	0.35796045785639957	20	2.870967741935484	5.888888888888889
10	5	3.652173913043478	3.096408317580339	5.0	1.7156	1.5217391304347827	0.4234404536862003	19	1.8695652173913044	4.8125
10	2	3.5280898876404496	2.2267390480999874	14.0	16.03461025648627	1.9438202247191012	0.4350460800403988	27	3.460674157303371	5.555555555555555
1	1	1.0	0.0	1.0	0.0	1.0	0.0	1	0.0	1.0
12	12	3.310344827586207	1.66230677764566	6.0	3.311385459533607	1.6206896551724137	0.3733650416171225	22	7.0	12.833333333333334
4	5	3.5625	2.15234375	12.0	11.159312568528142	1.828125	0.517333984375	29	4.375	7.555555555555555
2	2	3.6	2.1309090909090913	5.0	1.898208792470156	1.7818181818181817	0.35239669421487607	29	3.4363636363636365	6.3
5	3	3.0588235294117645	1.3494809688581313	5.0	1.9250780437044743	1.8823529411764706	0.809688581314879	12	3.588235294117647	7.3
3	3	2.8333333333333335	0.9722222222222223	10.0	9.138456099593444	1.5833333333333333	0.40972222222222215	24	2.4583333333333335	5.75
5	3	3.5294117647058822	2.037370242214532	6.0	2.837823207930352	2.0823529411764707	0.8049826989619375	27	3.0	4.634408602150538
7	5	3.3846153846153846	1.0059171597633136	5.0	1.8886576482830382	1.8461538461538463	0.5917159763313609	19	3.8461538461538463	7.55
3	4	2.769230769230769	0.9467455621301776	9.0	6.626878514529242	1.5	0.40384615384615385	28	1.5	5.304347826086956
12	2	3.2615384615384615	2.993136094674556	14.0	18.069665617921203	2.0307692307692307	0.8298224852071006	23	4.661538461538462	7.416666666666667
7	7	2.8823529411764706	1.0449826989619373	8.714285714285715	6.326083391720457	1.588235294117647	0.47750865051903113	29	3.2941176470588234	7.258064516129032
5	2	3.3333333333333335	0.8888888888888888	4.0	1.167657550535077	1.7333333333333334	0.3288888888888889	7	2.1333333333333333	4.153846153846154
3	3	2.3333333333333335	0.888888888888889	3.0	0.5619834710743802	1.1666666666666667	0.13888888888888887	13	0.8333333333333334	4.0
16	21	3.017543859649123	1.280393967374577	22.0	45.68449658229357	1.8771929824561404	0.5989535241612804	29	7.280701754385965	11.131147540983607
2	1	3.227272727272727	2.084710743801654	6.0	2.930285887503149	1.75	0.4602272727272727	29	3.25	5.75
3	3	2.857142857142857	1.4081632653061225	3.0	0.4691358024691359	1.7142857142857142	0.6326530612244898	15	3.357142857142857	6.7
10	10	1.5	0.75	1.9727272727272727	0.21745465945147946	1.0	0.0	13	0.0	6.75
5	5	3.6	2.5511111111111116	20.0	35.507872169805346	1.9666666666666666	0.6099999999999999	26	6.011111111111111	8.591836734693878
2	2	3.2916666666666665	2.123263888888889	7.0	4.2711372172242115	1.9166666666666667	0.5347222222222222	21	4.104166666666667	7.041666666666667
10	4	3.4408602150537635	2.3970401202451144	9.0	5.998024318974455	2.247311827956989	0.7667938489998843	21	3.7096774193548385	5.406593406593407
11	11	2.9130434782608696	1.2967863894139888	21.875	37.0284923952706	2.1956521739130435	1.635633270321361	27	7.586956521739131	10.275862068965518
6	16	4.876712328767123	5.587539876149371	5.0	1.6356145108969513	1.952054794520548	0.27852317507975227	36	4.842465753424658	7.201754385964913
4	4	2.6666666666666665	0.7555555555555558	5.75	2.439382288863257	1.4666666666666666	0.3822222222222222	29	3.933333333333333	9.23076923076923
2	5	2.72	1.0816000000000001	8.0	4.924434052502922	1.76	0.5824	19	3.4	7.136363636363637
3	3	2.967741935483871	1.579604578563996	12.675	12.7697815083962	2.225806451612903	1.400624349635796	17	4.161290322580645	6.161290322580645
7	7	2.5	0.5833333333333334	8.833333333333334	6.561707523245985	1.5833333333333333	0.5763888888888888	14	3.3333333333333335	7.545454545454546
17	17	3.2903225806451615	2.077003121748178	18.848484848484848	26.863846899471604	1.9838709677419355	0.8223204994797086	24	4.0	6.944444444444445
7	11	3.4146341463414633	2.0963712076145153	8.764705882352942	5.904698621168378	2.7560975609756095	2.720999405116002	15	6.048780487804878	7.585365853658536
12	12	2.3333333333333335	0.2222222222222222	2.869565217391304	0.5101470105766377	1.1666666666666667	0.1388888888888889	17	1.1666666666666667	10.0
1	1	2.4705882352941178	0.6020761245674741	6.0	2.97108843537415	1.3529411764705883	0.34602076124567477	19	1.0588235294117647	4.083333333333333
2	3	3.2888888888888888	1.5387654320987654	10.0	8.333792111884454	2.0444444444444443	0.6202469135802468	14	2.5555555555555554	4.4772727272727275
5	7	2.857142857142857	1.1700680272108843	12.0	12.584685714285712	1.7619047619047619	0.7528344671201813	17	4.0	6.388888888888889
12	3	3.5	2.607142857142857	15.850000000000023	20.550865432117675	2.1666666666666665	0.8055555555555556	23	4.773809523809524	6.841463414634147
1	1	3.466666666666667	2.5155555555555558	9.0	6.115107009480035	1.6444444444444444	0.3624691358024691	26	2.7333333333333334	6.361111111111111
4	4	2.0	1.0	2.7	0.4258285594887819	1.5	0.5833333333333334	16	4.0	8.428571428571429
5	5	3.0	0.6666666666666666	3.0	0.5066666666666667	1.5	0.4166666666666667	12	1.6666666666666667	4.5
12	4	3.3333333333333335	2.017094017094017	8.0	5.115303782211751	1.7435897435897436	0.39579224194608814	22	3.3846153846153846	5.842105263157895
3	3	3.3333333333333335	1.7555555555555555	6.0	3.1183159722222222	1.7333333333333334	0.3955555555555556	16	2.2666666666666666	3.888888888888889
5	9	3.156862745098039	1.563629373317955	23.454545454545453	44.761828195151125	2.0392156862745097	0.5670895809304113	31	4.411764705882353	7.195121951219512
1	1	2.25	0.4375	2.6499999999999995	0.5	1.125	0.109375	8	0.125	2.8
3	1	3.3461538461538463	1.5724852071005913	16.0	22.064267249886097	2.0576923076923075	0.6312869822485208	22	3.4615384615384617	5.547169811320755
2	2	2.6666666666666665	0.9401709401709399	20.0	36.300651457436715	2.2051282051282053	1.2912557527942146	15	3.8205128205128207	5.8
11	11	3.3703703703703702	2.67764060356653	14.76	16.716475054744667	1.8148148148148149	0.41015089163237317	24	3.9444444444444446	6.546875
1	9	3.0	2.0	12.0	11.389520863863694	1.5277777777777777	0.3047839506172839	25	1.6388888888888888	4.648648648648648
6	7	3.973333333333333	4.301511111111111	22.373737373737374	44.49626971778805	2.2311111111111113	0.42658765432098766	24	4.76	6.611538461538461
4	3	3.3877551020408165	1.1353602665556017	14.0	16.132654138142108	1.8979591836734695	0.37734277384423154	16	2.489795918367347	4.42
7	5	2.875	1.609375	2.935714285714285	0.5318367346938776	1.625	0.484375	17	2.1875	6.357142857142857
5	3	3.142857142857143	1.360544217687075	6.200000000000003	3.254687131050768	2.238095238095238	1.1337868480725621	10	2.1904761904761907	3.75
3	5	3.090909090909091	1.537190082644628	3.0	0.5555555555555556	1.2727272727272727	0.1983471074380165	19	1.7272727272727273	5.222222222222222
3	5	3.272727272727273	1.6831955922865012	18.0	30.428210415832208	2.1818181818181817	0.8760330578512397	31	7.106060606060606	9.720588235294118
7	4	3.4166666666666665	2.618055555555556	5.0	1.9463870323002577	2.3541666666666665	1.062065972222222	14	3.9375	5.195121951219512
3	3	3.0	1.8	9.0	6.4664249479708635	1.725	0.49937499999999996	28	2.725	5.564102564102564
7	2	3.5277777777777777	1.7492283950617287	8.0	5.651678630671893	2.138888888888889	0.6751543209876544	22	3.1805555555555554	5.014084507042254
1	2	3.227272727272727	1.8574380165289262	10.0	8.801143081647213	1.9090909090909092	0.49173553719008256	19	2.8636363636363638	4.627906976744186
2	2	3.3333333333333335	1.8585858585858581	8.0	5.467120181405895	1.8484848484848484	0.4921946740128558	24	3.484848484848485	5.4
6	6	2.888888888888889	0.9876543209876544	2.549999999999999	0.45	1.3333333333333333	0.2222222222222222	6	1.1111111111111112	3.1666666666666665
1	3	3.111111111111111	0.7654320987654322	7.0	3.9801823226317876	2.0	0.8148148148148148	16	2.5925925925925926	4.857142857142857
3	3	2.5	0.4166666666666667	9.0	6.717740338958288	2.0833333333333335	2.826388888888889	24	2.9583333333333335	6.809523809523809
8	8	3.292307692307692	1.683786982248521	9.0	6.22975885109345	1.9538461538461538	0.6286390532544378	22	3.9076923076923076	5.769230769230769
36	16	3.6842105263157894	3.9002770083102494	3.9099999999999993	1.1592323731138547	1.4210526315789473	0.3490304709141274	47	2.8421052631578947	13.307692307692308
5	5	2.875	0.734375	9.0	6.107438016528927	2.125	1.234375	12	3.1875	5.375
3	3	3.6842105263157894	2.584487534626039	8.8	6.477967630516466	1.9210526315789473	0.3885041551246537	17	4.447368421052632	6.948717948717949
4	5	2.857142857142857	0.9795918367346937	7.857142857142858	5.0695836734693875	1.8571428571428572	1.5510204081632655	19	2.7142857142857144	6.0
7	5	3.5365853658536586	1.9315883402736465	32.81818181818182	87.60725966247115	2.3292682926829267	0.6598750743604997	14	4.012195121951219	6.010526315789473
10	5	2.923076923076923	1.6094674556213018	11.0	9.516450882752377	1.6153846153846154	0.3905325443786982	17	2.730769230769231	6.24
12	14	3.4210526315789473	2.454293628808864	11.629999999999999	11.33788908816338	1.7894736842105263	0.37673130193905824	21	3.8684210526315788	6.840909090909091
9	3	3.4146341463414633	1.7061273051754908	12.0	11.744620690126878	1.8780487804878048	0.6924449732302201	24	3.4146341463414633	6.5
1	4	3.1578947368421053	1.9224376731301935	9.849999999999994	7.773668639053255	1.736842105263158	0.6149584487534627	12	3.736842105263158	7.055555555555555
8	5	4.049180327868853	4.522171459285139	6.0	3.0395796414892926	1.8032786885245902	0.28916957807041127	38	3.7295081967213113	6.490909090909091
3	2	3.7263157894736842	2.7040443213296403	10.8	9.642571120727546	2.0105263157894737	0.4314681440443213	24	3.9473684210526314	6.649484536082475
2	2	3.3777777777777778	1.6128395061728396	10.050000000000011	9.021787109375001	2.2444444444444445	0.6735802469135802	12	3.488888888888889	5.108695652173913
5	5	2.0	0.4	2.51551724137931	0.417490338882283	1.0	0.0	14	0.0	5.25
4	4	2.1666666666666665	0.47222222222222215	6.0	3.0631138545953367	1.25	0.3541666666666667	13	0.8333333333333334	5.444444444444445
16	3	3.4716981132075473	3.5322178711285153	7.0	4.2050023901070706	1.7547169811320755	0.3737985048059808	31	3.8679245283018866	7.313725490196078
1	1	3.1794871794871793	2.352399737015121	6.0	3.2454285623065506	1.7435897435897436	0.5496383957922422	24	1.5384615384615385	3.324324324324324
2	2	2.0	0.0	2.75	0.5555555555555556	1.25	0.1875	2	0.5	1.3333333333333333
4	1	2.740740740740741	1.6735253772290803	11.947368421052632	12.328480043806215	1.6296296296296295	0.6035665294924554	29	1.8148148148148149	4.409090909090909
9	3	3.542372881355932	1.97701809824763	11.0	10.374821565110949	1.728813559322034	0.3332375754093651	46	3.4322033898305087	7.368
4	4	3.311111111111111	1.9920987654320987	12.0	11.663359699271675	2.033333333333333	0.49888888888888894	25	3.9555555555555557	6.531914893617022
8	8	3.5555555555555554	4.6913580246913575	6.111111111111111	3.0010083169478925	1.7777777777777777	0.3950617283950617	24	8.0	14.4
1	5	2.9	1.09	7.899999999999999	4.972537163013354	1.7	0.61	21	2.95	5.6923076923076925
8	9	3.4716981132075473	1.9473122107511573	10.0	9.187265212135518	2.2641509433962264	0.7604129583481666	17	4.0	5.875
9	9	3.0	1.6	7.0	3.9714464099895945	1.6666666666666667	0.35555555555555546	19	3.433333333333333	7.193548387096774
9	9	3.6666666666666665	2.759259259259259	11.0	10.027849791218573	1.7685185185185186	0.3075274348422497	44	4.175925925925926	7.801801801801802
3	3	3.3333333333333335	1.4343434343434345	8.299999999999983	5.95837669094693	1.696969696969697	0.39302112029384756	24	3.272727272727273	6.517241379310345
1	1	2.823529411764706	1.792387543252595	9.0	6.331461927424152	2.1176470588235294	1.2802768166089966	9	1.8235294117647058	3.2941176470588234
7	23	2.4545454545454546	0.6115702479338845	5.0	2.2078993055555554	1.0	0.0	31	0.0	11.529411764705882
2	17	3.6857142857142855	4.501224489795917	12.0	13.951789370530223	1.9	0.40428571428571436	22	4.114285714285714	6.234375
5	4	3.3529411764705883	2.169550173010381	8.153333333333325	5.199489929458329	1.9411764705882353	0.7024221453287196	14	1.9411764705882353	3.533333333333333
12	12	3.0	1.588235294117647	10.0	7.7574574022450475	1.8529411764705883	0.4783737024221453	24	5.382352941176471	8.735294117647058
2	2	3.4545454545454546	3.0661157024793386	6.0	2.9141051422005164	1.4545454545454546	0.24793388429752064	14	1.0454545454545454	2.933333333333333
1	1	3.6	1.44	2.0	0.20408163265306126	1.6	0.44000000000000006	7	1.9	4.2
3	9	3.5238095238095237	1.8684807256235825	8.0	5.285318559556788	1.7380952380952381	0.3837868480725623	22	4.0476190476190474	7.463414634146342
5	12	3.411764705882353	2.536332179930796	6.0	2.809710081351705	2.3529411764705883	1.4636678200692042	21	6.5588235294117645	9.714285714285714
3	2	2.1818181818181817	1.4214876033057853	3.7587301587301583	1.132689496718662	1.0909090909090908	0.08264462809917354	18	1.0	4.5
2	1	3.3	1.36	10.0	8.050519390581718	1.9	0.44000000000000006	17	2.5	4.309523809523809
7	9	3.032258064516129	1.9021852237252854	10.75	8.848780664827988	1.7096774193548387	0.4640998959417274	19	3.5483870967741935	6.269230769230769
5	5	2.0	0.0	1.75	0.19135802469135807	1.0	0.0	7	0.0	3.5
5	5	3.3846153846153846	2.1213017751479284	6.497058823529416	3.284126897869534	1.8461538461538463	0.514792899408284	26	4.115384615384615	7.291666666666667
4	1	3.3783783783783785	2.0730460189919646	10.777777777777779	9.560227445116181	2.0	0.5675675675675675	29	3.3513513513513513	5.654761904761905
4	3	3.4210526315789473	1.243767313019391	7.0	3.5948979591836734	1.736842105263158	0.29916897506925205	19	2.6842105263157894	5.17948717948718
39	39	2.375	1.109375	4.0	1.2142857142857142	1.5625	0.49609375	43	1.9375	9.416666666666666
5	2	3.1555555555555554	1.4202469135802471	5.0	1.7935359999999998	2.6	2.4177777777777782	15	2.1333333333333333	3.875
3	8	3.6862745098039214	1.8623606305267202	7.522344322344321	4.329685875693042	1.8431372549019607	0.32833525567089583	17	3.019607843137255	5.087719298245614
2	2	3.3636363636363638	1.413223140495868	4.0	1.1432515495867768	2.0681818181818183	0.5635330578512396	14	2.6136363636363638	4.0
