unweighted_abruptness,weighted_abruptness,branchiness_mean,branchiness_variance,repeteadness_mean,repeteadness_variance,melodic_mean,melodic_variance,pitch_in_piece,pitch_in_rules,pitch_between_rules,label
6,5,3.351851852,2.079903978,18,28.52038926,1.944444444,0.348765432,29,6.240740741,9.127659574,Folk
5,5,2.941176471,1.055363322,8.80952381,6.383113855,1.794117647,0.634083045,26,3.852941176,7.275862069,Folk
2,7,3.50617284,3.138850785,8,5.006046598,2.320987654,0.835238531,21,3.209876543,5.285714286,Folk
3,12,3.022222222,1.399506173,15,18.55148776,1.6,0.373333333,33,2.644444444,5.782608696,Folk
1,1,3.6875,2.40234375,9,6.840931094,1.5625,0.24609375,19,2.375,4.416666667,Folk
21,2,3.679012346,2.637707667,9,6.151966759,1.641975309,0.279225728,52,4.333333333,8.675,Folk
1,1,3.130434783,1.069943289,3,0.607621582,1.47826087,0.24952741,20,2.304347826,4.5,Folk
1,3,3.333333333,2.388888889,4,1.407247161,1.708333333,0.539930556,17,2.875,6.5,Folk
16,16,3.219512195,1.683521713,7,3.570220689,1.658536585,0.322427127,24,6.780487805,11.97674419,Folk
11,11,3.032258065,1.579604579,7,4.307137518,1.677419355,0.41207076,24,6.483870968,10.8125,Folk
27,27,3.130434783,0.982986767,5.25,2.316326531,2.217391304,1.474480151,29,14.56521739,20.17647059,Folk
24,15,2.928571429,1.780612245,7.954545455,5.13616478,1.928571429,0.709183673,24,10.57142857,16.47619048,Folk
8,7,3.872340426,3.058171118,12,12.75309638,2.111702128,0.450288592,36,5.20212766,7.794117647,Folk
2,2,3.052631579,1.207756233,8,5.484919647,2.078947368,0.809556787,17,3.421052632,6.210526316,Folk
22,22,2.3,0.61,13,14.27950875,1.95,2.0475,22,3.75,7.8,Folk
1,2,3,2,9,7.115288745,1.45,0.2475,13,1.5,3.722222222,Folk
7,7,3.025641026,1.614727153,12.7,13.25175734,1.692307692,0.469428008,26,3.230769231,6.702702703,Folk
3,3,3.130434783,1.11342155,25,54.76137746,1.956521739,0.519848771,20,3.043478261,4.960784314,Folk
1,2,3.307692308,1.75147929,13,13.86642328,2,0.58974359,25,3.679487179,5.510638298,Folk
6,2,3.46875,1.780273438,10,8.247938052,2.140625,0.683349609,22,4.578125,7.055555556,Folk
2,8,4.200913242,4.224474052,8.846153846,6.902065418,2.03196347,0.414503451,41,6.474885845,10.04761905,Folk
3,3,2.846153846,1.360946746,10.45652174,9.124560686,2.192307692,2.539940828,24,3.692307692,6,Folk
5,1,3.892473118,4.719620765,7.8,4.847565304,1.913978495,0.358191698,32,3.720430108,5.618556701,Folk
7,4,3,0.833333333,5.958,2.715620223,2.208333333,2.748263889,24,4.083333333,8.947368421,Folk
1,1,3.351351351,1.849525201,9,6.255121234,1.891891892,0.853177502,27,2.459459459,5.342857143,Folk
4,4,2.666666667,2.507936508,6.35,3.412244016,1.333333333,0.222222222,34,2.095238095,6.470588235,Folk
4,4,3.381818182,1.472396694,9,6.72810571,1.836363636,0.464132231,26,4.054545455,6.276595745,Folk
9,2,3.405405405,1.916727538,8,5.773318807,2.027027027,0.512783053,12,2.810810811,4.852941176,Folk
1,7,3.857142857,3.765306122,5,1.766805473,1.535714286,0.320153061,19,2.5,5.117647059,Folk
5,3,3.694915254,3.127262281,19,30.79750809,1.762711864,0.316575697,40,4.338983051,8.933333333,Folk
7,9,3.517857143,2.48182398,18.84615385,31.85994318,2,0.375,34,7.625,11.60740741,Folk
7,3,4,3.5,5,2.116262529,1.704545455,0.208161157,21,2.681818182,5.119047619,Folk
4,10,2.3,0.71,9.8,8.414658944,1.5,0.65,18,3.3,8.111111111,Folk
5,1,3.903225806,3.539021852,8,4.66016843,1.951612903,0.481529657,38,3.370967742,5.675675676,Folk
2,2,3.461538462,2.402366864,3.75,0.939981096,1.692307692,0.366863905,19,2.192307692,5.5,Folk
11,4,3.3,2.91,5.7,2.344613715,1.45,0.2475,19,3.15,6.105263158,Folk
9,1,3.181818182,2.269972452,14,17.58316284,1.96969697,0.574839302,25,3.045454545,5.242424242,Folk
9,1,2.926829268,1.043426532,11.69,10.74458762,1.56097561,0.343842951,34,2.902439024,6.136363636,Folk
17,11,2.810810811,0.964207451,7,3.554261457,2.513513514,1.547114682,24,13.08108108,17,Folk
4,4,3.37254902,1.99846213,9,7.070283792,1.980392157,0.450595925,12,2.705882353,4.596153846,Folk
2,2,2.666666667,0.222222222,9,6.991735537,1.5,0.25,10,1.333333333,3.5,Folk
6,6,3.266666667,1.462222222,7,3.871141845,1.933333333,0.595555556,15,5.433333333,8.384615385,Folk
3,3,2.96,0.6784,12,12.27292,1.56,0.2464,17,1.8,4.071428571,Folk
6,2,3.634408602,2.705052607,13,16.42741738,1.849462366,0.428951324,50,3.623655914,5.563218391,Folk
14,4,3.470588235,2.307958478,5,1.80092155,1.529411765,0.307958478,22,2.911764706,5.709677419,Folk
17,7,3.428571429,2.073469388,11,9.928355272,1.828571429,0.427755102,22,6.914285714,10.35135135,Folk
3,3,3.076923077,2.071005917,4,1.360946746,1.230769231,0.177514793,17,1.076923077,6,Folk
17,5,3.351351351,2.876552228,7,3.868162237,1.702702703,0.425127831,24,2.837837838,6.333333333,Folk
12,12,3.333333333,3.313131313,7,4.108914325,1.696969697,0.453627181,29,3.696969697,7.423076923,Folk
7,6,3.071428571,1.209183673,13,15.16440258,2.678571429,3.646683673,10,3.035714286,4.833333333,Folk
2,5,2.9,0.79,10.4,9.683765369,1.6,0.44,14,2.1,5,Folk
2,4,4.075757576,5.266988062,13,12.39376878,1.795454545,0.268767218,35,4.28030303,7.562962963,Folk
4,9,3.363636364,1.504132231,8.833333333,6.436812558,2.227272727,1.380165289,29,3.795454545,5.893617021,Folk
7,6,3.333333333,2.243727599,15,20.56605796,1.956989247,0.514279107,48,4.279569892,7.307692308,Folk
5,3,3.161290323,2.651404787,9,6.460951867,1.64516129,0.486992716,22,3.096774194,6.777777778,Folk
3,2,3.034482759,1.757431629,8,5.345042117,2.103448276,1.058263971,8,2.413793103,3.857142857,Folk
7,7,2.222222222,1.283950617,3.844642857,1.198615885,2.111111111,2.098765432,13,3.555555556,7.5,Folk
8,5,4.075471698,3.428266287,6.071428571,3.23759256,1.849056604,0.392310431,21,5.886792453,10.325,Folk
5,5,2.25,0.9375,3.45,0.979237585,1.125,0.109375,18,0.25,2.333333333,Folk
1,1,3,1.387096774,19,28.98043537,2.209677419,0.972164412,17,2.467741935,4.171428571,Folk
3,3,3.021276596,1.38252603,10.93333333,11.11959723,2.063829787,0.868266184,18,2.723404255,4.604166667,Folk
5,7,3.5,2.027777778,8.65,6.404446676,1.916666667,0.576388889,17,2.277777778,4.413793103,Folk
4,6,2.625,0.484375,6.815873016,3.876210723,2,1.375,17,2.0625,5,Folk
19,19,3.095238095,1.609977324,12.6,13.3722724,2.095238095,1.181405896,34,7.404761905,12.15384615,Folk
7,2,3.714285714,2.983302412,9,6.13254619,1.935064935,0.424354866,27,6.012987013,9.617647059,Folk
4,3,3.333333333,2.296296296,10,7.972036404,1.814814815,0.595336077,22,3.148148148,6.833333333,Folk
7,10,3.540983607,2.182746574,10,8.481120845,1.901639344,0.449341575,23,4.016393443,6.034482759,Folk
5,3,3.25,1.9375,6.9,3.432458254,1.825,0.494375,21,3.45,5.794117647,Folk
2,8,2.947368421,1.418282548,7.6,4.635090028,1.526315789,0.459833795,19,1.315789474,4.1875,Folk
5,5,2.933333333,1.262222222,5,1.889648438,1.4,0.373333333,17,2,5.583333333,Folk
2,5,3.047619048,0.902494331,5,2.300456866,1.523809524,0.344671202,15,1.238095238,3.611111111,Folk
6,6,3.25,1,9.1,7.812121526,1.9375,0.55859375,16,3.15625,5.709677419,Folk
12,12,3.333333333,1.822222222,17,23.30978733,2,0.666666667,19,5.533333333,9.161290323,Folk
7,9,3.285714286,2.632653061,5,2.139308032,1.785714286,0.739795918,29,4.404761905,8.096774194,Folk
3,9,3.366666667,2.198888889,13.8,16.78300702,1.9,0.49,26,3.716666667,6.731343284,Folk
1,3,3.352941176,1.757785467,9.833333333,7.523414017,1.882352941,0.574394464,15,2.647058824,5.266666667,Folk
2,2,3.857142857,2.979591837,4,0.895256233,1.785714286,0.263605442,19,5,8.083333333,Folk
1,1,3.294117647,1.442906574,13.4754386,11.94414428,1.676470588,0.277681661,17,2.882352941,5.666666667,Folk
3,3,2,1,2.384615385,0.365404213,1,0,27,0,7,Folk
4,12,3.402985075,2.643573179,18.64102564,31.21996607,2.074626866,0.516818891,31,6.111940299,8.369942197,Folk
8,12,3.433962264,2.868280527,15,19.50647578,2.330188679,0.806069776,24,4,5.847457627,Folk
3,8,4.172661871,4.200403706,20,32.33309992,1.820143885,0.190673361,41,6.18705036,10.203125,Folk
8,8,2.166666667,0.638888889,6,3.016597813,1.333333333,0.222222222,19,1.5,5.4,Folk
2,2,3,1.166666667,3.1,0.831024931,1.5,0.25,17,2.166666667,5.75,Folk
4,3,3.511111111,1.494320988,8.6,6.065511647,1.822222222,0.368395062,19,3.555555556,6.217391304,Folk
4,8,2.882352941,1.162629758,10,8.14078198,1.852941176,0.831314879,21,3.588235294,6.282051282,Folk
22,17,3.132075472,1.548593806,10,9.339059548,2.075471698,0.862228551,26,9.79245283,14.46666667,Folk
9,3,2.926829268,1.628792385,8,5.607689941,1.804878049,0.49851279,34,5.731707317,9.864864865,Folk
3,3,2.6,0.54,6,2.895641771,1.6,0.64,21,1.3,4.052631579,Folk
10,15,3.578947368,2.173591874,7.870967742,4.824356626,2.315789474,1.3388735,15,5.140350877,6.857142857,Folk
5,4,3.791666667,3.248263889,7.75,4.796166497,2.083333333,0.618055556,17,3,5.522727273,Folk
7,7,2.222222222,1.061728395,2.5,0.429752066,1.111111111,0.098765432,22,0.222222222,4.857142857,Folk
5,5,1,0,1,0,1,0,5,0,5,Folk
2,1,3.2,1.6,15,19.31806675,1.84,0.4944,29,2.9,6.096153846,Folk
5,4,3.314285714,1.244081633,11,10.86237648,1.628571429,0.233469388,21,3.4,6.972972973,Folk
3,2,3.551020408,3.390254061,5,2.242452201,1.530612245,0.24906289,31,1.979591837,4.395348837,Folk
2,2,2.965517241,1.343638526,11,10.55255175,1.75862069,0.527942925,27,3.931034483,6.966666667,Folk
4,5,3.578947368,1.822714681,4,1.115541041,1.526315789,0.354570637,16,1.631578947,3.133333333,Folk
3,4,3.3,1.56,7,3.557805213,1.95,0.5475,13,2.6,4.230769231,Folk
13,1,4.300395257,5.783280476,12,12.20781543,1.909090909,0.288178225,56,6.106719368,9.842490842,Folk
2,2,3.345454545,1.644297521,14,15.04730012,1.8,0.378181818,26,5.254545455,8.118644068,Folk
5,10,3.25,1.895833333,9,6.15947704,1.708333333,0.331597222,34,3.333333333,6.34,Folk
2,1,3.421052632,2.138504155,13,15.03154635,2.289473684,1.416204986,17,2.5,4.5,Folk
9,2,3.066666667,1.262222222,10.35,9.513839345,1.666666667,0.355555556,19,2.9,5.65625,Folk
3,6,3.949579832,3.005861168,9.818181818,8.56543764,2.210084034,0.569310077,26,5.008403361,6.637931034,Folk
4,7,3,1.407407407,15,19.91736447,2.240740741,0.812414266,21,5.277777778,8.112903226,Folk
2,2,3.181818182,1.603305785,9,7.336408318,1.590909091,0.241735537,21,2.545454545,6.272727273,Folk
2,2,2,0,4.3,1.555555556,1,0,12,0,4.4,Folk
4,1,4.142857143,6.479591837,8,4.836686283,2.017857143,0.48182398,19,3.464285714,5.260869565,Folk
9,14,3.411764706,1.918685121,17,23.16802002,2.191176471,1.036980969,21,6.941176471,9.888888889,Folk
17,10,3.090909091,0.931129477,9.777777778,8.06886142,1.878787879,0.470156107,17,6.393939394,9.486486486,Folk
7,12,3.433333333,1.545555556,10,8.575304686,1.75,0.254166667,21,3.833333333,6.485714286,Folk
2,2,3.4,1.56,11,10.65602497,1.96,0.3984,17,4.86,6.74,Folk
1,1,3.388235294,1.908096886,19.85714286,34.74310284,2.141176471,1.156539792,34,3.188235294,6.058139535,Folk
4,2,3.037037037,1.443072702,9,6.427190986,2.148148148,1.015089163,14,2.888888889,4.590909091,Folk
1,9,3.176470588,1.596309112,10,8.441047282,1.62745098,0.390618993,34,2.882352941,5.905660377,Folk
2,2,2.782608696,1.300567108,9.1,7.604270308,1.608695652,0.672967864,17,2.347826087,5.047619048,Folk
7,7,2.625,0.859375,6.1,3.354783108,1.875,0.609375,15,3.875,6.933333333,Folk
12,2,3.666666667,2.522222222,10,8.694833661,2.016666667,0.483055556,19,4.15,6.039215686,Folk
1,5,3.46031746,1.96271101,9,7.053376559,2.015873016,0.523557571,17,2.761904762,4.578125,Folk
2,4,3.269230769,1.735207101,11,9.65773431,1.826923077,0.643121302,31,1.846153846,4.481481481,Folk
7,1,2.971428571,2.656326531,9,6.458993158,1.828571429,0.484897959,13,2.4,4.588235294,Folk
3,5,2.984126984,1.253716301,23,39.61193198,2.301587302,1.766187957,29,5.968253968,7.753623188,Folk
8,10,3.898305085,3.752370009,8.772727273,5.90639594,1.830508475,0.276357369,22,4.389830508,5.879310345,Folk
1,2,3.298701299,2.261426885,10,8.850691505,1.844155844,0.495193119,41,2.948051948,5.949367089,Folk
1,7,3.285714286,0.346938776,6.228888889,3.107246285,2,1.142857143,16,3.428571429,6.307692308,Folk
3,3,3.285714286,1.56122449,9.5,7.662733833,1.892857143,0.595663265,9,1.785714286,3.310344828,Folk
24,4,3.253333333,1.735822222,11.85714286,11.89302679,2.253333333,2.349155556,29,5.173333333,7.62962963,Folk
9,9,2.666666667,1.055555556,4.75,1.661625709,1.333333333,0.222222222,28,2.583333333,7.578947368,Folk
12,12,3.375,2.942708333,9,7.176622151,1.875,0.442708333,31,4.895833333,8.4,Folk
2,1,3.261538462,2.070059172,12,11.94407161,2.015384615,0.784378698,34,3,4.895522388,Folk
1,4,3.152542373,1.925883367,8,5.223223847,2.254237288,1.206549842,27,3.101694915,5.076923077,Folk
2,3,3.714285714,2.204081633,5.4,2.172712673,1.510204082,0.249895877,34,2.979591837,8.285714286,Folk
2,2,4.036697248,3.356451477,4,1.388479688,1.788990826,0.20318155,29,6.036697248,9,Folk
12,12,3.545454545,1.884297521,5,1.635674931,1.681818182,0.30785124,13,3.454545455,6.2,Folk
2,2,3.15,2.0275,10,9.07771006,2.15,1.9775,27,2.025,4.142857143,Folk
5,5,2.666666667,0.555555556,10,7.949930556,1.944444444,0.941358025,15,3.5,6.157894737,Folk
1,2,3.294117647,1.266435986,4,1.270144628,1.823529412,0.380622837,8,3.411764706,5.9375,Folk
4,2,3.055555556,1.274691358,11,10.85939971,1.611111111,0.293209877,27,2.527777778,5.121212121,Folk
1,4,3.27027027,1.548575603,32.49206349,72.11374115,2.391891892,1.292366691,21,3.013513514,4.948051948,Folk
12,12,2.533333333,0.515555556,7.6125,4.944576669,1.933333333,1.528888889,17,3.8,7.454545455,Folk
3,6,3.333333333,1.994152047,21,38.73085753,2.421052632,1.191135734,22,3.5,4.941666667,Folk
3,3,3,0.857142857,8,4.838375322,2.166666667,1.757936508,34,4.428571429,6.204545455,Folk
6,9,3.869281046,3.185526934,10.8,9.690745637,2.026143791,0.456832842,35,4.431372549,7.506666667,Folk
4,4,3.894736842,2.831024931,2.55,0.45,1.315789474,0.216066482,20,0.736842105,4.333333333,Folk
2,12,3.489361702,2.377546401,11,9.73752134,1.723404255,0.327750113,18,3.489361702,6.375,Folk
5,5,2.5,0.75,4.997058824,2.213253167,1.25,0.1875,17,1.25,7.285714286,Folk
7,7,3,1.111111111,7,3.789752066,1.777777778,0.617283951,24,4.388888889,8,Folk
3,2,3.684210526,3.268698061,3,0.685950413,1.578947368,0.349030471,15,2.368421053,6.666666667,Folk
8,8,2.565217391,0.897920605,11.65,11.65521769,2.673913043,2.915406427,34,5.652173913,8.047619048,Folk
5,5,3.076923077,1.301775148,3,0.515881812,1.307692308,0.366863905,17,1.230769231,4.888888889,Folk
7,1,3.272727273,1.834710744,4,1.128205128,1.681818182,0.489669421,15,2.636363636,5,Folk
5,4,3.846153846,1.937869822,10.05571429,8.515585686,2,0.538461538,16,3.461538462,5.218181818,Folk
7,9,3.541666667,2.456597222,18,29.63881493,2.260416667,1.130099826,26,7.104166667,9.090909091,Folk
3,10,3.409090909,2.01446281,8,5.657541381,2.045454545,0.54338843,24,4.272727273,6.534653465,Folk
5,5,3.095238095,1.371882086,7,3.683114531,1.595238095,0.383786848,30,1.833333333,4.176470588,Folk
7,7,2,0.5,1.9,0.222222222,1,0,7,0,4.5,Folk
9,9,3.391304348,2.586011342,6.25,3.131578947,1.739130435,0.540642722,19,3.260869565,7.263157895,Folk
9,1,3.794871795,2.727153189,7,3.986404653,2.111111111,0.423551757,21,4.273504274,5.816,Folk
3,7,3.2,1.032727273,7.909090909,4.741990319,1.854545455,0.415206612,22,4.109090909,7.048387097,Folk
8,4,4.029850746,5.073735799,12,10.83618867,1.776119403,0.382713299,29,3.970149254,7.564516129,Folk
1,1,2.972972973,1.864134405,11.85714286,10.53152558,2.135135135,1.089846603,17,2.378378378,4.523809524,Folk
4,7,3.6,1.373333333,6,2.758604033,1.9,0.49,13,2.666666667,4.96,Folk
4,3,3.444444444,1.728395062,5,2.166287454,1.666666667,0.333333333,24,1.981481481,4.291666667,Folk
1,2,3.666666667,3.04040404,13,13.43176815,1.681818182,0.247245179,34,2.651515152,4.646153846,Folk
7,12,4.4,7.220645161,9,7.515278636,1.948387097,0.42314256,42,4.838709677,8.346774194,Folk
22,19,3.408450704,1.706407459,10,8.671211837,1.704225352,0.292799048,43,7.647887324,14.56756757,Folk
4,4,2,1,4,1.424087525,2.333333333,2.888888889,17,3,6.454545455,Folk
2,14,3.518518519,2.027434842,10.15,9.37514599,1.888888889,0.432098765,24,5.074074074,8.31372549,Folk
12,2,3.343283582,1.897081755,6.9375,4.077308692,2.089552239,1.036756516,28,5.119402985,7.461538462,Folk
3,1,2.965517241,1.067776457,6.8,3.589461097,1.965517241,0.72294887,10,1.689655172,2.833333333,Folk
2,16,3.365853659,1.597858418,6,3.318381558,1.87804878,0.643664485,25,4.170731707,8.512820513,Folk
8,9,3.142857143,1.608163265,5,2.029597512,1.885714286,1.30122449,27,2.342857143,5.096774194,Folk
5,5,3.294117647,1.148788927,13,14.85863692,2.029411765,0.734429066,21,5.588235294,8.71875,Folk
8,2,3.5625,1.90234375,12,11.36293926,1.859375,0.464599609,29,2.609375,5.220338983,Folk
2,2,3.20754717,1.560697757,7,3.878316032,1.716981132,0.391598434,34,2.679245283,5.784313725,Folk
1,2,3.254901961,2.189926951,20,33.64439561,2.019607843,0.92118416,20,4.235294118,6.462962963,Folk
2,5,3.515151515,1.886134068,12,11.90770158,1.696969697,0.33241506,17,2.03030303,4.171428571,Folk
9,9,3.083333333,3.409722222,10,7.698416706,1.916666667,0.659722222,17,5.166666667,8.407407407,Folk
17,2,3.3125,1.65234375,8,4.642569285,1.5,0.25,29,2.125,6.821428571,Folk
8,2,2.962962963,1.813443073,5.944444444,2.784684028,1.555555556,0.395061728,24,2.185185185,4.52173913,Folk
2,3,2.8125,0.77734375,7.8,4.639777778,2,2.25,24,1.71875,5.066666667,Folk
3,3,3.431818182,1.949896694,14.5,17.42823588,2.102272727,0.637267562,29,3.693181818,5.614583333,Folk
5,1,3.888888889,3.154320988,10,8.556488468,1.805555556,0.378858025,17,3.75,6.303030303,Folk
2,2,3.236363636,1.489586777,8.780357143,5.915270454,1.781818182,0.388760331,24,2.636363636,4.684210526,Folk
2,2,2.363636364,0.776859504,7.75,4.948347413,1.363636364,0.41322314,22,0.636363636,5.8,Folk
5,5,3.24137931,1.769322235,9,6.6275,1.620689655,0.373365042,17,2.862068966,5.925925926,Folk
36,36,3.826086957,3.969754253,6.1,3.015114472,2.391304348,1.629489603,42,25.30434783,34.14285714,Folk
2,5,2.666666667,0.666666667,6,3,2,1.111111111,7,1.888888889,4.571428571,Folk
13,13,3.534883721,3.969713359,9,6.158625974,1.651162791,0.320173067,21,2.674418605,5.5,Folk
3,2,3.111111111,1.265432099,11.7,11.15560822,1.972222222,0.69367284,32,3.513888889,5.695121951,Folk
4,2,3.558823529,2.393598616,9,6.154324346,1.75,0.422794118,34,2.764705882,5.545454545,Folk
2,7,3.268292683,1.757287329,12.37777778,11.80221511,1.902439024,0.478286734,16,3.170731707,5.244444444,Folk
23,10,3.405405405,3.214024836,4.45,1.518325617,1.513513514,0.249817385,26,5.108108108,11.57142857,Folk
10,10,3.333333333,2,20.88235294,39.63983952,1.736111111,0.333140432,38,6.930555556,11.37349398,Folk
3,6,3.095238095,1.657596372,6,2.948631605,1.857142857,0.646258503,31,4.404761905,8.371428571,Folk
7,1,3,1.8,9.666666667,7.668395062,1.65,0.4275,21,3.15,7.684210526,Folk
5,11,3.295454545,1.708161157,11,10.03816282,1.977272727,0.522210744,29,6.204545455,7.90625,Folk
12,4,3.333333333,1.388888889,3.2,0.76816609,1.583333333,0.409722222,12,1.25,3.375,Folk
1,12,3,0.9,4,1.161431702,1.55,0.6475,19,1.7,4.733333333,Folk
1,4,3.428571429,2.149659864,10.875,10.09977623,1.738095238,0.574263039,29,3.214285714,6.648648649,Folk
2,2,2.692307692,1.059171598,10,7.333821634,1.423076923,0.321005917,28,1.346153846,4.24,Folk
7,1,3.466666667,2.248888889,10,7.996742353,1.8,0.382222222,22,2.666666667,5.042553191,Folk
11,11,2.871794872,1.393819855,10,8.368966799,3.076923077,4.071005917,22,6.794871795,9.648648649,Folk
5,2,3.617021277,3.044816659,6.818181818,3.675024887,2.085106383,0.631054776,17,3.234042553,5.568181818,Folk
7,2,3.013333333,1.986488889,13,14.47155064,1.986666667,1.133155556,34,3.76,6.679012346,Folk
3,2,3.863636364,3.07231405,6,3.028814526,2.045454545,0.497933884,12,2.568181818,4.512195122,Folk
8,24,3.034482759,1.343638526,4,1.092831061,2.103448276,1.472057075,45,3.103448276,8.315789474,Folk
9,5,3,1.285714286,9.8125,7.928431261,2.071428571,1.494897959,12,3.857142857,7.133333333,Folk
1,1,3.545454545,1.520661157,5.2,2.290997981,1.977272727,0.567665289,17,3.363636364,5.363636364,Folk
5,10,3.217391304,1.822306238,14,15.84723036,2.065217391,0.713137996,15,2.934782609,4.934782609,Folk
1,4,2.972972973,1.864134405,10,8.43046895,2.675675676,3.246165084,17,4.72972973,6.459459459,Folk
2,2,2.8,0.76,1.85,0.1875,1.1,0.09,12,0.3,1.666666667,Folk
2,5,3.2,1.893333333,7,4.163865805,2,0.8,7,2.466666667,4.333333333,Folk
12,12,3,1.933333333,6,3.147896196,1.733333333,0.462222222,19,3.8,7.380952381,Folk
2,2,3.333333333,3.388888889,3.4,0.946745562,1.25,0.1875,10,0.416666667,1.857142857,Folk
4,2,3.032258065,1.579604579,10.9,9.28350603,1.612903226,0.495317378,29,1.967741935,4.12,Folk
3,3,2.979591837,2.183256976,27.88888889,60.40035702,2.183673469,2.190753853,21,3.06122449,6.309090909,Folk
1,5,3.8,3.626666667,7.04,4.084417767,1.7,0.543333333,17,1.7,3.304347826,Folk
12,7,3.71875,2.764648438,9.5,7.584288831,1.78125,0.420898438,34,3.359375,6.35483871,Folk
2,7,3.815789474,4.176592798,26.55333333,60.88648423,2.296052632,0.642615997,27,3.743421053,5.690322581,Folk
9,9,2.971428571,1.399183673,10,7.748540773,1.714285714,0.432653061,25,4.428571429,8.542857143,Folk
8,3,3.466666667,2.982222222,5.65,2.395112457,1.833333333,0.605555556,31,2.3,5.136363636,Folk
7,12,3.86407767,4.039777547,15,18.40759034,2.233009709,0.644735602,24,3.990291262,5.989690722,Folk
12,3,4.018181818,5.126942149,10,7.224705013,1.8,0.269090909,41,4.890909091,7.08411215,Folk
1,1,3.290322581,1.915712799,9,6.429038192,1.629032258,0.394640999,41,2.629032258,5.625,Folk
4,8,3.285714286,2.132653061,4.2,1.576702758,1.857142857,1.12244898,23,6.428571429,10.91304348,Folk
7,7,3,2.263157895,9.51,7.435151695,1.815789474,0.57132964,33,4.105263158,7.861111111,Folk
4,5,3.815384615,3.288994083,10,7.417548868,1.8,0.313846154,29,3.430769231,6.029411765,Folk
9,9,3.219512195,1.634741225,11,10.30525085,1.804878049,0.449732302,21,3.87804878,6.697674419,Folk
1,1,3.2,2.26,7,3.899379109,1.55,0.3475,14,2.9,6.266666667,Folk
2,2,3.351351351,3.146822498,17.91304348,26.97453413,2.513513514,1.303871439,18,3.202702703,4.602564103,Folk
13,21,2.727272727,1.743801653,3,0.608935795,1.681818182,0.671487603,21,5.636363636,11.85714286,Folk
7,9,3.096774194,2.539021852,9,5.708997847,1.612903226,0.430801249,23,4.161290323,9.137931034,Folk
9,9,3.0625,1.62109375,6.16,3.201640982,2.15625,1.444335938,26,4.25,6.75,Folk
5,12,3.1875,2.40234375,9,7.797153895,1.8125,0.46484375,17,3.6875,6.40625,Folk
2,3,2.857142857,1.265306122,1.85,0.1875,1,0,8,0,1.333333333,Folk
7,4,4.076923077,3.917159763,5,1.755907198,1.538461538,0.24852071,20,3.807692308,8.375,Folk
15,15,2.941176471,1.467128028,8,5.891811513,2.558823529,2.599480969,24,6.941176471,12.06896552,Folk
16,3,3.470588235,2.425605536,6,3.104399093,1.705882353,0.384083045,22,4.176470588,6.888888889,Folk
7,7,1.333333333,0.222222222,1,0,1,0,7,0,6,Folk
1,2,3.463414634,1.321832243,8,4.532412564,2.292682927,0.646044021,19,3.317073171,4.948717949,Folk
12,22,3.14893617,2.296966953,10.45,10.06963433,1.659574468,0.564961521,34,2.85106383,6.888888889,Folk
10,4,3.254237288,1.342143062,13,15.0451413,1.915254237,0.348750359,21,3.898305085,6.375,Folk
2,2,2.5,0.25,1.9,0.222222222,1,0,7,0,4.5,Folk
3,5,3.083333333,1.618055556,9.777777778,7.473533525,2.125,1.317708333,29,4.770833333,6.833333333,Folk
3,3,3,0.714285714,7,4.078742238,1.571428571,0.244897959,9,1.285714286,3.071428571,Folk
7,7,3.066666667,0.728888889,10.6,8.921103395,1.666666667,0.288888889,12,2.533333333,4.852941176,Folk
7,7,3.224489796,1.153685964,9,6.734855759,2.285714286,2.204081633,24,5.836734694,9.040816327,Folk
5,5,3.611111111,1.848765432,8.529411765,5.696307841,2.055555556,0.608024691,14,5.194444444,7.40625,Folk
4,4,3.594936709,2.443518667,9,6.170063555,1.860759494,0.499599423,31,3.151898734,5.6,Folk
1,1,2.769230769,1.25443787,3.8,0.916440816,1.230769231,0.177514793,25,0.692307692,3.181818182,Folk
1,1,2.833333333,1.055555556,7,3.849506173,1.625,0.567708333,31,4.041666667,8.869565217,Folk
2,3,3.428571429,2.702040816,9.747368421,7.662221605,2.342857143,2.339591837,22,4.114285714,6.381578947,Folk
3,3,3.15,0.9775,8,5.415768252,1.6,0.29,36,2.55,6.054054054,Folk
7,7,2.5,0.416666667,6.1,3.080149382,1.5,0.25,14,3.333333333,7.461538462,Folk
8,6,3,1.2,1.7,0.12244898,1.1,0.09,13,1.1,5.166666667,Folk
4,4,2.974358974,0.845496384,18,27.63983094,1.923076923,0.481262327,13,2.435897436,4.113636364,Folk
5,9,3.166666667,0.805555556,3.75,0.883136095,1.75,0.520833333,9,3.25,6.1,Folk
5,5,3.290322581,2.141519251,5,2.181001453,1.838709677,0.715920916,20,3.709677419,5.892857143,Folk
5,4,3.548387097,1.602497399,5.6,2.271984882,1.709677419,0.464099896,18,2.516129032,5.214285714,Folk
9,9,2.916666667,0.493055556,8,5.124920281,1.833333333,0.472222222,14,3.375,6.652173913,Folk
10,8,3.636363636,4.32231405,4.533068783,1.498431369,1.636363636,0.41322314,22,4.090909091,10.375,Folk
9,5,3.272727273,1.198347107,7,4.874891493,1.545454545,0.338842975,14,2.818181818,6,Folk
2,2,3.305555556,1.68441358,18,28.26767403,2.194444444,0.712191358,22,4.625,6.670588235,Folk
