unweighted_abruptness	weighted_abruptness	branchiness_mean	branchiness_variance	repeteadness_mean	repeteadness_variance	melodic_mean	melodic_variance	pitch_in_piece	pitch_in_rules	pitch_between_rules
4	7	3.142857142857143	2.3367346938775513	14.0	14.240336109443902	1.4285714285714286	0.2448979591836735	21	1.0714285714285714	4.333333333333333
4	8	4.654867256637168	7.960529407157961	8.25	5.850154019430357	2.1194690265486726	0.35298378886365417	29	4.45575221238938	6.567164179104478
8	5	3.5076923076923077	1.8191715976331362	10.0	8.095814337785024	1.6615384615384616	0.22390532544378697	31	2.8153846153846156	5.791666666666667
2	2	3.2222222222222223	1.9506172839506175	3.0	0.5160798658741045	1.5	0.4722222222222222	16	0.9444444444444444	4.357142857142857
4	8	3.076923076923077	1.1479289940828399	7.0	4.440945790080739	1.5384615384615385	0.4023668639053254	10	2.1538461538461537	4.3076923076923075
5	4	2.6	2.4400000000000004	1.0	0.0	1.0	0.0	10	0.0	3.25
2	5	3.4177215189873418	2.7748758211825026	7.900000000000002	4.484629885057472	2.0126582278481013	0.6707258452171125	29	2.5316455696202533	4.378787878787879
6	9	4.026845637583893	3.54290347281654	8.0	5.210703790733835	2.1677852348993287	0.5423179136074952	20	4.080536912751678	6.318840579710145
4	7	4.061946902654867	4.252799749393062	10.0	9.034032950582395	1.9867256637168142	0.38477954420863025	46	4.371681415929204	6.608333333333333
7	7	2.6666666666666665	0.3333333333333333	12.0	10.85603807257585	1.4444444444444444	0.2469135802469136	19	1.9444444444444444	5.111111111111111
2	5	3.764705882352941	4.25836216839677	11.514285714285712	10.941137944048398	1.7254901960784315	0.4344482891195694	24	2.9607843137254903	5.58
5	5	3.9072164948453607	3.5068551386969915	8.0	5.239256361530165	2.082474226804124	0.4468062493357424	36	4.180412371134021	6.7272727272727275
5	12	3.9310344827586206	3.394258535756751	10.0	7.984679055891567	2.064039408866995	0.44417481618093146	44	4.4926108374384235	7.397196261682243
7	12	3.8214285714285716	3.1109693877551026	25.0	58.58730537997814	1.880952380952381	0.23582766439909297	37	7.5476190476190474	11.187793427230046
5	3	3.3846153846153846	2.0828402366863905	1.7999999999999998	0.16	1.2307692307692308	0.17751479289940827	14	0.6153846153846154	4.75
5	5	4.2555555555555555	5.668024691358024	8.813333333333322	6.105863488058542	2.45	0.8475	26	4.855555555555555	7.267123287671233
4	4	3.6097560975609757	2.8720999405116006	9.0	5.921926209880091	2.024390243902439	0.5603807257584771	17	4.634146341463414	6.416666666666667
2	1	3.259259259259259	2.266117969821673	7.0	4.255113221329438	1.5555555555555556	0.3950617283950617	17	1.962962962962963	4.136363636363637
7	2	3.7142857142857144	3.096938775510204	8.0	5.468573290246457	1.7678571428571428	0.39253826530612246	21	3.1607142857142856	6.096153846153846
2	1	3.0	2.0	2.5999999999999996	0.4883401920438957	1.1666666666666667	0.1388888888888889	13	0.5833333333333334	3.0
2	2	3.696969696969697	2.999081726354454	6.0	2.5480442176870746	1.5151515151515151	0.3709825528007346	28	1.8181818181818181	5.857142857142857
3	4	4.210045662100456	5.2526844728008175	10.0	8.170219976680526	1.8401826484018264	0.2073351264569129	49	4.986301369863014	7.5625
1	1	2.0	1.0	2.6999999999999993	0.5306122448979591	1.0	0.0	14	0.0	2.5
5	19	4.8928	12.07650816	11.0	10.60516518140463	2.0832	0.23307776	46	11.9392	16.67078825347759
7	10	3.8885245901639345	4.807245364149422	14.0	16.99985767854953	2.445901639344262	0.6864176296694438	31	5.4295081967213115	7.251612903225807
12	8	4.105263157894737	4.45207756232687	6.0	3.264446211453107	1.936842105263158	0.43811634349030454	25	3.305263157894737	5.878378378378378
1	2	4.105263157894737	2.831024930747923	4.0	1.2488888888888892	1.6842105263157894	0.32132963988919666	8	2.6315789473684212	3.727272727272727
23	2	4.676470588235294	11.28650519031142	16.0	22.53185266541916	2.1308823529411764	0.2990462802768166	59	14.522058823529411	19.643971631205673
9	3	3.971014492753623	5.332493173703005	6.929999999999996	3.4297480926241204	1.8405797101449275	0.3948750262549884	27	3.9130434782608696	7.519230769230769
2	4	3.619047619047619	2.6167800453514745	3.0500000000000007	0.7476543209876543	1.5238095238095237	0.3446712018140589	14	1.4761904761904763	4.583333333333333
1	4	3.2	1.9600000000000002	6.1499999999999915	2.9857001972386583	1.4	0.24000000000000005	13	1.35	3.0
2	2	3.142857142857143	2.5034013605442182	4.0	1.25	1.2380952380952381	0.18140589569160998	22	0.7142857142857143	3.357142857142857
1	2	3.8055555555555554	2.989969135802469	5.0	1.9133387755102045	1.7222222222222223	0.3117283950617284	26	2.513888888888889	5.095238095238095
1	1	3.4285714285714284	2.387755102040816	3.099999999999998	0.8163988919667591	1.3571428571428572	0.2295918367346938	10	1.2142857142857142	4.0
5	5	3.2222222222222223	1.5802469135802466	14.0	16.627737945810253	1.7777777777777777	0.3580246913580246	41	7.055555555555555	13.266666666666667
3	7	4.08092485549133	4.490560994353302	7.0	3.7492283950617282	1.8150289017341041	0.1969995656386782	35	3.300578034682081	5.219101123595506
6	17	5.119658119658119	9.823288772006723	4.0	1.4007921064078204	1.8717948717948718	0.16305062458908612	50	7.923076923076923	13.285714285714286
2	5	3.5833333333333335	2.3680555555555554	5.799999999999997	2.344704	1.5625	0.2877604166666667	24	1.3541666666666667	3.7
3	4	4.444444444444445	5.650422352176738	17.0	28.357333704292373	1.935672514619883	0.25901986936151294	29	5.491228070175438	8.520958083832335
2	3	3.473684210526316	2.091412742382272	9.0	7.209545855379189	1.605263157894737	0.2389196675900276	21	2.473684210526316	6.108108108108108
2	2	3.3333333333333335	0.722222222222222	3.6	1.055929426591052	1.5833333333333333	0.40972222222222215	16	2.3333333333333335	5.0
1	1	3.8227848101265822	5.006569460022435	11.0	9.771849666148313	1.9493670886075949	0.630347700688992	27	3.240506329113924	6.086956521739131
8	7	4.028985507246377	3.390464188195758	8.0	5.302639	1.7971014492753623	0.4226002940558706	25	2.753623188405797	5.448275862068965
2	2	3.3454545454545452	1.6806611570247936	7.0	3.6513160150891633	1.8727272727272728	0.4747107438016527	22	2.5454545454545454	5.090909090909091
1	1	2.6666666666666665	0.8888888888888888	2.549999999999999	0.4661224489795918	1.2222222222222223	0.1728395061728395	9	0.3333333333333333	2.1666666666666665
4	2	3.142857142857143	1.5510204081632657	3.299999999999999	0.8622222222222223	1.2857142857142858	0.20408163265306123	15	1.0	3.375
5	5	3.3333333333333335	2.355555555555555	4.0	1.2899305555555556	1.3333333333333333	0.22222222222222227	12	1.2	4.2
2	12	3.528205128205128	3.120999342537804	16.0	22.045014836789637	1.9846153846153847	0.41514792899408287	49	6.01025641025641	8.669902912621358
10	2	4.394736842105263	6.370498614958449	7.0	3.9396497204515555	2.164473684210526	0.7295273545706372	26	3.848684210526316	6.581818181818182
12	5	3.613793103448276	3.726706302021403	13.0	15.68623746115481	2.0344827586206895	0.4608799048751487	36	5.2827586206896555	7.248407643312102
14	31	4.27071178529755	8.74118420748071	16.0	23.455535753883762	2.3862310385064176	0.5077684086982214	48	12.563593932322053	15.974918211559434
7	1	3.066666666666667	1.528888888888889	3.1312499999999988	0.8020833333333334	1.2	0.16000000000000003	16	1.1333333333333333	4.222222222222222
3	3	4.2377622377622375	5.30011247493765	8.0	5.376598246628439	1.986013986013986	0.3774267690351607	29	4.2727272727272725	7.024590163934426
2	4	3.9393939393939394	3.8347107438016534	14.0	18.809986562751952	1.707070707070707	0.2071217222732374	33	3.3535353535353534	6.56989247311828
2	2	2.75	1.8125	3.0	0.4722222222222222	1.4375	0.37109375	12	1.0	3.0
1	2	3.0	2.0	1.0	0.0	1.125	0.109375	9	0.125	2.0
5	4	3.48	2.7695999999999996	6.0	2.92644023268906	1.82	0.4275999999999999	19	2.54	4.45
2	2	4.178861788617886	5.48020358252363	11.8	11.698585001115603	1.975609756097561	0.3977790997422168	25	4.284552845528455	7.252252252252252
1	1	3.310344827586207	2.0071343638525567	7.0	4.143235127018911	1.4827586206896552	0.2497027348394768	17	1.2758620689655173	3.8518518518518516
8	10	4.189054726368159	4.800079205960248	7.0	4.441618851819469	2.1791044776119404	0.5052350189351749	32	3.7611940298507465	5.852941176470588
1	1	3.0	0.0	0	nan	1.0	0.0	5	0.0	nan
31	28	4.926931106471816	13.913241312581446	7.0	4.181032405947227	2.049060542797495	0.18444066230534212	74	12.727557411273487	17.50098814229249
2	1	3.3636363636363638	3.322314049586778	6.0	2.8850147928994074	1.4090909090909092	0.24173553719008256	15	0.9090909090909091	3.6875
2	1	4.228571428571429	4.319183673469388	4.0	1.1646146061730478	1.7285714285714286	0.22632653061224486	24	3.5285714285714285	5.932203389830509
3	2	4.251748251748252	6.873685754804637	10.550588235294114	8.711010910993108	2.4195804195804196	0.8169592645117121	24	5.475524475524476	7.474820143884892
4	2	4.246913580246914	4.786770309404054	6.761428571428567	3.427110022174456	1.9753086419753085	0.3862216125590611	46	5.51440329218107	9.975510204081633
2	3	3.875	3.359375	4.0	1.3609467455621302	1.4375	0.24609375	12	1.125	2.8
2	4	3.8181818181818183	2.5123966942148757	2.4799999999999995	0.41876543209876543	1.1818181818181819	0.1487603305785124	14	0.36363636363636365	2.4
3	3	3.076923076923077	1.9171597633136093	5.0	2.159763313609467	1.3846153846153846	0.3905325443786983	9	0.6153846153846154	2.1
5	5	3.0	1.0	3.5	0.9917355371900826	1.125	0.109375	10	0.625	4.2
2	5	2.823529411764706	2.3806228373702423	8.0	4.903373594335693	1.411764705882353	0.35986159169550175	15	1.4705882352941178	4.357142857142857
1	1	2.769230769230769	1.1005917159763314	2.5	0.42435486591330746	1.3076923076923077	0.3668639053254438	12	0.38461538461538464	2.75
4	12	4.3	4.9700000000000015	7.0	3.9131338882282996	1.93	0.3251	28	3.84	6.935064935064935
10	4	3.96	4.438400000000001	4.479999999999999	1.5238532871972315	1.74	0.3524000000000001	22	2.98	6.0606060606060606
3	10	4.080645161290323	4.622528616024976	18.8	32.990326520029164	2.1451612903225805	0.5434443288241415	26	3.620967741935484	5.756521739130434
9	9	3.3684210526315788	2.3379501385041546	5.0	1.8785714285714286	1.4736842105263157	0.3545706371191136	13	1.6842105263157894	3.6470588235294117
1	7	3.473684210526316	1.3019390581717452	6.0	2.7423822714681445	1.5789473684210527	0.3490304709141274	12	1.631578947368421	3.5
2	9	4.153846153846154	5.694280078895465	9.0	6.856314681440443	1.8205128205128205	0.32675871137409596	27	3.41025641025641	6.4
12	12	3.230769230769231	2.485207100591716	9.0	6.6610312764158905	1.5384615384615385	0.4792899408284023	21	1.1153846153846154	4.142857142857143
12	2	3.7851239669421486	3.226555563144594	21.0	37.81739699606954	2.1404958677685952	0.6166245475035859	24	3.56198347107438	6.186440677966102
10	3	3.950617283950617	4.195092211553117	9.0	6.213488975984259	1.8148148148148149	0.299039780521262	22	3.345679012345679	5.961538461538462
3	3	4.380952380952381	4.616780045351474	5.0	1.8754325259515572	1.4761904761904763	0.24943310657596368	14	1.9047619047619047	5.333333333333333
4	24	4.021660649819495	4.4760651122782775	16.0	21.100797105140146	1.931407942238267	0.30937455199468256	54	5.59927797833935	9.31875
2	2	3.4716981132075473	3.5699537201851195	4.0	1.2868637855358478	1.6226415094339623	0.46137415450338204	33	1.5471698113207548	4.390243902439025
9	5	4.512195121951219	7.542534205829863	13.449999999999818	17.24335661187279	2.4054878048780486	0.673994274241523	26	6.5060975609756095	8.788321167883211
