unweighted_abruptness,weighted_abruptness,branchiness_mean,branchiness_variance,repeteadness_mean,repeteadness_variance,melodic_mean,melodic_variance,pitch_in_piece,pitch_in_rules,pitch_between_rules,label
10,3,3.379310345,2.856123662,4.192857143,1.443508875,2.137931034,1.084423306,13,5.896551724,8.904761905,Rock
3,3,2,0,2.75,0.555555556,1.25,0.1875,7,0.75,4.666666667,Rock
2,17,3.515151515,1.764921947,13.91666667,15.49814054,1.96969697,0.635445363,33,7.681818182,13.44117647,Rock
3,1,3.209302326,1.932936723,7.8,4.842070654,2.76744186,1.7598702,11,6.209302326,7.681818182,Rock
7,7,2.25,0.4375,5.854814189,2.476377078,3,5,19,8.6875,11.2,Rock
20,7,2.761904762,0.943310658,4.538571429,1.530768932,2.047619048,1.283446712,20,5.19047619,9.529411765,Rock
3,24,3.130434783,2.11342155,4,1.08244898,1.391304348,0.325141777,29,1.565217391,5.2,Rock
2,2,2.4,0.44,3,0.64030303,1.5,0.45,12,1.5,4.9,Rock
2,7,2.666666667,0.888888889,4.15,1.502423222,1.111111111,0.098765432,10,0.222222222,2.571428571,Rock
1,1,2.64,1.3504,8,4.817708333,1.2,0.24,31,0.52,3.888888889,Rock
2,2,0.666666667,0.222222222,0.9975,0.000625,1,0,4,0,2,Rock
4,3,2.761904762,1.133786848,9,7.37167949,1.476190476,0.439909297,20,1.19047619,3.75,Rock
3,9,3.379310345,2.338882283,13,12.60117595,1.879310345,0.6578478,24,5.810344828,10.49253731,Rock
3,3,1.5,0.25,2.7,0.530612245,1,0,22,0,6.25,Rock
4,4,2.625,1.234375,3,0.747933884,1.125,0.109375,31,0.4375,2.7,Rock
2,10,3.130434783,2.374291115,4,1.151515152,1.347826087,0.313799622,31,1.130434783,4.071428571,Rock
31,38,3.72972973,4.251278305,8,5.48280993,1.243243243,0.184075968,65,3.486486486,17.96,Rock
2,2,1,0,0,0,1,0,2,0,2,Rock
8,10,3.111111111,3.543209877,6,3.065577212,1.277777778,0.200617284,21,1.5,5.5,Rock
2,2,2,0.4,2.908333333,0.618055556,1,0,10,0,3.5,Rock
5,5,2.5,0.625,3,0.578888889,1.5,0.875,34,0.875,3.384615385,Rock
1,1,2.8,1.36,4.7,1.63995596,1.25,0.1875,24,1.15,4.352941176,Rock
13,13,1.875,0.859375,6.817307692,3.857837699,2.4375,3.74609375,24,4.5625,10.42857143,Rock
7,2,2.916666667,1.909722222,3,0.503457795,1.458333333,0.331597222,40,4.791666667,12.78571429,Rock
2,2,3.598214286,3.784996811,24,53.87931138,2.415178571,0.796376754,55,22.4375,29.46186441,Rock
5,5,1,0,1,0,1,0,5,0,5,Rock
16,19,3.829411765,4.329723183,10,8.042408068,2.520588235,0.667223183,37,14.23529412,17.55685131,Rock
6,17,3.169811321,2.518333927,7.833262032,4.530256813,2.622641509,1.216091136,22,10.86792453,14.07407407,Rock
5,5,3.74025974,5.049418114,6,2.519395651,1.636363636,0.257378985,38,3.727272727,7.731343284,Rock
2,5,3.6,3.04,13,14.12157674,1.533333333,0.282222222,33,2.05,4.844827586,Rock
5,5,4.457142857,4.457687075,5.8,2.74840064,1.8,0.236190476,50,9.628571429,17.10714286,Rock
8,8,2.75,1.1875,5,2.113626543,1.375,0.234375,10,1.125,4.25,Rock
11,22,3.342857143,2.396734694,6.881578947,3.645481221,2.928571429,2.323469388,23,11.47142857,14.03333333,Rock
16,13,2.666666667,1.722222222,3.93,1.192481477,1.833333333,0.638888889,16,7.75,12.58333333,Rock
9,9,2.837837838,1.676406136,15.93780864,24.23913986,2.527027027,1.627647918,20,3.635135135,6.090909091,Rock
6,6,1.5,0.25,1,8.54E-05,1,0,16,0,5,Rock
2,2,1,0,1,0,1,0,2,0,2,Rock
10,13,3.238095238,2.848072562,2.909090909,0.568536941,2.142857143,1.170068027,17,3.666666667,5.294117647,Rock
7,7,4.177777778,4.768395062,5,1.641914751,2.222222222,0.70617284,14,5.8,8.857142857,Rock
3,3,3,1,4,1.341919879,1.4,0.24,9,1.5,3.25,Rock
13,13,3.28,1.3216,5.825675676,2.545380474,2.12,0.7456,15,6.56,9.36,Rock
7,7,2.4,1.04,1,0,1,0,7,0,3.5,Rock
4,4,2.909090909,1.355371901,6,2.643898376,1.636363636,0.41322314,7,1.545454545,3.444444444,Rock
19,19,3.058823529,1.937716263,3.816666667,1.295320811,2.647058824,1.287197232,21,12.35294118,16.15384615,Rock
15,1,3.555555556,2.513580247,10,8.133209019,1.488888889,0.249876543,48,7.533333333,16.075,Rock
2,2,2.555555556,1.135802469,12,12.05787528,2.111111111,1.209876543,9,2.222222222,4,Rock
2,2,2.952380952,0.807256236,9.895714286,9.027749254,1.714285714,0.394557823,17,3.571428571,6.772727273,Rock
7,7,3.076923077,2.532544379,5.6,2.422324032,1.538461538,0.24852071,11,2.076923077,4.583333333,Rock
8,10,3.375,3.109375,6,3.198246739,1.854166667,0.541232639,45,6.458333333,10.27272727,Rock
9,2,3.043478261,1.693761815,5,1.997918835,1.043478261,0.041587902,38,0.086956522,4.230769231,Rock
2,2,2,0.5,1,0,1,0,12,0,5.5,Rock
13,13,3.2,2.56,5,1.767146776,1.45,0.2475,41,8.4,18.5625,Rock
10,11,3.2,1.56,4.532317122,1.664946332,1.6,0.34,15,2.15,5.5,Rock
3,12,3.151515152,2.12855831,8.8,5.877641476,1.606060606,0.359963269,31,4.939393939,10.43333333,Rock
2,2,1.5,0.25,1,0,1,0,7,0,2,Rock
9,9,2,0,6.9,3.9025,1,0,13,0,7.5,Rock
1,1,2.5,0.25,2.75,0.555555556,1,0,7,0,3.333333333,Rock
2,7,2.631578947,1.601108033,5.8,2.887518232,1.526315789,0.670360111,29,2.894736842,10.05555556,Rock
5,5,1.666666667,0.222222222,4.3,1.555555556,1,0,72,0,17.8,Rock
1,1,3.041666667,0.914930556,20,36.41137947,1.6875,0.298177083,25,2.479166667,5.214285714,Rock
5,3,3.482758621,2.973840666,4,1.309096477,1.913793103,0.561533888,24,2.810344828,5.545454545,Rock
7,19,3.28,1.9616,2,0.193905817,1.16,0.1344,36,0.56,6.857142857,Rock
9,4,4.179104478,5.908220094,8,4.875829914,2.298507463,0.657161951,18,5.940298507,8.083333333,Rock
46,46,1.333333333,0.222222222,1.833333333,0.187798078,1,0,50,0,18,Rock
5,5,2.363636364,1.504132231,3.05,0.801574074,1.363636364,0.231404959,20,1.272727273,4.454545455,Rock
7,4,3.615384615,2.352071006,13.21403107,13.93493639,2.384615385,1.00591716,34,17.25,23.12,Rock
1,1,1,0,1,0,1,0,1,0,1,Rock
6,6,3.034482759,1.826397146,4,1.2444,1.862068966,0.739595719,18,4.482758621,7.833333333,Rock
3,3,2.4,1.04,4,1.238943555,1.3,0.21,41,3.05,6.666666667,Rock
10,5,3.761904762,4.990929705,6.666666667,3.267936695,1.69047619,0.356575964,24,3.166666667,6.789473684,Rock
8,8,2.52173913,0.945179584,8.777777778,7.15961907,1.391304348,0.238185255,25,1.739130435,4.952380952,Rock
5,5,3.245283019,2.034175863,10,9.129902526,2.773584906,2.363830545,24,8.735849057,11.05882353,Rock
5,5,2.875,1.234375,6.876660342,3.39755588,1.75,0.4375,9,2.5625,5.0625,Rock
19,19,1,0,1,0,1,0,19,0,19,Rock
5,1,3.625,2.546875,6,2.892668632,1.6875,0.33984375,24,3.75,8.258064516,Rock
3,3,2,0,3,0.666666667,1,0,8,0,4,Rock
4,19,3.043478261,2.041587902,3.986363636,1.270254055,1.869565217,0.548204159,22,9.086956522,14.86363636,Rock
3,3,2.8,1.16,5,1.755702643,1.4,0.24,10,1.5,4.666666667,Rock
2,9,2.4,0.64,5.9375,2.944650024,1.2,0.16,27,0.7,7.111111111,Rock
8,14,3.545454545,4.187327824,6,2.641205997,2.272727273,0.683195592,22,8.651515152,11.5,Rock
7,4,3,2.1,5,1.935992763,1.9,0.99,16,4.1,6.733333333,Rock
2,2,3.714285714,3.224489796,5,1.798751934,2.040816327,0.610578925,19,3.530612245,5.5,Rock
5,4,3.277108434,1.670198868,6,2.868502838,1.819277108,0.437218755,31,4.156626506,6.493670886,Rock
3,3,3.111111111,2.320987654,1,0,1,0,14,0,1.666666667,Rock
1,12,3.442622951,1.689330825,10.83333333,9.958517941,2.081967213,0.763773179,29,6.852459016,9.939393939,Rock
2,5,3.5,1.625,3.925925926,1.159073276,1.4375,0.24609375,14,1.8125,3.266666667,Rock
1,2,2.714285714,1.346938776,2.35,0.392857143,1.071428571,0.066326531,24,0.142857143,2.125,Rock
18,23,2.533333333,1.315555556,4.93203125,1.606281086,1.866666667,0.782222222,35,11.66666667,18.86666667,Rock
3,3,3.157894737,1.501385042,7,3.909375,1.894736842,0.831024931,19,1.368421053,4.363636364,Rock
8,10,3.435897436,3.733070348,9.84375,7.908332034,2.179487179,1.121630506,21,5,8.484848485,Rock
3,3,3.111111111,0.543209877,2.55,0.45,1.333333333,0.444444444,11,0.666666667,2.333333333,Rock
2,2,2.5,0.25,2.75,0.555555556,1,0,7,0,4.666666667,Rock
2,2,3.72972973,3.251278305,8.875,6.18366266,1.702702703,0.262965668,27,2.918918919,6.180555556,Rock
1,4,2.914285714,0.82122449,7,4.126116739,1.771428571,0.462040816,23,3.257142857,6.219512195,Rock
5,5,2.4,0.24,3,0.666666667,1.4,0.24,5,1.6,4,Rock
1,1,2.977777778,0.599506173,7.848263889,5.511030476,1.688888889,0.347654321,22,3.266666667,6.355555556,Rock
8,8,2,0,3.55,1,1.2,0.16,8,0.6,4.5,Rock
4,5,3.696969697,3.726354454,4.655780216,1.648280016,2.621212121,1.326216713,14,7.333333333,8.807692308,Rock
2,2,2,0.5,1.85,0.1875,1,0,4,0,1.333333333,Rock
3,3,1.333333333,0.222222222,2,0.222222222,1,0,19,0,3.5,Rock
8,11,3.172413793,1.728894174,10.405,9.271186086,2.724137931,1.165279429,17,9.551724138,12.07692308,Rock
4,7,3.066666667,1.795555556,4.177777778,1.482238996,1.4,0.24,14,2.733333333,6.6,Rock
2,2,1.6,0.24,1,0,1,0,7,0,1.5,Rock
5,10,3.142857143,1.62244898,7.290243902,4.487755748,1.678571429,0.289540816,15,3.071428571,4.793103448,Rock
16,16,2.75,2.6875,3,0.47314707,1.875,1.109375,21,6.75,12,Rock
1,2,3.333333333,1.407407407,9.65,7.386546947,1.722222222,0.311728395,24,3.259259259,5.678571429,Rock
2,4,2.666666667,0.888888889,5.9375,2.35267655,1.733333333,0.595555556,8,1.533333333,2.8,Rock
1,1,2.375,0.984375,6.301219512,3.145297895,1.4375,0.37109375,14,1.0625,2.625,Rock
8,4,3.538461538,2.761341223,16,22.46504949,2.346153846,1.098126233,21,7.205128205,9.678571429,Rock
9,9,2.6,1.74,3,0.4475,1.05,0.0475,26,0.05,10.53846154,Rock
13,8,3.371428571,4.062040816,5.591666667,2.338662665,1.942857143,0.739591837,23,7.114285714,11.4,Rock
1,14,3.037037037,1.368998628,7,3.728142722,1.333333333,0.222222222,24,3.259259259,10.6,Rock
12,12,3.62962963,3.34430727,7,4.413264877,1.703703704,0.356652949,15,2.925925926,5.863636364,Rock
13,9,3.413793103,2.690844233,9,6.417899727,2.603448276,1.135850178,13,7.344827586,9.125,Rock
5,4,2.608695652,0.759924386,5.888888889,2.631079437,1.652173913,0.313799622,12,4.260869565,7.857142857,Rock
26,16,3.617391304,3.105784499,14.45714286,17.25061733,1.973913043,0.408015123,41,10.82608696,17,Rock
2,2,3.052631579,0.786703601,14.2485119,18.55781693,1.657894737,0.435595568,22,2.315789474,5.611111111,Rock
2,2,3.230769231,2.587771203,9,5.796247092,1.487179487,0.301117686,29,1.384615385,3.5,Rock
2,2,2,0.75,1,0.000946746,1.125,0.109375,9,0.25,1.6,Rock
22,22,2.857142857,1.693877551,3.888888889,1.15666551,1.571428571,0.387755102,22,2.571428571,9.076923077,Rock
2,2,2.8,0.36,5.8,2.749937673,1.3,0.21,12,0.5,3.909090909,Rock
5,5,2,0,2,0.25,1,0,7,0,4.666666667,Rock
4,17,2.666666667,1.185185185,7,3.728686705,1.62962963,0.455418381,22,3.592592593,7.304347826,Rock
4,4,1,0,1,0,1,0,4,0,4,Rock
3,1,3.538461538,2.094674556,3,0.49609375,1.384615385,0.236686391,13,1.769230769,4.888888889,Rock
6,13,2.833333333,1.805555556,13.53392857,14.68196256,2.833333333,3.638888889,21,6.666666667,9.62962963,Rock
4,3,3.272727273,1.47107438,10.0766129,8.99589458,2.454545455,1.066115702,13,7.818181818,10.73913043,Rock
1,6,3.294117647,1.384083045,11.6978022,11.2143042,2.156862745,0.798923491,17,3.411764706,5.368421053,Rock
11,11,1.714285714,0.775510204,2.65,0.503212753,1.428571429,0.530612245,14,1.857142857,9.6,Rock
9,10,3.761904762,2.943310658,9.671052632,7.482746108,1.857142857,0.551020408,16,2.333333333,4.4,Rock
5,7,3.181818182,2.05785124,4.818181818,1.613485418,1.863636364,0.66322314,10,2.863636364,5.277777778,Rock
7,7,2.352941176,0.346020761,5,1.846535758,1.411764706,0.477508651,17,1,3.375,Rock
12,12,1.5,0.25,2.7,0.530612245,1,0,15,0,8.75,Rock
12,12,2.857142857,1.074829932,7.95625,5.05476619,1.952380952,0.997732426,24,1.857142857,3.529411765,Rock
5,5,3.272727273,1.47107438,15,20.72142951,2.036363636,0.65322314,20,3,5.433333333,Rock
2,2,3.52,2.9696,5,1.654794989,2.1,1.05,19,2.28,4.268292683,Rock
8,28,4.426506024,8.774719117,15,19.6115849,2.292771084,0.496212803,71,21.30361446,26.7705314,Rock
4,4,2.5,1.25,5.864285714,2.675914745,1.666666667,0.555555556,14,2,5.615384615,Rock
7,8,3.757009346,3.623198533,10.50945455,8.771769919,2.252336449,0.768102018,22,4.906542056,6.74,Rock
9,8,2.736842105,1.457063712,6.890611377,3.536959296,2.263157895,1.983379501,12,5.789473684,8.052631579,Rock
5,5,3,0.5,7.6,4.065700379,1.5,0.25,9,1.583333333,4,Rock
2,2,3,1.25,4,1.506562314,1.3125,0.21484375,16,2.125,8,Rock
2,1,3.058823529,1.055363322,8,5.274006315,1.735294118,0.429930796,26,3.882352941,6.90625,Rock
2,2,2.666666667,0.722222222,2.852881356,0.534921544,1.666666667,0.555555556,9,1.833333333,4.166666667,Rock
9,9,2.818181818,0.694214876,4,1.298291958,1.727272727,0.652892562,15,3,5.565217391,Rock
22,8,2.837209302,1.578150352,13,13.60251109,1.790697674,0.584099513,29,8.418604651,13.95348837,Rock
6,11,2.947368421,1.734072022,3,0.777836791,1.578947368,0.243767313,21,3.842105263,8.176470588,Rock
6,6,2.857142857,0.551020408,5.794444444,2.534224206,1.5,0.392857143,12,1.714285714,3.636363636,Rock
9,10,3.034482759,2.309155767,8,5.889389366,2.517241379,1.353151011,17,8.379310345,11.04,Rock
6,2,3.12195122,1.716835217,7.612922542,4.707189366,2.365853659,1.402736466,17,8.926829268,11.30769231,Rock
1,1,2.461538462,1.633136095,2,0.21,1.153846154,0.130177515,26,0.461538462,4.857142857,Rock
8,10,3.215686275,2.326028451,8.153513825,5.989495402,2.568627451,1.382545175,21,8.568627451,11.23076923,Rock
5,8,3.8125,3.52734375,5.24,2.022598481,1.875,0.484375,19,3.5,6,Rock
16,16,2.333333333,0.888888889,3.242897727,0.853799993,1.333333333,0.222222222,16,5,13.8,Rock
4,4,2.8,1.76,6,3.446831192,1.55,0.3475,15,1.85,3.611111111,Rock
7,2,4.253164557,6.239705175,9,6.310879429,1.924050633,0.42461144,32,4.924050633,8.786885246,Rock
6,6,3.545454545,4.975206612,5.866666667,2.486852843,1.681818182,0.30785124,13,3.772727273,6.578947368,Rock
8,3,3.6,2.106666667,5,1.518143962,1.533333333,0.248888889,15,3.133333333,7.454545455,Rock
11,15,2.967741935,1.966701353,5.868939394,2.601615711,1.935483871,0.57648283,22,8.580645161,12.5,Rock
2,2,2.333333333,0.555555556,2.6,0.469135802,1,0,9,0,4.8,Rock
7,3,2.941176471,0.878892734,4.685714286,1.618923406,1.647058824,0.46366782,12,2.294117647,5.2,Rock
2,11,3.717948718,5.407626561,12.83870968,12.42189164,2.256410256,1.190664037,23,9.179487179,11.31764706,Rock
2,2,2.714285714,0.346938776,5.885714286,2.735538199,1.5,0.392857143,17,1.357142857,4.0625,Rock
1,12,3.259259259,1.747599451,4.9,1.511685295,1.518518519,0.249657064,21,2.925925926,6.740740741,Rock
1,5,3.933333333,3.662222222,5.814285714,2.491904411,1.833333333,0.538888889,17,3.4,6.590909091,Rock
14,14,1,0,1,0,1,0,14,0,14,Rock
1,16,3.25,1.770833333,5.81,2.443686292,1.791666667,0.248263889,31,11.83333333,17.6,Rock
2,2,3.222222222,1.839506173,4,1.511876482,1.944444444,0.941358025,21,5.611111111,10.5,Rock
12,11,3.173913043,1.404536862,4.788888889,1.514238511,2.260869565,0.844990548,16,4.152173913,6.071428571,Rock
13,12,2.818181818,1.694214876,7.081363636,3.713609705,1.590909091,0.423553719,17,5.045454545,10.30434783,Rock
3,5,3.333333333,2.611111111,5.6,2.286171198,1.555555556,0.24691358,26,2.361111111,6.228571429,Rock
3,3,3.266666667,1.262222222,12.81969697,13.06649493,2.166666667,0.538888889,9,2.6,3.53125,Rock
10,5,3.696202532,3.553276718,14.8,20.10465701,1.860759494,0.347700689,48,6.265822785,9.831168831,Rock
2,5,3.375,2.421875,11,9.654069639,2.03125,0.905273438,14,4.84375,7,Rock
2,2,3.757575758,3.213957759,8,5.767312886,1.606060606,0.238751148,24,2.757575758,6.103448276,Rock
28,28,2.916666667,2.576388889,5.265277778,2.220922144,1.791666667,0.748263889,34,11.95833333,22.65,Rock
3,3,2.666666667,2.355555556,5,2.327416174,1.2,0.16,26,1.266666667,8.8,Rock
3,3,2.428571429,0.387755102,6,2.595486111,1.214285714,0.168367347,22,0.571428571,3.538461538,Rock
1,1,2.5,0.25,2,0.24,1,0,5,0,2.333333333,Rock
15,7,2.333333333,0.222222222,2.563636364,0.470996579,1,0,19,0,11.8,Rock
1,1,2,0,3,0.666666667,1,0,12,0,6,Rock
18,9,4.786857624,14.23342458,15,18.95133017,2.233361415,0.332231582,77,18.58213985,24.55405405,Rock
37,9,2.774193548,1.594172737,15,19.05945172,1.35483871,0.2289282,46,5.967741935,15.15625,Rock
2,2,2.714285714,1.632653061,5,2.096364883,1.214285714,0.168367347,27,0.571428571,3.416666667,Rock
1,1,1,0,1,0,1,0,1,0,1,Rock
10,10,2.857142857,1.265306122,2.985547786,0.724764438,1.857142857,0.551020408,13,4.357142857,7.5,Rock
10,9,3.266666667,2.795555556,6.597486772,3.375938976,2.2,0.76,19,6.066666667,9.952380952,Rock
6,6,1.5,0.25,1,0.007755102,1,0,7,0,6,Rock
3,3,2.933333333,1.395555556,4.513333333,1.401024093,1.733333333,0.462222222,12,3.933333333,5.357142857,Rock
15,13,3.111111111,1.87654321,1.865671642,0.203810797,1.222222222,0.172839506,38,1.777777778,13,Rock
11,7,3,1,8.85,5.461291995,1.535714286,0.320153061,17,3.25,6.733333333,Rock
1,14,2.235294118,0.885813149,2.841666667,0.43247741,1.176470588,0.14532872,38,1.117647059,5.384615385,Rock
2,2,2.333333333,0.222222222,3.55,1,2,1.333333333,5,1,3,Rock
2,2,1.777777778,0.172839506,7,3.888888889,1,0,19,0,7.375,Rock
3,3,3.2,0.86,4.9375,1.642508178,1.7,0.41,12,1.95,4.105263158,Rock
3,3,3.506849315,2.195158566,14.83333333,21.10342133,1.835616438,0.274347908,19,4.150684932,7.197530864,Rock
21,2,3.909090909,3.719008264,5,2.100454953,1.863636364,1.026859504,21,6.318181818,11.88888889,Rock
7,5,2.75,1.6875,2.84,0.557577855,1.75,1.1875,12,2.375,5.285714286,Rock
12,12,2,0.2,6,3.029135802,1.1,0.09,36,1.7,10.66666667,Rock
4,8,2.96969697,2.696051423,6.8,3.096159334,1.636363636,0.41322314,20,4.515151515,8.470588235,Rock
5,5,2,0,2.75,0.555555556,1,0,16,0,5.333333333,Rock
5,2,3.333333333,2.608187135,9,6.939338772,2.157894737,1.010156971,29,3.526315789,5.888888889,Rock
1,1,3.379310345,1.959571938,8,5.577731255,1.931034483,0.615933413,14,2.655172414,5,Rock
3,3,3.448275862,1.902497027,5.375,2.308269225,1.551724138,0.247324614,15,2.137931034,4.333333333,Rock
2,2,2,0,2.75,0.555555556,1.25,0.1875,8,0.5,5.333333333,Rock
1,1,2.153846154,0.74556213,2.091666667,0.329697926,1.461538462,0.24852071,13,2.076923077,4.666666667,Rock
3,4,3.352941176,3.522491349,5,1.748399647,1.941176471,1.290657439,29,2.235294118,4.607142857,Rock
3,3,2.727272727,1.895316804,9,6.88552522,1.96969697,0.877869605,26,4.96969697,9.3,Rock
15,6,3.666666667,4.079365079,10,9.08248225,2.071428571,0.780612245,21,5.071428571,7.282051282,Rock
22,22,1,0,1,0,1,0,22,0,22,Rock
3,3,1.333333333,0.222222222,1.85,0.189901957,1,0,13,0,9.666666667,Rock
2,5,2.833333333,1.805555556,6,2.82731225,1.416666667,0.409722222,12,0.916666667,2.7,Rock
11,11,2.857142857,2.265306122,2,0.188148148,1.642857143,0.943877551,29,7.5,14.7,Rock
2,1,2.8125,0.96484375,10.63095238,8.677534086,1.8125,0.58984375,21,2.1875,4.625,Rock
2,2,2.222222222,0.617283951,4.1,1.469496023,1.222222222,0.172839506,9,0.333333333,2.875,Rock
15,7,2.631578947,1.495844875,3.871767241,1.002381217,1.947368421,1.207756233,15,3.684210526,6.6875,Rock
5,2,3.514285714,2.764081633,6,2.500767347,1.757142857,0.298163265,30,3.257142857,6.612903226,Rock
4,12,3.523809524,2.487528345,9,6.43469213,1.595238095,0.288548753,22,1.976190476,4.828571429,Rock
9,10,3.333333333,1.444444444,5,2.19382054,2.111111111,0.765432099,14,5.5,7.34375,Rock
9,13,3.310344828,2.938168847,8.904761905,6.126268632,2.5,1.594827586,24,8.086206897,11.53703704,Rock
1,1,2.363636364,0.231404959,4.875,1.933690201,1,0,22,0,3.666666667,Rock
1,1,2,0,1.8,0.185765306,1.2,0.16,9,1,4,Rock
2,2,2.615384615,1.467455621,6.6675,3.302583732,1.461538462,0.24852071,14,1.307692308,3.266666667,Rock
1,1,2,0.333333333,1.8,0.16,1.166666667,0.138888889,10,0.5,2.5,Rock
2,4,2.8,1.226666667,4,1.370880096,1.266666667,0.195555556,14,1.6,3.7,Rock
2,1,3.536231884,2.103759714,5.902997738,2.547145282,2.231884058,0.815795001,15,4.695652174,6.5625,Rock
1,1,1,0,1,0,1,0,1,0,1,Rock
4,5,3.25,2.1875,3,0.469135802,1.25,0.1875,12,0.5625,2.6,Rock
12,12,2.869565217,1.417769376,7.36,4.470829055,1.347826087,0.2268431,31,1.47826087,7.565217391,Rock
7,1,3.591836735,2.690545606,7.688888889,4.576912529,1.734693878,0.35818409,31,5.551020408,8.84,Rock
1,14,2.96969697,2.089990817,7,3.671941864,2.303030303,1.059687787,14,6.454545455,8.484848485,Rock
4,8,2,0.333333333,3.393846154,0.919812448,1,0,13,0,5.166666667,Rock
2,2,1,0,1,0,1,0,2,0,2,Rock
2,3,3.671641791,3.14591223,12.66666667,13.20737116,1.791044776,0.31454667,37,4.791044776,8.338461538,Rock
15,7,4,2.899224806,9,6.153458861,1.992248062,0.379784869,34,6.527131783,9.634146341,Rock
5,3,3.363636364,3.140495868,11.8,11.71644794,1.454545455,0.247933884,19,2.681818182,6.791666667,Rock
5,3,3.538461538,2.402366864,4.963333333,1.796533092,1.846153846,0.74556213,9,3.307692308,5.6,Rock
6,4,3.419354839,3.082206035,4.246,1.429525619,2.258064516,1.159209157,13,5.161290323,7.642857143,Rock
7,5,3.631067961,3.300782355,8.68667663,6.179812773,2.708737864,2.439438213,23,8.553398058,11.5326087,Rock
1,5,2.923076923,1.455621302,4.8,1.777292686,1.461538462,0.402366864,12,1.230769231,3.555555556,Rock
1,1,2.545454545,0.79338843,2.15,0.352650249,1.090909091,0.082644628,16,0.181818182,4.5,Rock
9,13,3.348837209,2.041103299,5,2.015909664,2.046511628,0.555976203,21,6.069767442,8.511111111,Rock
24,24,3,2.166666667,2.857142857,0.65806801,1.5,0.416666667,34,4.833333333,17.18181818,Rock
7,7,2.571428571,1.959183673,1.984090909,0.198512397,1.142857143,0.12244898,13,0.285714286,4.833333333,Rock
21,21,3.090909091,1.446280992,3,0.658163265,1.590909091,0.332644628,23,7.636363636,13.13333333,Rock
14,5,4.427480916,6.511916555,8,6.15664976,1.893129771,0.179418449,60,8.118320611,12.52554745,Rock
5,2,3,2.25,1,0,1,0,10,0,4.75,Rock
12,7,3.948717949,5.587113741,13.38095238,14.53967335,1.948717949,0.510190664,27,7.602564103,10.9,Rock
1,13,3.230769231,2.587771203,4,1.340408554,2,0.717948718,15,5.435897436,8.166666667,Rock
2,2,3.04,0.9184,5,2.270197335,1.76,0.5024,12,1.88,3.523809524,Rock
4,4,1,0,1,0,1,0,4,0,4,Rock
17,17,1.333333333,0.222222222,1.9,0.222222222,1,0,17,0,11,Rock
3,9,4,2.647058824,6,2.985,1.823529412,0.557093426,21,2.411764706,5.52,Rock
33,33,2.4,0.24,3.55,1,1,0,35,0,11.75,Rock
8,8,2.666666667,1.688888889,2.941666667,0.444967783,1.533333333,0.782222222,24,2.6,8.833333333,Rock
26,27,4.330434783,6.134291115,10.71428571,10.24349884,2.182608696,0.479697543,45,14.90869565,18.25462963,Rock
4,4,2.823529412,1.321799308,8.323181818,5.209160936,1.411764706,0.242214533,14,1,3.368421053,Rock
10,2,3.444444444,3.24691358,5.746527778,2.567998471,1.833333333,0.472222222,20,5.888888889,10.80645161,Rock
7,7,3.2,0.76,6.398717949,3.257952193,1.4,0.24,9,1.3,3.7,Rock
5,4,3.379310345,3.476813317,9.545454545,6.849949962,2.068965517,0.615933413,21,5.672413793,8.068493151,Rock
3,4,3.428571429,0.816326531,1.85,0.1875,1,0,21,0,8,Rock
3,3,2.285714286,0.775510204,3.785714286,1.100910387,1.428571429,0.244897959,19,3.142857143,10.5,Rock
2,2,1,0,1,0,1,0,2,0,2,Rock
9,1,3.090909091,1.537190083,7.846428571,4.798608356,2.212121212,1.015610652,14,4.787878788,7.678571429,Rock
10,10,2.769230769,0.639053254,3.295138889,0.771054855,1.769230769,0.485207101,20,9.769230769,15,Rock
1,2,3.521126761,2.615750843,8,5.791502586,1.915492958,0.61257687,36,2.366197183,5.466666667,Rock
3,3,2.727272727,0.743801653,3,0.630385488,1.454545455,0.247933884,8,1.454545455,3.333333333,Rock
3,3,2.5,1.5,4.581917211,1.430152987,1.25,0.1875,21,1.5,6.875,Rock
4,4,3,1.363636364,9.114285714,7.234938471,1.863636364,0.845041322,21,3.863636364,7.238095238,Rock
6,6,3.230769231,1.715976331,7.636363636,4.646130136,2.346153846,1.918639053,14,5.269230769,7.4,Rock
2,2,1.333333333,0.222222222,0,0,1,0,3,0,2,Rock
2,2,2,0.444444444,5,2.272396694,1,0,13,0,3.285714286,Rock
6,8,3.782608696,3.300567108,8.846153846,6.478698089,2.043478261,0.389413989,17,3.760869565,5.222222222,Rock
3,2,2.814814815,1.410150892,8.6,6.725012387,2.185185185,1.113854595,12,2.814814815,4.76,Rock
12,14,3.948717949,5.587113741,13.38095238,14.53967335,1.948717949,0.510190664,27,7.602564103,10.9,Rock
7,7,2.685714286,0.386938776,9.777777778,7.394670917,1.8,0.56,24,4.8,8.921052632,Rock
2,2,2.888888889,0.432098765,6,2.48266595,1.666666667,0.333333333,10,2.5,5.333333333,Rock
3,2,3.317647059,2.14615917,9.877916667,8.427040322,2.129411765,0.559723183,33,8.705882353,12.03061224,Rock
5,5,3,1.285714286,6.6,3.315865556,1.785714286,0.596938776,11,2.357142857,5.538461538,Rock
2,2,3.181818182,0.966942149,7.688888889,4.905110528,1.409090909,0.241735537,15,1.045454545,3.105263158,Rock
