-1 => 0 10
-1 => 4 1
-1 => -5 1
4 => 0 16
4 => -1 5
4 => 2 17
4 => 7 2
4 => 5 6
4 => -3 3
4 0 => 2 10
4 0 => -5 2
4 0 => -1 1
4 0 => 4 1
4 0 => -3 1
4 0 -1 => -5 1
-1 0 => 2 6
-1 0 => 4 2
-1 0 => -1 1
-1 0 -1 => 4 1
0 => -1 4
0 => -3 14
0 => 2 44
0 => -5 2
0 => 4 8
0 => 7 3
-1 4 => 0 1
-1 4 0 => -1 1
0 2 => 0 15
0 2 => 4 23
0 2 => -3 6
0 2 0 => 2 12
0 2 0 => 7 3
5 => 4 7
5 => 7 2
5 => 2 2
5 4 => 5 3
5 4 => 2 3
5 4 => 0 1
5 4 2 => 0 3
5 4 2 0 => 4 2
5 4 2 0 => -3 1
-3 => 0 15
-3 => 7 2
-3 => 4 2
-3 => 2 3
-3 => 5 1
-3 4 => 2 2
-3 4 2 => 0 2
-3 4 2 0 => -1 2
-5 => 4 1
-5 => 0 5
-5 0 => 4 3
-5 0 => 2 2
0 -1 => 0 2
0 -1 => -5 1
0 -1 => 4 1
0 -1 0 => 4 2
-3 0 => 2 5
-3 0 => -3 10
7 => 4 7
7 => 5 3
7 4 => 0 3
7 4 => 7 2
7 4 => 2 2
-5 0 2 => 4 2
-5 0 2 4 => -1 2
2 => 4 23
2 => -8 2
2 => -3 6
2 => 0 30
2 => -5 3
2 => 5 1
2 => 7 1
2 -3 => 4 2
2 -3 => 7 2
2 -3 => 0 2
2 -3 0 => 2 2
2 -3 0 2 => 4 2
2 -3 0 2 4 => -1 2
4 0 2 => 4 7
4 0 2 => 0 3
4 0 2 4 => 0 6
4 0 2 4 => -3 1
-5 4 => -1 1
-1 0 4 => 5 2
0 4 => 5 2
0 4 => 2 6
-1 -5 => 4 1
0 -3 => 0 13
0 -3 => 5 1
4 -3 => 2 3
-3 2 => -5 3
5 2 => 7 1
5 2 => 5 1
4 2 => 0 15
4 2 => -8 2
-1 0 2 => -3 6
-3 0 2 => 4 5
-8 => -1 2
5 7 => 5 2
2 5 => 2 1
-3 5 => 2 1
