-12 => -10 12
-12 => -7 10
-9 => -5 12
-9 => -7 24
-9 => -12 10
-9 => 0 1
-9 => -10 4
-9 -12 => -7 9
-9 -12 => -10 1
-5 => -12 9
-5 => -7 18
-5 => -9 13
-5 => 0 12
-5 -12 => -10 9
-10 => -9 15
-10 => -12 1
-5 -7 => -9 2
-5 -7 => -5 16
-5 -7 -9 => -10 1
-5 -7 -9 => 0 1
-7 => -5 29
-7 => -9 23
-7 -9 => -7 21
-7 -9 => 0 1
-7 -9 => -10 1
-9 -10 => -12 1
-9 -10 => -9 3
-9 -10 -9 => -10 3
-10 -9 => -5 12
-10 -9 => -10 3
-5 -9 => -12 10
-5 -9 => -7 3
2 => 3 11
2 => 0 16
2 => -5 9
2 -5 => 0 9
0 => 2 19
0 => 7 11
0 => -12 1
0 => -5 2
0 -5 => -7 2
-9 -5 => -7 6
-9 -5 => -12 6
-9 -7 => -9 12
-9 -7 => -5 12
-9 -7 -5 => -9 9
-9 -7 -5 => -7 3
-9 -5 -7 => -5 6
-9 -5 -7 -5 => -7 6
-10 -12 => -7 1
-10 -12 -7 => -5 1
-12 -7 => -9 9
-12 -7 => -5 1
-9 0 => -5 1
3 => 2 17
3 => 0 5
3 0 => 7 5
3 2 => 0 15
3 2 => 3 2
2 0 => 2 10
2 0 => 7 3
2 0 => -5 1
2 0 => -12 1
2 0 2 => -5 9
2 0 2 => 0 1
-5 0 => 7 3
-5 0 => 2 9
-5 0 2 => 3 9
7 => 5 11
5 => 3 11
