-13 -17 => -24 1.0
-17 => -24 0.153846153846
-17 => -20 0.0769230769231
-17 => -5 0.153846153846
-17 => -10 0.153846153846
-17 => -13 0.153846153846
-17 => -12 0.307692307692
-12 -5 => -12 1.0
-17 -12 => -24 1.0
-5 => -10 0.0833333333333
-5 => -7 0.125
-5 => -12 0.333333333333
-5 => 5 0.125
-5 => 4 0.333333333333
0 => -7 0.333333333333
0 => -1 0.166666666667
0 => -8 0.166666666667
0 => -2 0.333333333333
-19 -17 => -5 0.5
-19 -17 => -12 0.5
-7 => -5 0.1
-7 => 0 0.2
-7 => 2 0.5
-7 => -12 0.2
2 => -5 0.4
2 => -7 0.6
-18 => -17 1.0
-12 4 => -7 0.5
-12 4 => -12 0.5
4 => -5 0.666666666667
4 => -7 0.166666666667
4 => -12 0.166666666667
-3 => -4 1.0
2 -5 => 4 1.0
5 0 => -2 1.0
-12 -17 => -20 1.0
-4 => -5 1.0
-10 => -5 0.75
-10 => -13 0.25
-7 -12 => -24 1.0
-1 => -12 1.0
-12 => -24 0.24
-12 => -5 0.24
-12 => -10 0.08
-12 => -14 0.08
-12 => -17 0.04
-12 => -19 0.16
-12 => 4 0.16
-20 -17 => -12 1.0
-5 -10 => -13 1.0
-14 => -15 1.0
-24 -17 => -13 1.0
-8 => 0 1.0
-17 -24 => -20 1.0
4 -5 => -7 0.375
4 -5 => 5 0.125
4 -5 => 4 0.5
-4 -5 => -12 1.0
-19 => -18 0.333333333333
-19 => -17 0.666666666667
-5 -12 => -5 0.75
-5 -12 => -14 0.25
5 => 0 0.666666666667
5 => -8 0.333333333333
0 -7 => 0 1.0
4 -12 => 4 1.0
-2 => -3 1.0
-18 -17 => -10 1.0
-24 => -12 0.5
-24 => -20 0.25
-24 => -17 0.25
-24 -12 => -19 0.5
-24 -12 => -10 0.5
-1 -12 => -17 1.0
-20 => -24 0.333333333333
-20 => -17 0.666666666667
-13 => -10 0.5
-13 => -17 0.5
-10 -5 => -10 0.333333333333
-10 -5 => -12 0.333333333333
-10 -5 => 5 0.333333333333
-15 => -19 1.0
