4| 7| 0.315789473684277
4| 0| 0.315789473684277
4| 5| 0.1578947368421385
4| -5| 0.2105263157893075
7| 9| 0.22222222222214816
7| -12| 0.22222222222214816
7| 10| 0.22222222222214816
7| 0| 0.3333333333335555
0| 10| 0.2499999999998125
0| -12| 0.37500000000009376
0| -9| 0.37500000000009376
5| -5| 0.14285714285702042
5| -1| 0.4285714285714898
5| -17| 0.4285714285714898
-5| -17| 1.0
9| 2| 1.0
-12| 10| 1.0
10| 2| 0.2499999999998125
10| -9| 0.7500000000001875
2| 5| 0.3333333333333333
2| -5| 0.3333333333333333
2| -17| 0.3333333333333333
