4| 9| 0.6666666666666666
4| 0| 0.3333333333333333
9| 12|9 1.0
0| 7|19 0.4
0| -4| 0.4
0| 12| 0.2
11| 14| 0.1724137931034483
11| 7| 0.06896551724137931
11| 12| 0.06896551724137931
11| 12|9 0.3448275862068966
11| 7|2 0.3448275862068966
14| 7| 0.2857142857142857
14| 19| 0.238095238095
14| 12| 0.47619047619071425
7| 2| 0.2
7| 0| 0.2
7| 12| 0.6
19| 3| 0.7142857142857143
19| 12| 0.28571428571428575
2| 3| 0.3333333333333333
2| 7|2 0.6666666666666666
3| 15| 0.2499999999998125
3| 5| 0.7500000000001875
7|19 19| 1.0
-4| 8| 1.0
