-8 => -24 1
-8 => -19 2
-8 => -17 4
-24 => -7 5
-24 => -8 5
-24 => -12 6
-24 => -19 8
-24 => -17 16
-24 => -27 4
-24 => -29 8
-24 => -20 4
-29 => -24 20
-29 => -22 4
-29 => -31 8
-29 => -17 4
-29 -24 => -17 8
-29 -24 => -29 8
-29 -24 => -20 4
-29 -17 => -29 4
-29 -17 -29 => -24 4
-29 -17 -29 -24 => -20 4
-22 => -29 8
-22 => -17 4
-22 -29 => -22 4
-22 -29 => -24 4
-22 -29 -24 => -17 4
-8 -24 => -7 1
-24 -17 => -12 4
-24 -17 => -25 4
-24 -17 => -20 8
-24 -17 -12 => -24 4
-24 -17 -12 -24 => -19 4
-20 => -24 8
-20 => -17 4
-20 -17 => -12 4
-20 -17 -12 => -24 4
-20 -17 -12 -24 => -7 4
-12 => -19 1
-12 => -24 14
-12 => -17 1
-12 => -22 4
-12 -24 => -17 4
-12 -24 => -12 2
-12 -24 => -19 4
-12 -24 => -7 4
-24 -12 => -24 5
-24 -12 => -17 1
-24 -12 -24 => -17 4
-24 -12 -24 => -12 1
-19 => -7 1
-19 => -12 6
-19 => -24 4
-19 -24 => -17 4
-20 -24 => -27 4
-20 -24 => -12 4
-7 => -8 6
-7 => -24 5
-7 -24 => -8 5
-17 => -7 5
-17 => -12 8
-17 => -20 8
-17 => -29 8
-17 => -25 4
-17 -7 => -8 5
-7 -8 => -19 1
-7 -8 -19 => -7 1
-19 -12 => -22 4
-19 -12 => -24 1
-19 -12 => -19 1
-24 -12 -24 -12 => -17 1
-12 -17 => -7 1
-22 -17 => -29 4
-8 -17 => -7 4
-19 -24 -17 => -12 4
-31 => -29 8
-31 -29 => -24 8
-31 -29 -24 => -29 4
-31 -29 -24 => -17 4
-31 -29 -24 -17 => -25 4
-29 -22 => -17 4
-17 -29 => -24 8
-25 => -29 4
-25 -29 => -17 4
-24 -29 => -31 8
-24 -20 => -17 4
-27 => -15 4
-15 => -22 4
