-4|-8 -8|-4 0.4285714285714898
-4|-8 -8| 0.4285714285714898
-4|-8 -8|-9 0.14285714285702042
-8|-4 -4| 0.5
-8|-4 -19| 0.5
-8| -17|-8 0.39285714285714984
-8| 0|-8 0.39285714285714984
-8| -24| 0.017857142857125318
-8| -24|-29 0.19642857142857492
-8|-9 0|-8 0.5
-8|-9 -19| 0.5
-4| -1|-4 0.1976935749587995
-4| -3|-4 0.09884678747939975
-4| -5|-4 0.1976935749587995
-4| -3|-1 0.0395387149917599
-4| -3| 0.024711696869849937
-4| -3|-2 0.1976935749587995
-4| -15|-16 0.1976935749587995
-4| -3|-6 0.03294892915986582
-4| -15| 0.013179571663926555
-19| -8| 0.013395252837978015
-19| -17| 0.013622291021667563
-19| -17|-16 0.06697626418989007
-19| -17|-7 0.2679050567595603
-19| -17|-19 0.04871001031987134
-19| -22|-19 0.2679050567595603
-19| -15|-19 0.0893016855864308
-19| -20|-19 0.1786033711731295
-19| -15| 0.05358101135191206
-17|-13 -15|-17 0.15789473684208863
-17|-13 2| 0.15789473684208863
-17|-13 -13|-15 0.31578947368417726
-17|-13 -13| 0.15789473684208863
-17|-13 -13|-10 0.2105263157895568
-15|-17 -17| 0.4
-15|-17 -17|-15 0.2
-15|-17 -19| 0.4
2| -32| 0.14742035911634963
2| -17| 0.004997300309036796
2| -3|2 0.29484071823269925
2| 4| 0.02033384263674398
2| -10|2 0.29484071823269925
2| 13| 0.02033384263674398
2| -1|2 0.05896814364653985
2| 0|2 0.029484071823269925
2| -29| 0.01016692131837199
2| 7| 0.02033384263674398
2| 5|2 0.09828023941080147
-13|-15 -15| 1.0
-13| -14| 0.007146156955597341
-13| -8| 0.005002309868916138
-13| -8|-10.-5 0.2000923947566455
-13| -19|-22 0.2000923947566455
-13| -19| 0.008337183114866899
-13| -22| 0.013339492983783037
-13| 0|-3 0.06669746491881515
-13| -22|-24 0.06669746491881515
-13| -8|-10 0.022232488306271714
-13| -10|-13 0.06669746491881515
-13| -15|-13 0.10004619737832275
-13| -27| 0.007146156955597341
-13| -12|-13 0.036380435410262806
-13| -1|-13 0.2000923947566455
-13|-10 -10|-5 0.11085450346412719
-13|-10 -10|-12 0.07621247113166366
-13|-10 -10| 0.20323325635089987
-13|-10 -12|-13.-10 0.6096997690533092
-17| -5|-17 0.6380677721703059
-17| -12|-17 0.12761355443406117
-17| -29| 0.02162941600574388
-17| 5|2 0.21268925738988925
-17|-15 -19| 0.3333333333333333
-17|-15 -15|-13 0.3333333333333333
-17|-15 -15| 0.3333333333333333
-32| -30| 0.2419354838709638
-32| -15|-13 0.2419354838709638
-32| -20|-16 0.4838709677419276
-32| -15| 0.03225806451614464
-10|2 -5|-10.2 1.0
-1|2 2|5 0.5
-1|2 0|-1.2 0.5
-29| -24|-29 0.7120211360635987
-29| -17|-19 0.2589167767501406
