-21 => -14 14
-21 => -19 13
-21 => -23 1
-21 => -17 3
-21 => -16 4
-21 => -13 3
-21 => -24 4
-21 => -26 2
-21 => -20 1
-21 => -22 1
-17 => -22 14
-17 => -19 12
-17 => -28 1
-17 => -24 4
-17 => -26 1
-17 => -21 1
-17 => -16 4
-17 -21 => -22 1
-24 => -26 7
-24 => -17 4
-24 => -16 4
-24 => -15 1
-24 => -14 2
-24 => -21 3
-24 => -22 3
-24 => -19 2
-24 -21 => -17 2
-24 -21 => -19 1
-19 => -17 11
-19 => -24 8
-19 => -18 3
-19 => -26 2
-19 => -21 7
-19 -21 => -14 2
-19 -21 => -24 3
-19 -21 => -26 2
-14 => -26 9
-14 => -21 5
-14 => -16 4
-14 => -9 4
-14 => -20 1
-14 => -29 1
-14 -21 => -14 2
-14 -21 => -20 1
-14 -21 => -19 2
-14 -26 => -21 9
-14 -26 -21 => -13 3
-14 -26 -21 => -19 5
-14 -26 -21 => -24 1
-17 -26 => -21 1
-17 -26 -21 => -17 1
-24 -26 => -21 6
-24 -26 => -24 1
-24 -26 -21 => -14 5
-24 -26 -21 => -23 1
-22 => -17 12
-22 => -23 2
-22 => -21 3
-22 => -24 1
-22 -21 => -14 3
-13 => -21 3
-13 -21 => -16 3
-15 => -16 1
-15 -16 => -21 1
-15 -16 -21 => -16 1
-16 => -21 3
-16 => -19 3
-16 => -14 2
-16 => -17 4
-16 => -24 5
-16 -14 => -16 2
-14 -21 -14 => -9 2
-24 -14 => -16 2
-20 => -19 1
-20 => -14 1
-20 -14 => -9 1
-9 => -14 4
-9 -14 => -20 1
-9 -14 => -29 1
-9 -14 => -21 2
-26 => -21 20
-26 => -24 2
-28 => -26 1
-28 -26 => -24 1
-17 -24 => -16 2
-17 -24 => -15 1
-17 -24 => -26 1
-17 -24 -26 => -24 1
-20 -19 => -18 1
-24 -19 => -17 1
-24 -19 => -26 1
-21 -19 => -18 2
-21 -19 => -17 10
-21 -19 => -26 1
-16 -21 => -16 1
-16 -21 => -19 1
-16 -21 => -14 1
-16 -21 -19 => -26 1
-14 -21 -19 => -18 2
-17 -19 => -24 8
-17 -19 => -21 4
-16 -17 => -19 4
-16 -17 -19 => -21 4
-16 -19 => -21 3
-24 -19 -17 => -24 1
-19 -17 => -22 10
-19 -17 => -24 1
-18 => -17 3
-18 -17 => -22 2
-18 -17 => -21 1
-21 -17 => -24 1
-21 -17 => -22 2
-22 -17 => -19 8
-22 -17 => -16 4
-24 -17 => -26 1
-24 -17 => -24 2
-24 -17 => -28 1
-21 -22 => -24 1
-24 -22 => -21 3
-18 -17 -22 => -23 2
-23 => -24 2
-23 => -14 1
-23 -24 => -17 2
-21 -24 => -14 2
-21 -24 => -16 2
-16 -24 => -21 2
-16 -24 => -19 1
-16 -24 => -22 2
-26 -24 => -17 2
-19 -24 => -26 6
-19 -24 => -22 1
-19 -24 => -21 1
-22 -24 => -19 1
-24 -16 => -14 2
-24 -16 => -24 1
-24 -16 => -21 1
-17 -16 => -24 4
-14 -16 => -17 4
-21 -16 => -19 3
-21 -16 => -21 1
