-12 => -15 25
-12 => -24 20
-12 => -17 9
-17 => -12 6
-17 => -24 18
-17 -24 => -12 18
-17 -24 -12 => -24 18
-12 -24 => -12 20
-12 -24 -12 => -17 9
-12 -24 -12 => -15 11
-15 => -12 5
-15 => -17 16
-15 => -5 4
-15 -12 => -15 5
-17 -12 => -15 6
-10 => -8 4
-10 => -12 2
-10 => -24 2
-10 -12 => -15 2
-10 -12 -15 => -5 2
-17 -12 -15 => -5 2
-17 -12 -15 => -12 4
-15 -12 -15 => -17 5
-15 -12 -15 -17 => -12 5
-5 => -6 4
-6 => -8 4
-6 => -10 4
-5 -6 => -8 4
-8 => -10 4
-8 => -6 4
-8 -6 => -10 4
-6 -8 => -10 4
-10 -8 => -6 4
-6 -10 => -24 2
-6 -10 => -12 2
-8 -10 => -8 4
-24 => -12 40
