-22|-36 -27|-22.-36 0.5
-22|-36 -36| 0.5
-27|-22.-36 -22|-27.-22.-36 1.0
-36| -31| 1.0
-17| -19|-17 0.5172413793103537
-17| -22|-29 0.17241379310327887
-17| -29| 0.08620689655189805
-17| -29|-22 0.20689655172414154
-17| -22| 0.017241379310327883
-19|-17 -24|-19.-17 1.0
-22|-29 -29| 1.0
-29| -31| 0.8749999999999813
-29| -34| 0.12500000000001876
-29|-22 -22|-27.-22.-36 0.5555555555555556
-29|-22 -22|-29 0.22222222222222227
-29|-22 -34| 0.11111111111111113
-29|-22 -22| 0.11111111111111113
-22|-27.-22 -29|-22 0.1
-22|-27.-22 -24|-22 0.1
-22|-27.-22 -31|-22 0.2
-22|-27.-22 -27|-22.-27.-22 0.5
-22|-27.-22 -27|-22 0.1
-24|-22 -26|-24 0.3333333333333333
-24|-22 -22|-27.-22.-27.-22 0.3333333333333333
-24|-22 -22| 0.3333333333333333
-31|-22 -29| 0.3333333333333333
-31|-22 -22|-27.-22.-21 0.3333333333333333
-31|-22 -22| 0.3333333333333333
-27|-22.-27.-22 -22|-27.-22.-27.-22 1.0
-27|-22 -22| 1.0
-26|-24 -19|-26 0.2
-26|-24 -31|-26 0.6
-26|-24 -24| 0.2
-19|-20 -24|-19.-20 0.5
-19|-20 -20| 0.5
-24|-19.-20 -2| 1.0
-2| 4| 0.9662921348314607
-2| -24| 0.033707865168539325
-31|-19 -26| 0.4
-31|-19 -19| 0.4
-31|-19 -19|-21.-24.-19.-17 0.2
-26| -19|-26 0.31088082901551184
-26| -31| 0.05181347150268893
-26| -19| 0.015544041450775594
-26| -19|-21.-24.-19.-17 0.15544041450775592
-26| -24| 0.15544041450775592
-26| -31|-26 0.31088082901551184
-19| -24| 0.6614173228349816
-19| -24|-19.-17 0.33858267716501844
-31| -34| 1.0
-24| -20| 1.0
-31|-26 -36| 1.0
-7| -2| 1.0
-21|-24.-19.-17 -19|-21.-24.-19.-17 0.3333333333333333
-21|-24.-19.-17 -24|-19.-17 0.6666666666666666
-27| -22| 0.6666666666666666
-27| -29| 0.3333333333333333
-21| -22|-21 0.5330578512396871
-21| -19| 0.3553719008266357
-21| -24| 0.11157024793367724
-22|-21 -27|-22.-21 1.0
-27|-22.-21 -22|-27.-22.-21 1.0
