7 => 3 43
7 => 8 7
7 => 5 25
7 => 0 4
7 => 10 1
7 => 12 1
0 => 3 5
0 3 => 7 1
0 3 => 10 3
0 3 => 5 1
0 3 7 => 12 1
3 => 7 17
3 => 5 49
3 => 10 12
3 => 8 3
3 7 => 3 6
3 7 => 0 4
3 7 => 5 3
3 7 => 12 1
3 7 => 10 1
3 7 => 8 2
10 => 3 5
10 => 12 2
10 => 7 8
10 7 => 3 8
10 7 3 => 7 3
10 7 3 => 10 2
10 7 3 => 8 3
10 7 3 7 => 0 3
8 => 7 10
8 7 => 3 3
8 7 => 8 5
8 7 => 5 2
7 3 => 5 29
7 3 => 10 2
7 3 => 7 9
7 3 => 8 3
7 3 5 => 7 27
7 3 5 => 3 2
7 3 5 3 => 10 2
5 => 3 28
5 => 7 45
5 => 0 1
5 3 => 10 7
5 3 => 7 7
5 3 => 5 14
5 3 5 => 3 14
10 3 => 5 5
10 3 5 => 3 5
12 => 10 2
