29| 31| 0.4166666666666667
29| 27| 0.3333333333333333
29| 31|33 0.16666666666666666
29| 31|32 0.08333333333333333
31| 34| 0.2222222222222222
31| 33| 0.2222222222222222
31| 32| 0.2222222222222222
31| 5| 0.1111111111111111
31| 27|31 0.2222222222222222
27| 24| 0.5
27| 29|27 0.5
34| 33| 0.5
34| 31|29.27 0.5
33| 31|33 1.0
32| 31|32 0.3333333333333333
32| 31|29.27 0.6666666666666666
5| 3| 0.5
5| 7| 0.3333333333333333
5| 31|32 0.16666666666666666
27|31 24| 1.0
29|27 31|29.27 1.0
3| 0| 0.2
3| 15| 0.2
3| 7| 0.6
7| 12| 1.0
0| 12| 0.5
0| 15| 0.5
15| 12| 1.0
