-17 => -12 8
-17 => -10 9
-17 => -8 2
-17 => -5 1
-5 => -12 12
-5 => -8 1
-5 => -7 2
-5 => -10 2
-5 => -17 1
-5 => -3 1
-5 => -6 1
-5 -17 => -5 1
-13 => -12 13
-13 => -10 2
-13 -12 => -8 4
-13 -12 => -10 1
-13 -12 => 0 1
-13 -12 => -17 4
-13 -12 => -5 2
-13 -12 => -14 1
-13 -12 -17 => -12 2
-13 -12 -17 => -8 2
-12 => -17 8
-12 => -8 10
-12 => -10 15
-12 => -13 6
-12 => -5 2
-12 => 0 5
-12 => -3 1
-12 => -14 1
-12 => -18 1
0 => -12 4
0 => 2 2
0 => -13 2
0 -12 => 0 4
-8 => -12 5
-8 => -5 14
-8 => -10 6
-8 => -11 3
-8 -12 => -10 4
-10 => -17 8
-10 => -8 13
-10 => -12 7
-10 => -13 6
-10 => -7 2
-10 => -5 1
-10 => -9 1
-10 -12 => -8 2
-10 -12 => -13 2
-10 -12 => -18 1
-10 -12 => -3 1
-7 => -8 2
-7 => -12 2
-7 => -10 1
-7 -12 => -10 2
-17 -12 => -8 4
-17 -12 => -17 4
-14 => -13 1
-14 -13 => -12 1
-14 -13 -12 => -10 1
-5 -12 => -13 4
-5 -12 => -10 8
-13 -10 => -12 2
-6 => -10 1
-6 -10 => -5 1
-7 -10 => -13 1
-17 -10 => -17 8
-17 -10 => -9 1
-18 => -17 1
-18 -17 => -10 1
-18 -17 -10 => -9 1
-11 => -10 2
-11 => -3 1
-11 -10 => -7 2
-12 -10 => -8 12
-12 -10 => -13 1
-12 -10 => -12 2
-7 -12 -10 => -13 1
-7 -12 -10 => -12 1
-8 -10 => -13 4
-8 -10 => -12 2
-7 -8 => -11 2
-17 -8 => -10 2
-10 -12 -8 => -10 2
-17 -12 -8 => -12 4
-5 -10 => -12 1
-5 -10 => -8 1
-5 -10 -8 => -11 1
-10 -8 => -5 12
-10 -8 => -11 1
-5 -8 => -12 1
-12 -8 => -12 4
-12 -8 => -10 4
-12 -8 => -5 2
-12 -8 -5 => -7 2
-8 -5 => -12 12
-8 -5 => -7 2
-3 => -5 2
-3 => -7 1
-3 -5 => -17 1
-3 -5 => -6 1
-17 -5 => -3 1
-12 -5 => -10 1
-12 -5 => -8 1
-10 -5 => -10 1
-10 -12 -13 => -10 2
2 => 0 2
2 0 => -13 2
-3 -7 => -10 1
-10 -7 => -12 2
-5 -7 => -8 2
