-27 => -24 10
-27 => -31 14
-28 => -27 7
-28 -27 => -31 7
-25 => -22 11
-25 => -29 4
-25 => -20 6
-25 => -27 7
-25 -27 => -31 7
-31 => -27 9
-31 => -34 6
-31 => -29 7
-31 => -22 6
-31 => -23 1
-31 -27 => -24 9
-24 => -22 7
-24 => -20 10
-22 => -19 7
-22 => -24 7
-22 => -21 4
-22 => -26 4
-22 => -17 8
-22 => -20 6
-22 => -25 7
-22 => -10 7
-22 -24 => -20 7
-19 => -22 7
-19 -22 => -24 7
-26 => -25 8
-26 -25 => -29 4
-26 -25 => -22 4
-26 -25 -22 => -21 4
-25 -22 => -21 4
-25 -22 => -17 1
-25 -22 => -20 6
-17 => -15 7
-17 => -26 4
-17 => -20 5
-17 => -25 7
-17 => -12 3
-17 => -14 3
-17 => -29 1
-17 => -22 1
-17 => -31 1
-17 -22 => -17 1
-29 => -31 2
-29 => -22 6
-29 => -28 7
-29 -22 => -17 6
-24 -22 => -19 7
-20 => -17 14
-20 => -22 11
-20 => -25 6
-20 -22 => -25 7
-20 -22 => -26 4
-23 => -22 1
-23 -22 => -10 1
-31 -22 => -10 6
-17 -20 => -22 5
-22 -20 => -25 6
-25 -20 => -22 6
-24 -20 => -17 10
-21 => -20 4
-21 -20 => -17 4
-15 => -12 7
-15 => -17 7
-15 -17 => -26 4
-15 -17 => -29 1
-15 -17 => -31 1
-15 -17 => -22 1
-12 => -15 7
-12 => -17 3
-12 -17 => -14 3
-27 -24 => -22 7
-27 -24 => -20 3
-27 -24 -20 => -17 3
-27 -24 -20 -17 => -12 3
-20 -17 => -15 7
-20 -17 => -20 4
-20 -17 => -12 3
-21 -20 -17 => -20 4
-22 -17 => -25 7
-22 -17 => -20 1
-12 -15 => -17 7
-17 -15 => -12 7
-17 -12 => -17 3
-22 -25 => -27 7
-20 -25 => -20 6
-17 -25 => -22 7
-25 -29 => -31 2
-25 -29 => -22 1
-10 => -29 4
-10 => -31 3
-10 => -9 3
-10 => -14 3
-10 -29 => -22 4
-31 -29 => -28 7
-13 => -10 3
-13 => -31 3
-13 -31 => -27 3
-10 -31 => -27 3
-34 => -31 6
-34 -31 => -29 6
-27 -31 => -34 6
-27 -31 => -22 6
-27 -31 => -23 1
-27 -31 => -29 1
-29 -31 => -27 2
-13 -10 => -9 3
-22 -10 => -29 4
-22 -10 => -31 3
-8 => -5 3
-8 => -10 3
-8 -10 => -14 3
-14 => -13 6
-9 => -8 3
-5 => -8 3
