-17 => -16 6
-17 => -15 3
-17 => -24 4
-17 => -20 8
-17 => -13 8
-17 => -19 4
-17 => -14 4
-17 => -22 3
-19 => -22 4
-19 => -17 3
-19 -17 => -16 2
-14 => -12 6
-14 => -15 4
-14 => -22 2
-14 => -21 1
-14 => -17 2
-14 -17 => -14 1
-14 -17 => -22 1
-12 => -14 6
-12 => -17 6
-12 -17 => -16 3
-12 -17 => -15 3
-22 => -24 5
-22 => -17 5
-22 => -19 3
-22 => -25 1
-22 -17 => -14 2
-22 -17 => -22 2
-22 -17 => -24 1
-13 => -17 8
-13 -17 => -19 4
-13 -17 => -13 4
-24 => -20 4
-24 => -14 5
-24 => -16 4
-24 => -17 1
-24 -17 => -14 1
-20 => -17 8
-20 => -24 4
-20 -17 => -13 4
-20 -17 => -20 4
-15 => -10 6
-15 => -17 7
-15 -17 => -24 3
-15 -17 => -20 4
-16 => -15 6
-16 => -22 4
-17 -16 => -15 6
-24 -16 => -22 4
-14 -15 => -17 4
-16 -15 => -10 6
-10 => -8 6
-10 => -12 6
-15 -10 => -8 6
-8 => -10 6
-8 -10 => -12 6
-10 -12 => -14 6
-14 -12 => -17 6
-17 -14 => -22 2
-17 -14 => -21 1
-17 -14 => -17 1
-24 -14 => -17 1
-24 -14 => -15 4
-12 -14 => -12 6
-17 -24 => -20 3
-17 -24 => -17 1
-22 -24 => -16 4
-22 -24 => -14 1
-20 -24 => -14 4
-22 -19 => -17 3
-19 -22 => -24 4
-14 -22 => -19 2
-16 -22 => -17 4
-25 => -29 1
-29 => -24 1
-21 => -22 1
