-18|-15 -9|-18.-15 0.2222222222222222
-18|-15 -19| 0.16666666666666666
-18|-15 -15|-12.-18 0.2222222222222222
-18|-15 -15|-9 0.2222222222222222
-18|-15 -15| 0.16666666666666666
-9|-18.-15 -24|-9 1.0
-19| -18| 0.02217841301133528
-19| -15|-22 0.4731394775751527
-19| -9|-19 0.4731394775751527
-19| -15| 0.031542631838359286
-15|-9 -9|-12 1.0
-24|-9 -9|-24 1.0
-18| -12|-18 0.35966602440592726
-18| -14|-18 0.2517662170841491
-18| -24|-18 0.33718689788055684
-18| -9|-24 0.0513808606293668
-9|-19 -18|-9.-19 1.0
-9| -24|-9 0.1565445148143063
-9| -14|-9 0.1565445148143063
-9| -15|-9 0.1565445148143063
-9| -12|-9 0.07827225740715316
-9| -22| 0.003403141626400686
-9| -18| 0.07093423327523254
-9| -14| 0.03261344058626163
-9| -18|-22 0.052181504938049926
-9| -14|-18 0.04696335444429189
-9| -14|-18.-14 0.1565445148143063
-9| -18|-14 0.08945400846538498
-12|-9 -15| 0.38888888888897527
-12|-9 -9|-12 0.38888888888897527
-12|-9 -9|-24 0.22222222222204938
-22| -18| 0.029663810151621284
-22| -18|-22 0.21094264996687376
-22| -18|-9.-19 0.12656558998025083
-22| -15|-22 0.632827949901254
-14| -18|-14 1.0
-14|-18 -18|-24 0.18181818181818182
-14|-18 -18|-9.-19 0.18181818181818182
-14|-18 -18|-14 0.6363636363636362
-18|-14 -14|-18.-14 1.0
-9|-24 -24| 1.0
-12|-18 -18|-24 0.16666666666666669
-12|-18 -15|-12.-18 0.8333333333333334
-24|-18 -18|-24 0.6097560975609756
-24|-18 -18|-9.-19 0.39024390243902435
-24|-14 -12|-24 0.2941176470587405
-24|-14 -9|-24 0.05882352941188927
-24|-14 -14|-15 0.3529411764706298
-24|-14 -14| 0.2941176470587405
-12|-24 -24|-18 0.030303030303030304
-12|-24 -24| 0.48484848484848486
-12|-24 -15|-12.-24 0.48484848484848486
-14|-15 -15|-12.-15 0.5
-14|-15 -15| 0.5
-15|-12.-24 -12|-15 1.0
-12|-15 -15|-12.-15 0.5
-12|-15 -15| 0.5
-18|-24 -24| 1.0
-12| -9|-12 0.5087719298246417
-12| -15| 0.49122807017535824
