-22 => -29 20
-22 => -20 6
-22 => -27 4
-22 => -34 3
-22 => -31 1
-25 => -24 18
-25 => -22 7
-25 -22 => -29 7
-29 => -24 13
-29 => -25 20
-29 => -27 9
-29 => -22 6
-29 -22 => -34 3
-29 -22 => -29 3
-25 -24 => -29 11
-25 -24 => -22 7
-25 -24 -22 => -20 6
-25 -24 -22 => -29 1
-31 => -24 13
-31 => -29 2
-31 => -22 2
-31 => -27 1
-31 -24 => -31 8
-31 -24 => -29 1
-31 -24 => -32 3
-31 -24 => -22 1
-31 -24 -22 => -27 1
-31 -22 => -27 2
-25 -22 -29 => -27 6
-25 -22 -29 => -24 1
-27 => -25 5
-27 => -24 4
-27 => -22 4
-27 => -30 1
-27 => -29 1
-27 -22 => -29 4
-27 -22 -29 => -22 3
-27 -22 -29 => -25 1
-17 => -29 2
-17 -29 => -25 2
-30 => -29 3
-30 => -27 1
-30 -29 => -22 3
-24 => -29 20
-24 => -22 14
-24 => -32 3
-24 => -31 8
-24 => -17 2
-24 -29 => -24 9
-24 -29 => -25 11
-31 -29 => -24 2
-27 -25 => -24 5
-27 -25 -24 => -29 5
-27 -24 => -29 4
-29 -24 => -29 4
-29 -24 => -22 6
-29 -24 => -17 2
-31 -29 -24 => -17 2
-22 -29 => -27 9
-22 -29 => -25 6
-22 -29 => -22 3
-22 -29 => -24 2
-22 -29 -25 => -22 6
-30 -27 => -29 1
-29 -27 => -25 5
-29 -27 => -24 4
-31 -27 => -30 1
-22 -27 => -22 4
-20 => -31 6
-22 -31 => -27 1
-24 -31 => -29 2
-24 -31 => -24 4
-24 -31 => -22 2
-24 -31 -24 => -29 1
-24 -31 -24 => -31 2
-24 -31 -24 => -22 1
-24 -31 -24 -31 => -22 2
-32 => -31 3
-34 => -30 3
