4| 9| 0.27272727272732233
4| 5| 0.27272727272732233
4| 0| 0.27272727272732233
4| 8| 0.18181818181803308
9| 3| 0.2666666666666133
9| 10| 0.2666666666666133
9| 8| 0.2666666666666133
9| 7| 0.20000000000015997
5| 6| 1.0
0| 2| 1.0
3| 7| 0.4285714285716735
3| 8| 0.5714285714283266
10| 3| 0.3333333333333333
10| 12| 0.3333333333333333
10| 8| 0.3333333333333333
7| 6| 0.6666666666666666
7| 8| 0.3333333333333333
6| -10| 1.0
11| 10| 1.0
-3| -5| 0.7272727272728264
-3| 7| 0.27272727272717356
-5| -7| 1.0
-7| -6| 0.6666666666666666
-7| -10| 0.3333333333333333
-2| 0| 0.5
-2| -1| 0.5
2| 7| 0.2857142857141633
2| -1| 0.2857142857141633
2| 6| 0.4285714285716735
