0 => 12 14
0 => 7 6
12 => 0 15
12 => 9 2
12 => 14 9
12 => 11 12
12 => 21 6
12 => 19 2
14 => 11 4
14 => 16 8
14 => 12 10
14 => 17 2
14 12 => 11 10
21 => 12 8
21 => 19 2
21 12 => 21 6
21 12 => 19 2
11 => 7 4
11 => 12 11
11 => 14 2
11 => 9 10
11 12 => 14 9
11 12 => 9 2
16 => 12 2
16 => 14 7
16 => 18 3
16 12 => 11 2
0 12 => 0 14
7 => 9 12
7 => 5 8
7 => 6 4
7 => 11 1
7 => 19 12
7 => 14 2
7 => 17 2
11 7 => 9 2
11 7 => 6 2
6 => 7 6
6 7 => 5 2
6 7 => 9 4
19 => 7 16
19 => 21 2
19 => 17 2
19 7 => 14 2
19 7 => 19 12
19 7 => 17 2
9 => 7 8
9 => 11 10
9 => 6 2
9 => 19 2
9 => 14 2
9 7 => 5 6
9 7 => 6 2
0 7 => 9 6
2 => 4 4
2 => 12 1
2 => 7 1
2 7 => 11 1
9 11 => 7 2
9 11 => 12 6
9 11 => 9 2
9 11 9 => 19 2
12 9 => 11 2
6 7 9 => 6 2
6 7 9 => 7 2
5 => 4 6
5 => 21 2
4 => 2 6
4 => 0 4
2 4 => 0 4
5 4 => 2 6
0 7 9 => 7 4
0 7 9 => 11 2
0 7 9 11 => 7 2
12 11 => 14 2
12 11 => 9 8
12 11 => 12 2
12 14 => 12 2
12 14 => 11 2
12 14 => 16 5
12 14 12 => 11 2
12 14 12 11 => 12 2
16 12 11 => 14 2
14 11 => 7 2
14 11 => 12 2
16 14 => 12 6
16 14 => 16 1
7 14 => 16 2
11 14 => 11 2
17 => 16 4
17 => 14 2
17 14 => 12 2
9 14 => 17 2
18 => 19 2
18 => 12 1
12 19 => 21 2
21 19 => 17 2
14 17 => 14 2
19 21 => 19 2
