-20 => -17 22
-20 => -19 6
-20 => -29 5
-20 => -15 15
-17 => -19 1
-17 => -12 31
-17 => -24 17
-17 => -22 20
-17 => -20 20
-17 => -7 5
-17 => -13 15
-17 -20 => -19 5
-17 -20 => -29 5
-17 -20 => -17 10
-21 => -20 5
-21 -20 => -15 5
-17 -24 => -12 6
-17 -24 => -20 1
-17 -24 => -17 5
-17 -24 -20 => -19 1
-24 => -20 12
-24 => -12 11
-24 => -17 10
-24 -20 => -17 11
-24 -20 => -19 1
-22 => -17 15
-22 => -25 10
-22 => -20 10
-22 -20 => -15 10
-19 => -15 1
-19 => -17 6
-19 => -22 5
-19 => -21 5
-19 => -20 5
-19 => -18 5
-19 -17 => -12 5
-19 -17 => -24 1
-18 => -17 5
-18 -17 => -12 5
-12 => -24 21
-12 => -17 31
-12 => -13 5
-12 -17 => -20 20
-12 -17 => -22 5
-12 -17 => -24 6
-17 -24 -12 => -17 6
-17 -24 -12 -17 => -24 5
-17 -24 -12 -17 => -22 1
-18 -17 -12 => -17 4
-18 -17 -12 -17 => -22 4
-25 => -22 5
-25 => -17 5
-25 => -29 5
-25 -17 => -22 5
-22 -17 => -12 5
-22 -17 => -22 10
-24 -17 => -24 5
-24 -17 => -7 5
-24 -20 -17 => -12 11
-17 -20 -17 => -24 5
-17 -20 -17 => -13 5
-10 => -8 5
-10 => -12 5
-10 => -17 10
-10 -17 => -13 10
-20 -19 => -18 5
-20 -19 => -17 1
-15 => -12 1
-15 => -19 10
-15 => -13 5
-15 -19 => -20 5
-15 -19 => -21 5
-17 -19 => -15 1
-29 => -25 5
-29 => -19 5
-29 -19 => -17 5
-19 -15 => -12 1
-21 -20 -15 => -13 5
-24 -12 => -17 11
-10 -12 => -13 5
-22 -17 -12 => -24 5
-19 -17 -12 => -24 5
-20 -17 => -12 11
-20 -17 => -13 5
-20 -17 => -24 5
-20 -17 => -19 1
-20 -17 -12 => -17 11
-13 => -10 15
-13 => -22 5
-13 => -12 5
-13 -12 => -24 5
-24 -17 -24 => -12 5
-24 -12 -17 => -24 5
-24 -12 -17 => -20 5
-24 -12 -17 => -22 1
-24 -12 -17 -24 => -17 5
-19 -17 -12 -24 => -17 5
-13 -12 -24 => -12 5
-19 -22 => -20 5
-25 -22 => -17 5
-17 -22 => -25 10
-17 -22 => -17 10
-22 -17 -22 => -25 10
-13 -22 => -20 5
-20 -29 => -25 5
-25 -29 => -19 5
-29 -25 => -22 5
-22 -25 => -29 5
-22 -25 => -17 5
-7 => -12 5
-12 -13 => -22 5
-17 -13 => -10 10
-17 -13 => -12 5
-17 -13 -10 => -17 10
-15 -13 => -10 5
-15 -13 -10 => -8 5
-8 => -10 5
-8 -10 => -12 5
