0 => 7 13
0 => 2 3
0 => -1 1
0 => 5 1
0 => 4 3
0 => 12 1
9 => 5 8
9 => 4 3
9 => 7 1
9 => 11 2
9 => 0 1
9 0 => 4 1
5 => 2 8
5 => 4 4
5 => 7 4
5 => -1 1
5 2 => -1 3
5 2 => 7 5
5 2 -1 => 0 3
5 2 -1 0 => -1 1
5 2 -1 0 => 12 1
5 2 -1 0 => 5 1
-3 => 0 2
-3 0 => 4 2
7 => 4 11
7 => 12 8
7 => 9 4
7 => 11 1
7 => -1 1
11 => 7 1
11 => 12 2
11 7 => -1 1
9 7 => 9 1
4 => 0 10
4 => 5 7
4 => -3 2
4 => 12 1
4 => 7 1
4 0 => 7 7
4 0 => 2 3
4 0 7 => 12 7
-1 => 0 8
-1 0 => 12 1
-1 0 => 7 5
-1 0 => -1 1
-1 0 => 5 1
-1 0 7 => 4 5
5 7 => 9 2
5 7 => 11 1
5 7 => 4 1
4 7 => 9 1
5 4 => 5 4
0 4 => 7 1
0 4 => 5 2
9 4 => -3 2
9 4 => 12 1
7 4 => 5 1
7 4 => 0 10
5 7 4 => 5 1
2 => -1 5
2 => 7 5
2 => 5 1
12 => 9 11
12 => 14 1
7 9 => 11 2
7 9 => 4 2
0 12 => 9 1
0 12 9 => 7 1
11 12 => 9 1
11 12 => 14 1
11 12 9 => 0 1
2 5 => -1 1
9 5 => 2 8
0 5 => 4 1
4 5 => 4 3
4 5 => 7 4
14 => 16 1
16 => 17 1
17 => 19 1
