-25 => -33 55
-25 => -22 3
-25 => -35 37
-22 => -25 6
-22 => -33 56
-22 => -35 1
-22 -25 => -33 5
-22 -25 => -35 1
-22 -25 -35 => -25 1
-22 -25 -35 -25 => -35 1
-35 => -25 38
-35 => -22 42
-35 => -33 44
-35 => -24 1
-35 -25 => -33 37
-35 -25 => -35 1
-33 => -25 50
-33 => -35 86
-33 => -22 18
-22 -33 => -35 51
-22 -33 => -25 3
-22 -33 => -22 1
-25 -33 => -25 47
-25 -33 => -22 7
-25 -33 => -35 1
-35 -25 -35 => -25 1
-35 -25 -35 -25 => -33 1
-35 -25 -35 -25 -33 => -35 1
-35 -33 => -35 34
-35 -33 => -22 10
-22 -33 -22 => -35 1
-25 -22 => -25 3
-25 -35 => -25 37
-33 -35 => -33 43
-33 -35 => -22 42
-33 -35 => -24 1
-24 => -26 1
-26 => -28 1
-28 => -30 1
-30 => -35 1
