-8| -34|-8 0.14754098360655737
-8| -6|-8 0.00819672131147541
-8| -28|-8 0.19672131147540983
-8| -31|-8 0.00819672131147541
-8| 7|-8 0.19672131147540983
-8| -36|-8 0.09836065573770492
-8| -34| 0.3442622950819672
-34|-8 -8|-34.-8 0.5
-34|-8 -8|-36 0.5
-6|-8 -8|-10 0.3333333333333333
-6|-8 -10| 0.3333333333333333
-6|-8 -5|-6 0.3333333333333333
-28|-8 -8|7 0.6
-28|-8 -34|-28.-8 0.2
-28|-8 -31|-28.-8 0.2
-31|-8 -32|-31.-8 0.08333333333333333
-31|-8 -34|-31 0.25
-31|-8 -8|-34.-8 0.3333333333333333
-31|-8 -8|-34.-8.-31 0.3333333333333333
7|-8 -28|7.-8 0.5
7|-8 -8|-34.-28 0.5
-36|-8 -31|-36 0.42857142857142855
-36|-8 -34|-36 0.07142857142857142
-36|-8 -8|-34.-8 0.5
-34| -44| 0.017543859649122806
-34| -5|-34 0.42105263157894735
-34| 7|-34 0.21052631578947367
-34| -31|-34 0.07017543859649122
-34| -32|-34 0.19298245614035087
-34| -37|-34 0.03508771929824561
-34| -36|-34 0.03508771929824561
-34| -28|-34 0.017543859649122806
-8|-36 -36|-34 1.0
-8|-10 -10|-5.-6 1.0
-10| -8|-10 0.02127659574468085
-10| -34|-10 0.2978723404255319
-10| -32|-10 0.02127659574468085
-10| -6| 0.02127659574468085
-10| -5| 0.0425531914893617
-10| -37| 0.2978723404255319
-10| -37|-32 0.2978723404255319
-5|-6 -10|-5.-6 1.0
-8|7 7|-28.-31 1.0
-34|-28.-8 7|-34.-28.-8 1.0
-31|-28.-8 -28|-8.7.-34 1.0
-34|-31 -6|-34.-31 0.75
-34|-31 -31|-34.-31 0.25
-28|7.-8 -31|-28.7.-8 1.0
-8|-34.-28 -34|-28.-8 1.0
-31|-36 -34|-31.-36 0.75
-31|-36 -32|-31.-36 0.25
-34|-36 -6|-34.-36 0.16666666666666666
-34|-36 -32|-34.-36 0.16666666666666666
-34|-36 -31|-34 0.3333333333333333
-34|-36 -36|-31.-34 0.3333333333333333
-28| -34|-28 0.18461538461538463
-28| 7|-28 0.36923076923076925
-28| -32|-28 0.16923076923076924
-28| -31|-28 0.27692307692307694
-34|-28 -6| 0.25
-34|-28 -8|-34.-28 0.125
-34|-28 -28|-34.-28 0.125
-34|-28 7|-34 0.375
-34|-28 -5|-34 0.125
7|-28 19| 0.06289308176100629
7|-28 -28|7.-28 0.1509433962264151
7|-28 -31|7 0.1509433962264151
7|-28 -8|7 0.3018867924528302
7|-28 -5|7 0.24528301886792453
7|-28 -34|7 0.0880503144654088
-32|-28 -28|-6 0.15584415584415584
-32|-28 -28|-32.-28 0.03896103896103896
-32|-28 7|-32 0.2857142857142857
-32|-28 -44|-32 0.025974025974025976
-32|-28 -28|-34 0.012987012987012988
-32|-28 -28|7 0.15584415584415584
-32|-28 -28|7.-31 0.15584415584415584
-32|-28 -28|-34.-5 0.012987012987012988
-32|-28 -28|-6.-34.-28.7.-32 0.15584415584415584
-31|-28 -44|-31.-28 0.16666666666666666
-31|-28 -28|-31 0.2777777777777778
-31|-28 7|-31 0.2222222222222222
-31|-28 -28|7 0.3333333333333333
-6| -5|-6 0.005025125628140704
-6| -34|-6 0.005025125628140704
-6| -31|-6 0.04522613065326633
-6| -28|-6 0.18090452261306533
-6| -32|-6 0.020100502512562814
-6| -34| 0.32160804020100503
-6| -34|-28.7 0.24120603015075376
-6| -34|-28.7.-34 0.18090452261306533
-28|-34.-28 7|-28.-34.-28 0.3333333333333333
-28|-34.-28 -34|-28.7 0.3333333333333333
-28|-34.-28 -34|-28.7.-28 0.3333333333333333
7|-34 -28|7.-34 0.5
7|-34 -8|7.-34 0.3333333333333333
7|-34 -5|7.-34 0.16666666666666666
-5|-34 -34|-5.-34 0.04
-5|-34 -34|-28.-5 0.96
19| -34|19 0.47619047619047616
19| 7|-28.-32 0.42857142857142855
19| 7|-28.-44 0.047619047619047616
19| 7|-28.-44.-32 0.047619047619047616
-28|7.-28 -34|-28.7.-28 0.3333333333333333
-28|7.-28 -31|-28.7.-28 0.3333333333333333
-28|7.-28 7|-28.-44 0.3333333333333333
-31|7 7|-28.-34 1.0
-5|7 -34|-5.7 0.102803738317757
-5|7 -28|-5 0.45794392523364486
-5|7 -32|-5 0.102803738317757
-5|7 7|-28.-31 0.3364485981308411
-34|7 -28|-34 0.35
-34|7 7|-28.-32 0.05
-34|7 7|-28.-44 0.3
-34|7 7|-28.-44.-31.-28.-5 0.3
-28|-6 -31|-28.-6 1.0
-28|-32.-28 7|-28.-32.-28 1.0
7|-32 -5|7.-32 0.28125
7|-32 -28|7.-32 0.375
7|-32 -32|-34 0.34375
-44|-32 -32|-5 0.43333333333333335
-44|-32 -28|-44.-32 0.03333333333333333
-44|-32 -32|-44 0.4666666666666667
-44|-32 -32|-28.-32 0.03333333333333333
-44|-32 -32|-28.-5 0.03333333333333333
-28|-34 -34|19 0.29411764705882354
-28|-34 7|-28.-34 0.7058823529411765
-28|7 -34|-28.7 1.0
-28|7.-31 -34|-28.7.-31 1.0
-44|-31.-28 -31|-28.7.-5 1.0
-28|-31 -31|7 0.2
-28|-31 7|-28.-31 0.3
-28|-31 -31|-28.-6 0.3
-28|-31 -31|-28.7.-28 0.2
7|-31 -28|7.-31 0.42857142857142855
7|-31 -31|-28.-8 0.2857142857142857
7|-31 -31|-28.7.-8 0.2857142857142857
-31| -1| 0.018433179723502304
-31| -3| 0.009216589861751152
-31| -8|-31 0.018433179723502304
-31| -34|-31 0.055299539170506916
-31| -5|-31 0.013824884792626729
-31| 7|-31 0.22119815668202766
-31| -10|-31 0.013824884792626729
-31| -32|-31 0.041474654377880185
-31| -44|-31 0.16589861751152074
-31| -36|-31 0.055299539170506916
-31| -28|-31 0.3870967741935484
-1| -34|-1 0.3333333333333333
-1| -31|-34 0.3333333333333333
-1| -31|-34.-31 0.3333333333333333
-3| -32| 0.16666666666666666
-3| -34|-3 0.3333333333333333
-3| -31|-34 0.16666666666666666
-3| -32|-44 0.16666666666666666
-3| -31|-34.-31 0.16666666666666666
-8|-31 -34|-8.-31 0.3333333333333333
-8|-31 -31|-34 0.3333333333333333
-8|-31 -31|-34.-10 0.3333333333333333
-5|-31 -34|-5 0.5
-5|-31 -31|-6 0.5
-10|-31 -34|-10.-31 0.5
-10|-31 -31|-5 0.5
-32|-31 -31|-6 0.4090909090909091
-32|-31 -5|-32 0.4090909090909091
-32|-31 -34|-32 0.13636363636363635
-32|-31 -6|-32 0.045454545454545456
-44|-31 -32|-44.-31 0.2
-44|-31 -28|-44 0.8
-36|-31 -31|-37 0.375
-36|-31 0| 0.125
-36|-31 -8|-36 0.375
-36|-31 -34|-36 0.0625
-36|-31 -32|-36 0.0625
-31|-34 -34|-1 0.13333333333333333
-31|-34 -34|-31.-34 0.4666666666666667
-31|-34 -36|-31.-34 0.13333333333333333
-31|-34 -34|0 0.13333333333333333
-31|-34 -34|-3 0.13333333333333333
-31|-34.-31 -34|-31.-34 0.6363636363636364
-31|-34.-31 -36|-31.-34 0.36363636363636365
-32| -6|-32 0.012195121951219513
-32| -34|-32 0.036585365853658534
-32| -5|-32 0.17073170731707318
-32| 7|-32 0.25609756097560976
-32| -28|-32 0.17073170731707318
-32| -10|-32 0.012195121951219513
-32| -37|-32 0.17073170731707318
-32| -44|-32 0.17073170731707318
-34|-8.-31 -8|-34.-8.-31 1.0
-31|-34.-10 -34|-10.-31 1.0
-6|-34.-31 -34|-31.-36 1.0
-34|-5 -44| 0.037037037037037035
-34|-5 -5|-34.-5 0.4444444444444444
-34|-5 -28|-34.-5 0.037037037037037035
-34|-5 -32|-34 0.48148148148148145
-31|-6 -6|-34.-31 1.0
-31|-5 -5|-34 0.36363636363636365
-31|-5 -44|-31.-5 0.2727272727272727
-31|-5 -5|-34.-5 0.36363636363636365
-5|-32 -34|-5 0.7368421052631579
-5|-32 -32|-5 0.10526315789473684
-5|-32 -32|-34 0.15789473684210525
-34|-32 -6|-34.-32 0.42857142857142855
-34|-32 -32|-34.-32 0.14285714285714285
-34|-32 -32|-31.-36 0.42857142857142855
-6|-32 -32|-31.-8 1.0
-28|-44 7|-28.-44 0.25
-28|-44 -44|-31.-28 0.75
0| -34|0 0.5
0| -36|-31.-34 0.5
-32|-36 -34|-32 0.25
-32|-36 -10|-32 0.25
-32|-36 -36|-31.-34 0.5
-31|-28.7.-28 -28|7.-28.-34 1.0
-34|-10 -31|-34.-10 0.2222222222222222
-34|-10 -37|-34 0.7777777777777778
-32|-10 -10|-32 0.5
-32|-10 -34|-32 0.5
-5| -34|-5 0.1368421052631579
-5| -28|-5 0.37894736842105264
-5| 7|-5 0.25263157894736843
-5| -31|-5 0.09473684210526316
-5| -32|-5 0.1368421052631579
-37| -34|-37 0.14285714285714285
-37| -31|-37 0.8571428571428571
-37|-32 -32|-44 0.5
-37|-32 -32|-34 0.041666666666666664
-37|-32 -32|-5 0.041666666666666664
-37|-32 -32|-44.-31 0.375
-37|-32 -32|-34.-36 0.041666666666666664
-37|-34 -34|-37 0.14285714285714285
-37|-34 -31|-37 0.8571428571428571
7| 19| 0.036101083032490974
7| -8|7 0.259927797833935
7| -5|7 0.17689530685920576
7| -34|7 0.05054151624548736
7| -31|7 0.08664259927797834
7| -28|7 0.3898916967509025
7|-28.-32 -5|7.-28.-32 1.0
-34|-5.7 -28|-34.-5 0.25
-34|-5.7 -5|7.-28.-32 0.75
-28|-5 -34|-28.-5 0.48
-28|-5 -31|-28.-5 0.48
-28|-5 -32|-28.-5 0.04
-32|-5 -28|-32.-5 0.08333333333333333
-32|-5 -5|7.-32 0.9166666666666666
7|-28.-34 -28|7.-28.-34 1.0
-34|-28.7 7|-34.-28.7 1.0
-36| 0| 0.13793103448275862
-36| -8|-36 0.4827586206896552
-36| -34|-36 0.034482758620689655
-36| -31|-36 0.3103448275862069
-36| -32|-36 0.034482758620689655
-36|-34 -34|-37 1.0
-34|-6 -32|-34 0.5
-34|-6 -6|-34.-36 0.5
-32|-6 -6|-32 0.125
-32|-6 -5|-32 0.5
-32|-6 -6|-34.-32 0.375
-32|-34 -34|-5.7 1.0
-28|-32 7|-28.-32 0.42857142857142855
-28|-32 -32|-28.-32 0.047619047619047616
-28|-32 -32|-44 0.42857142857142855
-28|-32 -32|-34 0.047619047619047616
-28|-32 -32|-34.-32 0.047619047619047616
-5|7.-32 -28|-5.7.-32 0.1
-5|7.-32 -34|-5.7 0.9
-28|7.-32 -34|-28.7.-32 1.0
-32|-28.-32 -28|-32.-5 1.0
-28|-44.-32 7|-28.-44.-32 1.0
-32|-28.-5 -28|-5.7.-32 1.0
7|-5 -5|-34 0.5
7|-5 -28|7.-5 0.5
-44| -32|-44 0.19148936170212766
-44| -28|-44 0.7872340425531915
-44| -34|-5.-34 0.02127659574468085
-5|-34.-5 -34|-5.-34 1.0
-34|-28.-5 7|-34.-28.-5 1.0
-31|-28.-5 -44|-31.-28.-5 0.5
-31|-28.-5 -28|-5.7.-34 0.5
-28|7.-5 -31|-28.7.-5 1.0
-44|-31.-5 -32|-44.-31 1.0
-28|7.-34 -34|-28.7.-34 0.5
-28|7.-34 7|-34.-28.7 0.5
-8|7.-34 -28|-8.7.-34 0.5
-8|7.-34 7|-34.-28.-8 0.5
-5|7.-34 -28|-5.7.-34 0.5
-5|7.-34 7|-34.-28.-5 0.5
-34|-28.7.-32 -6|-34.-28.7.-32 1.0
-5|7.-28.-32 7|-28.-32.-28 1.0
-44|-31.-28.-5 -28|-44.-31.-28.-5 1.0
-34|-28.7.-31 7|-34.-28.7 1.0
-28|7.-28.-34 7|-28.-34.-28 1.0
-6|-34.-28.7.-32 -28|-6.-34.-28.7.-32 1.0
-28|-44.-31.-28.-5 7|-28.-44.-31.-28.-5 1.0
