-8 => -5 13
-8 => -12 7
-7 => -5 3
-7 => -3 7
-7 => -8 7
-7 => -1 12
-7 -8 => -12 7
-5 => -10 1
-5 => -12 7
-5 => -17 3
-5 => -7 1
-5 => 0 6
-1 => -10 6
-1 => -8 6
-1 -8 => -5 6
-1 -8 -5 => 0 6
-3 => -5 1
-3 => 0 6
-3 -5 => -7 1
-10 => -7 13
-10 => -5 1
-10 => -12 6
-10 => -17 6
-10 -5 => -17 1
-7 -5 => -12 3
-1 -10 => -7 6
-17 => -10 7
-17 => -7 2
-17 => -12 24
-17 => -24 6
-17 -10 => -12 6
-17 -10 => -5 1
-24 => -10 6
-24 -10 => -7 6
-12 => -8 6
-12 => -7 1
-12 => -17 18
-12 => -22 12
-12 => -10 6
-12 -10 => -17 6
-17 -7 => -5 2
-5 -10 => -7 1
-5 -10 -7 => -5 1
-10 -7 => -1 12
-10 -7 => -5 1
-5 -7 => -8 1
-12 -7 => -3 1
0 => -7 12
0 -7 => -3 6
0 -7 => -8 6
-8 -12 => -17 6
-5 -12 => -8 6
-5 -12 => -7 1
-10 -12 => -10 6
-17 -12 => -22 12
-17 -12 => -17 12
-5 -17 => -7 2
-5 -17 => -10 1
-22 => -17 12
-22 -17 => -12 6
-22 -17 => -10 6
-22 -17 -12 => -17 6
-22 -17 -12 -17 => -24 6
