-24| -29| 0.52
-24| -22| 0.48
-29| -24|-22 0.5
-29| -24|-29 0.5
-22| -24|-29 0.4166666666666667
-22| -24|-22 0.4166666666666667
-22| -18| 0.16666666666666669
-24|-22 -22|-18 1.0
-22|-18 -18| 1.0
