-12 => 128 20
-12 => -10 4
-12 => -8 2
-9 => 128 8
-9 => -12 2
-9 => -10 6
-9 => -7 4
-9 -12 => -10 2
128 => -12 20
128 => -9 10
128 => -13 4
128 => -14 8
128 => -16 6
128 => -17 4
128 => -8 6
128 => -7 6
128 => -10 10
128 => -5 4
128 => -1 2
128 => -15 4
128 -12 => 128 16
128 -12 => -10 2
128 -12 => -8 1
128 -12 128 => -10 2
128 -12 128 => -1 2
128 -12 128 => -12 2
128 -12 128 => -14 4
128 -12 128 => -8 4
128 -12 128 => -13 2
128 -12 128 -12 => -10 2
-5 => -7 4
-5 => 128 6
-5 128 => -8 2
-5 128 => -12 2
-5 128 => -9 2
-5 128 -12 => -8 1
-10 => -9 2
-10 => 128 12
-10 => -12 4
-10 => -14 2
-10 128 => -14 2
-10 128 => -5 2
-10 128 => -12 6
-10 128 => -9 2
-12 128 => -8 4
-12 128 => -13 2
-12 128 => -14 4
-12 128 => -12 4
-12 128 => -10 2
-12 128 => -1 2
-12 128 => -7 2
-12 128 -10 => 128 2
-12 128 -10 128 => -14 2
-14 => -15 2
-14 => -9 2
-14 => 128 6
-14 128 => -10 2
-14 128 => -15 4
-14 128 -10 => 128 2
-14 128 -10 128 => -9 2
-8 => -7 2
-8 => 128 6
-8 128 => -12 4
-8 128 => -7 2
-10 -9 => 128 2
-10 -9 128 => -9 2
-9 128 => -10 4
-9 128 => -9 2
-9 128 => -7 2
-15 => 128 6
-15 128 => -13 2
-15 128 => -16 4
-1 => 128 2
-1 128 => -12 2
-13 => 128 4
-13 128 => -12 2
-13 128 => -14 2
-17 => 128 4
-17 => -5 2
-17 128 => -16 2
-17 128 => -9 2
-16 => -17 2
-16 => -19 2
-16 => 128 2
-16 128 => -17 2
-7 => -9 6
-7 => -5 4
-7 => 128 6
-7 128 => -9 2
-7 128 => -5 2
-7 128 => -10 2
-19 => 128 2
-19 128 => -17 2
-8 128 -12 => 128 4
-8 128 -12 128 => -8 4
-10 128 -12 => 128 6
-10 128 -12 128 => -10 2
-10 128 -12 128 => -1 2
-10 128 -12 128 => -13 2
-10 -12 => 128 3
-10 -12 => -8 1
-10 -12 128 => -7 2
-10 -12 128 => -12 1
-9 -10 => -12 4
-9 -10 => -14 2
128 -10 => 128 10
-12 -10 => -9 2
-12 -10 => 128 2
-9 128 -9 => -12 2
-10 128 -9 => -7 2
-7 -9 => -10 6
-14 -9 => -7 2
-13 128 -14 => -15 2
-10 -14 => -9 2
-17 -5 => -7 2
-5 -7 => -9 4
-8 128 -7 => -5 2
-8 -7 => -5 2
-12 -8 => -7 2
