-7|-10 -10|-7 0.3333333333333333
-7|-10 -10|-12 0.3333333333333333
-7|-10 -10| 0.3333333333333333
-10|-7 -8|-10 0.5
-10|-7 -7| 0.5
-10| -5|-10 1.0
-8|-10 -10| 1.0
-7| -5| 1.0
-14| -7|-14 0.449438202247191
-14| -5|-7.-5 0.3932584269662921
-14| -5| 0.15730337078651685
-7|-14 -5|-7.-14 1.0
-5|-7.-5 -7|-5 1.0
-7|-8 -8|-7 0.3333333333333333
-7|-8 -8|-10 0.3333333333333333
-7|-8 -8| 0.3333333333333333
-8|-7 -12| 0.19999999999976
-8|-7 -10| 0.40000000000012004
-8|-7 -7| 0.40000000000012004
-8| -12| 0.25
-8| -10| 0.75
-12| -10| 0.05263157894740832
-12| -10|-12 0.9473684210525917
-3| -7| 0.13333333333333333
-3| -5|-3 0.16666666666666666
-3| -2| 0.6666666666666666
-3| -5| 0.03333333333333333
-5|-3 -2| 0.6666666666666666
-5|-3 -7|-5 0.3333333333333333
-2| -5| 0.13793103448275862
-2| -5|-10 0.6896551724137931
-2| -12| 0.1724137931034483
-7|-5 -5| 0.5
-7|-5 -5|-7.-14 0.5
