21 => 19 2
21 => 12 2
21 => 128 10
21 => 20 1
21 => 14 2
24 => 22 1
24 => 21 1
24 21 => 14 1
14 => 12 1
14 => 128 8
14 => 16 5
14 => 17 4
14 => 15 1
14 => 13 2
14 128 => 17 3
14 128 => 21 2
14 128 => 14 2
14 128 => 24 1
14 128 21 => 14 1
14 128 21 => 20 1
17 => 16 8
17 => 128 10
17 => 18 1
17 => 14 1
17 => 19 2
17 => 20 3
17 => 15 1
17 => 10 2
17 128 => 14 2
17 128 => 21 1
17 128 => 8 1
17 128 => 19 2
17 128 => 17 1
17 128 => 7 1
17 128 => 20 1
17 128 => 10 1
17 128 21 => 19 1
12 => 7 1
12 => 21 2
12 => 19 2
12 => 128 4
12 => 15 3
12 => 14 1
12 => 9 1
12 => 11 1
12 21 => 12 2
19 => 128 4
19 => 21 4
19 => 17 8
19 => 20 1
19 => 18 2
12 19 => 21 2
15 => 16 1
15 => 14 2
15 => 128 6
15 => 12 1
15 128 => 12 1
15 128 => 22 1
15 128 => 17 1
15 128 => 16 1
15 128 => 8 1
15 128 => 19 1
15 128 19 => 18 1
128 => 14 9
128 => 12 7
128 => 22 3
128 => 19 11
128 => 20 4
128 => 15 2
128 => 8 3
128 => 16 3
128 => 17 10
128 => 10 2
128 => 13 2
128 => 7 1
128 => 3 1
128 => 21 4
128 => 9 1
128 => 24 1
128 17 => 19 2
128 17 => 15 1
128 17 => 10 2
128 17 => 128 3
128 17 => 16 2
128 17 128 => 8 1
128 17 128 => 19 1
128 17 128 => 17 1
128 17 128 19 => 20 1
16 => 14 2
16 => 19 1
16 => 128 8
16 => 17 3
16 => 15 3
16 19 => 21 1
19 128 => 12 1
19 128 => 17 1
19 128 => 14 1
19 128 => 9 1
16 14 => 128 2
16 14 128 => 14 2
20 => 21 3
20 => 22 2
20 => 19 2
20 => 128 3
20 128 => 20 1
20 128 => 19 2
19 21 => 128 4
19 21 128 => 21 1
19 21 128 => 12 2
19 21 128 => 20 1
21 128 => 20 1
21 128 => 12 2
21 128 => 19 3
21 128 => 14 1
21 128 => 15 1
21 128 => 17 1
21 128 => 21 1
20 21 => 128 2
20 21 128 => 15 1
20 21 128 => 17 1
22 => 21 3
22 => 24 1
22 => 20 1
22 => 128 1
22 128 => 10 1
16 128 => 17 2
16 128 => 19 3
16 128 => 14 2
16 128 => 8 1
5 => 128 1
5 => 4 1
5 128 => 3 1
12 128 => 17 1
12 128 => 22 2
12 128 => 16 1
10 => 128 2
10 => 9 2
10 => 14 2
10 128 => 13 1
10 128 => 12 1
1 => 128 1
1 128 => 14 1
16 17 => 18 1
16 17 => 128 1
16 17 128 => 21 1
19 17 => 16 5
19 17 => 128 2
19 17 => 20 1
19 17 128 => 20 1
19 17 128 => 10 1
21 14 => 128 2
17 14 => 15 1
15 14 => 17 1
15 14 => 13 1
19 128 14 => 12 1
13 => 17 1
13 => 12 1
13 => 14 2
13 14 => 16 1
13 14 => 13 1
10 14 => 17 2
9 => 3 1
9 => 7 1
9 => 12 2
9 => 14 1
9 => 8 1
9 14 => 16 1
21 12 => 19 2
9 12 => 128 1
9 12 => 9 1
13 12 => 11 1
8 => 9 2
8 => 12 1
8 => 7 1
8 12 => 15 1
14 12 => 7 1
21 128 12 => 128 2
10 128 12 => 14 1
7 => 6 2
7 => 10 1
7 => 5 1
20 22 => 24 1
20 22 => 128 1
24 22 => 20 1
14 17 => 14 1
14 17 => 20 2
14 17 => 128 1
128 19 => 17 6
128 19 => 18 2
128 19 => 128 1
128 19 => 20 1
128 19 17 => 16 5
128 19 17 => 20 1
16 128 17 => 19 2
15 128 17 => 15 1
14 128 17 => 10 2
14 128 17 => 16 1
128 17 16 => 15 2
14 128 14 => 16 1
14 128 14 16 => 19 1
128 16 => 128 3
21 20 => 19 1
17 20 => 21 2
22 20 => 19 1
19 20 => 22 1
128 20 => 128 3
128 20 => 21 1
21 128 15 => 16 1
12 9 => 14 1
10 9 => 8 1
10 9 => 7 1
3 => 4 1
3 => 1 1
3 => 2 1
18 => 17 3
17 10 => 14 2
11 => 10 1
6 => 5 1
4 => 3 1
2 => 1 1
