4 => 2 16
4 => 7 4
5 => 4 4
5 => 3 6
5 => 2 2
5 4 => 7 4
2 => 4 8
2 => 0 14
2 => 3 4
2 => 128 2
3 => 5 4
3 => 2 4
3 => 7 2
3 2 => 128 2
3 2 => 3 2
2 4 => 2 8
2 4 2 => 0 8
7 => 4 7
7 => 5 8
7 => -1 4
7 => 128 3
7 4 => 2 7
7 4 2 => 4 7
-1 => 2 4
-1 2 => 0 4
12 => 128 8
12 => 11 4
12 => 2 2
12 => 8 2
12 2 => 3 2
0 => 12 8
0 => 128 4
-1 2 0 => 128 3
0 12 => 128 8
11 => 9 4
11 => 128 2
11 => 12 2
11 12 => 8 2
128 => 7 10
128 => 12 6
128 => 8 4
128 => 11 4
128 => 9 2
128 12 => 11 4
128 12 => 2 2
9 => 7 4
9 => 128 2
9 128 => 11 2
8 => 128 4
8 => 7 2
8 128 => 11 2
8 128 => 9 2
11 128 => 12 2
12 128 => 12 4
12 128 => 7 4
7 128 => 8 3
2 128 => 7 2
0 128 => 7 4
9 7 => 5 4
8 7 => 5 2
3 7 => 5 2
128 7 => 4 7
128 7 => 128 3
4 7 => -1 4
12 11 => 9 4
128 11 => 12 2
128 11 => 128 2
128 9 => 128 2
3 5 => 3 4
9 7 5 => 4 4
3 7 5 => 2 2
12 8 => 7 2
5 3 => 2 4
5 3 => 7 2
2 3 => 5 4
