0 => -5 12
0 => 4 5
0 => 2 10
0 => -3 1
0 => 5 1
0 => 128 2
4 => 0 6
4 => 2 8
4 => 5 11
4 => 7 2
4 => 128 1
4 0 => -3 1
4 0 => 2 1
4 0 => -5 4
-5 => 4 1
-5 => 2 4
-5 => 0 6
-5 => -8 6
-5 => 128 1
-5 0 => 2 3
-5 0 => -5 1
-5 0 => 4 1
-5 0 => 128 1
-5 0 2 => 0 1
-5 0 2 => 4 2
-5 0 2 0 => 5 1
-1 => 0 1
-1 0 => 4 1
-8 => -5 2
-8 => 0 1
-8 => 4 1
-8 => 2 1
-8 -5 => 128 1
-8 -5 => 0 1
0 4 => 5 4
0 4 => 0 1
5 => 2 3
5 => 4 10
5 => 128 1
5 2 => 4 2
5 2 => 0 1
5 2 4 => 128 1
5 2 4 => 5 1
4 2 => 4 4
4 2 => 5 1
4 2 => 0 3
4 2 4 => 2 4
-8 4 => 0 1
7 => 4 1
7 => 2 1
7 4 => 0 1
-5 4 => 0 1
2 => 4 10
2 => 5 2
2 => 0 14
2 => 128 2
2 => -5 2
-8 2 => -5 1
0 -5 => 4 1
0 -5 => 2 3
0 -5 => 0 3
0 -5 => -8 5
0 -5 2 => 5 1
0 -5 2 => 128 1
0 -5 2 => 4 1
128 => -5 1
128 => 2 3
128 => 0 2
128 => -1 1
128 2 => -5 1
128 2 => 0 2
7 2 => 128 1
0 5 => 128 1
-3 => -5 1
