-5| -7| 0.4166666666666667
-5| -4| 0.16666666666666666
-5| -3| 0.25
-5| -2| 0.16666666666666666
-7| -9| 0.46153846153846156
-7| -2| 0.07692307692307693
-7| -12| 0.07692307692307693
-7| -3| 0.07692307692307693
-7| -5|-4 0.3076923076923077
-4| -5|-4 0.4444444444444444
-4| -7|-4 0.1111111111111111
-4| -2|-4 0.1111111111111111
-4| -12| 0.1111111111111111
-4| -2| 0.2222222222222222
-3| -2| 1.0
-2| 0| 0.3333333333333333
-2| -5|-9 0.3333333333333333
-2| -7|-4 0.3333333333333333
-9| -10| 0.3333333333333333
-9| -12| 0.3333333333333333
-9| -5|-9 0.3333333333333333
-7|-4 -4|0 1.0
-2|-4 0| 1.0
0| -4|0 1.0
-10| -12| 1.0
