128 => -22 109
128 => -17 82
128 => -24 12
128 => -26 40
128 => -21 16
-26 => 128 32
-26 => -21 8
-26 128 => -26 32
-22 => 128 113
-22 => -24 56
-22 128 => -22 100
-22 128 => -17 5
-22 128 => -26 8
-24 => -22 64
-24 => 128 8
-24 -22 => 128 46
-24 -22 => -24 18
-24 -22 -24 => -22 18
-24 -22 -24 -22 => -24 9
-24 -22 -24 -22 => 128 9
-24 -22 -24 -22 128 => -22 9
-24 -22 -24 -22 128 -22 => 128 9
-24 -22 -24 -22 128 -22 128 => -22 8
-24 -22 -24 -22 128 -22 128 => -17 1
-24 -22 -24 -22 128 -22 128 -22 => 128 8
-24 -22 -24 -22 128 -22 128 -22 128 => -17 4
-24 -22 -24 -22 128 -22 128 -22 128 => -26 4
-24 128 => -22 8
-17 => 128 82
-17 128 => -17 74
-17 128 => -24 8
-21 => 128 20
-21 => -24 4
-21 128 => -21 16
-21 128 => -24 4
128 -21 => -24 4
128 -21 => 128 12
128 -21 128 => -21 8
128 -21 128 => -24 4
128 -21 128 -21 => -24 4
128 -21 128 -21 => 128 4
128 -21 128 -21 128 => -24 4
-24 128 -22 => -24 8
