-17 => -12 8
-17 => -10 9
-17 => -8 2
-17 => 128 1
-13 => -12 12
-13 => 128 1
-13 => -10 2
-13 -12 => 128 2
-13 -12 => -8 4
-13 -12 => 0 1
-13 -12 => -17 4
-13 -12 => -5 1
-13 -12 -17 => -12 2
-13 -12 -17 => -8 2
128 => -13 2
128 => -11 2
128 => -12 8
128 => -5 7
128 => -3 3
128 => -17 1
128 => -6 1
128 => -10 4
128 => -14 5
128 -17 => 128 1
-12 => -17 8
-12 => -8 10
-12 => -10 14
-12 => -13 6
-12 => -5 1
-12 => 0 5
-12 => 128 8
-12 => -14 1
-12 => -18 1
0 => -12 4
0 => 2 2
0 => 128 2
0 -12 => 0 4
-8 => -12 5
-8 => -5 14
-8 => -10 6
-8 => 128 2
-8 => -11 1
-8 -12 => -10 4
-10 => -17 8
-10 => -8 13
-10 => -12 5
-10 => -13 6
-10 => -7 2
-10 => -5 1
-10 => 128 3
-10 => -9 1
-10 -12 => -8 2
-10 -12 => 128 2
-7 => -8 2
-7 => -12 2
-7 => -10 1
-7 -12 => -10 2
-5 => -12 12
-5 => -8 1
-5 => -7 2
-5 => 128 7
-5 => -10 1
-5 -12 => -13 4
-5 -12 => -10 8
128 -12 => -13 2
128 -12 => -18 1
128 -12 => -14 1
128 -12 => 128 4
-17 -12 => -8 4
-17 -12 => -17 4
-8 -10 => -13 4
-8 -10 => -12 2
-13 -10 => 128 1
-13 -10 => -12 1
-5 -10 => -12 1
-11 => -10 2
-11 => 128 1
-11 -10 => -7 2
128 -10 => -9 1
128 -10 => 128 1
128 -10 => -5 1
128 -10 => -8 1
-17 -10 => -17 8
-17 -10 => 128 1
-18 => -17 1
-18 -17 => -10 1
-18 -17 -10 => 128 1
-7 -10 => -13 1
-12 -10 => -8 12
-12 -10 => -12 1
-12 -10 => -13 1
-7 -12 -10 => -13 1
-7 -12 -10 => -12 1
-17 -12 -8 => -12 4
-10 -12 -8 => -10 2
-7 -8 => 128 2
-10 -8 => -5 12
-10 -8 => -11 1
128 -10 -8 => -11 1
-5 -8 => -12 1
-17 -8 => -10 2
-12 -5 => -8 1
128 -5 => 128 6
128 -5 => -10 1
-12 -8 => -5 2
-12 -8 => -12 4
-12 -8 => -10 4
-12 -8 -5 => -7 2
-8 -5 => -12 12
-8 -5 => -7 2
-7 -10 -13 => 128 1
128 -12 -13 => -10 2
2 => 0 2
2 0 => 128 2
-10 128 => -10 1
-10 128 => -12 2
-8 128 => -11 2
-3 => 128 2
-3 => -7 1
-3 128 => -5 2
-6 => 128 1
-6 128 => -10 1
-13 128 => -12 1
-11 128 => -3 1
-14 => 128 5
-14 => -13 1
-14 128 => -14 5
-5 128 => -17 1
-5 128 => -5 3
-5 128 => -6 1
-5 128 => -3 1
-5 128 => -10 1
-17 128 => -5 1
-12 128 => -10 1
-12 128 => -12 5
-12 128 => -5 1
-12 128 => -3 1
0 128 => -13 2
-3 -7 => -10 1
-5 -7 => -8 2
-10 -7 => -12 2
