128 => 0 49
128 => -12 38
128 => -1 20
128 => -16 5
128 => -17 25
128 => -19 7
128 => 3 8
128 => -9 20
128 => 2 9
128 => -14 4
128 => -2 4
128 => -21 4
128 => -5 4
128 => -20 2
128 => -7 2
128 => -28 2
128 => -26 4
128 => -10 4
128 => -4 4
128 => -18 2
128 => -24 6
128 => -11 1
-28 => 128 2
-28 128 => -12 2
-24 => -12 9
-24 => 128 5
-24 => -10 6
-24 128 => -12 2
-24 128 => -10 2
-24 128 => -11 1
-16 => 128 6
-16 => 0 1
-16 128 => 0 6
-21 => 128 2
-21 => -9 4
-21 128 => -5 2
-26 => 128 4
-26 128 => -10 2
-26 128 => -9 2
-10 => 128 4
-10 => -24 6
-10 128 => -24 2
-10 128 => -21 2
-9 => 128 18
-9 => 3 4
-9 => -2 4
-9 => -21 2
-9 => -17 1
-9 => -12 1
-9 128 => 2 8
-9 128 => 3 8
-9 128 => -26 2
-26 128 -9 => 128 2
-26 128 -9 128 => -26 2
-3 => -18 2
-3 => 128 2
-3 128 => -17 2
-4 => 128 4
-4 128 => -19 2
-4 128 => -18 2
-14 => 128 4
-14 128 => -2 4
-19 => 0 3
-19 => 128 6
-19 128 => -4 4
-19 128 => -7 2
-24 128 -12 => 128 2
-24 128 -12 128 => -24 2
-28 128 -12 => 128 2
-28 128 -12 128 => -26 2
-12 => 128 37
-12 => 0 7
-12 => -24 8
-12 128 => -1 6
-12 128 => 0 27
-12 128 => -26 2
-12 128 => -24 2
2 => 128 9
2 128 => -9 8
2 128 => -24 1
0 => 128 49
0 => -12 5
0 => -17 4
0 => -9 1
0 => -19 2
0 128 => -12 24
0 128 => -17 13
0 128 => -21 2
0 128 => -16 5
0 128 => -19 3
0 128 => -14 2
-16 128 0 => 128 6
-16 128 0 128 => -14 2
-16 128 0 128 => -16 2
-16 128 0 128 => -17 2
3 => 128 8
3 => -9 2
3 => -16 2
3 128 => -9 8
-5 => 128 4
-5 128 => -20 2
-5 128 => -19 2
-7 => 128 2
-7 128 => -28 2
-2 => 128 4
-2 => -9 3
-2 => -17 1
-2 128 => -9 2
-2 128 => -14 2
-11 => 128 1
-11 128 => -24 1
-17 => 128 30
-17 => 0 1
-17 128 => 0 15
-17 128 => -1 14
-17 128 => 2 1
-20 => 128 2
-20 128 => -5 2
-1 => 128 20
-1 128 => -12 10
-1 128 => -17 10
-16 0 => -17 1
-19 0 => -12 3
-12 0 => -12 2
-12 0 => -17 3
-12 0 => -19 1
-12 0 => -9 1
-17 0 => -19 1
0 -12 => 0 5
-24 -12 => -24 8
-16 0 -17 => 0 1
-21 -9 => -21 2
-21 -9 => -12 1
-21 -9 => -17 1
3 -9 => 3 2
-2 128 -9 => -2 2
-2 -9 => -2 2
-2 -9 => 128 1
-9 3 => -16 2
-9 3 => -9 2
128 -2 => 128 4
-9 -2 => -9 3
-9 -2 => -17 1
128 -10 => 128 4
-24 -10 => -24 6
-18 => -3 4
