-12| -11| 0.04
-12| -8|-12 0.2
-12| -10|-12 0.04
-12| 128|-12 0.08
-12| -15|-12 0.04
-12| -13|-12 0.04
-12| -3|-12 0.08
-12| -17| 0.12
-12| -13| 0.24
-12| -17|-5 0.08
-12| -17|-7 0.04
-11| -8| 0.19230769230769232
-11| -8|-11 0.038461538461538464
-11| -10|-11 0.3076923076923077
-11| -17| 0.07692307692307693
-11| -15| 0.038461538461538464
-11| -12|-8 0.038461538461538464
-11| -8|-12 0.19230769230769232
-11| -17|-7 0.038461538461538464
-11| -17|-8 0.038461538461538464
-11| -15|-14 0.038461538461538464
-8|-12 -12|128 0.1111111111111111
-8|-12 -17|-8 0.5555555555555556
-8|-12 -12|-8 0.2222222222222222
-8|-12 -10|-8 0.1111111111111111
-10|-12 -12|-8 0.5
-10|-12 -11|-10 0.5
128|-12 -12|128 0.5
128|-12 0|128 0.5
-15|-12 -17|-15 1.0
-13|-12 -12|-8 0.5
-13|-12 -14|-13 0.5
-3|-12 -12|-3 0.4
-3|-12 -22| 0.2
-3|-12 -15|-3 0.4
-17| -20| 0.17647058823529413
-17| -8|-17 0.23529411764705882
-17| -7|-17 0.17647058823529413
-17| 128|-17 0.11764705882352941
-17| -15|-17 0.058823529411764705
-17| -2|-17 0.23529411764705882
-13| -17| 0.2727272727272727
-13| -10|-13 0.09090909090909091
-13| -14|-13 0.09090909090909091
-13| -15| 0.18181818181818182
-13| -17|-10 0.09090909090909091
-13| -15|-17 0.09090909090909091
-13| -15|-16 0.09090909090909091
-13| -10|-7.-4 0.09090909090909091
-17|-7 -7|-10 0.5789473684210527
-17|-7 -13| 0.10526315789473684
-17|-7 -7|-17 0.15789473684210525
-17|-7 128|-17 0.10526315789473684
-17|-7 -15|-17 0.05263157894736842
-8| -9| 0.1111111111111111
-8| -5| 0.1111111111111111
-8| -12|-8 0.16666666666666666
-8| -10|-8 0.05555555555555555
-8| -7|-8 0.2222222222222222
-8| -17|-8 0.2777777777777778
-8| -19|-8 0.05555555555555555
-8|-11 -11|-10 1.0
-10|-11 -7|-10 1.0
-15| -17|-15 0.16666666666666666
-15| 0|-15 0.16666666666666666
-15| -2|-15 0.3333333333333333
-15| -3|-15 0.3333333333333333
-12|-8 -8|-12.-8 0.3333333333333333
-12|-8 -8|-17 0.6666666666666666
-17|-8 -8|-9 0.1111111111111111
-17|-8 -16| 0.1111111111111111
-17|-8 -8|-17 0.5555555555555556
-17|-8 -2|-17 0.1111111111111111
-17|-8 128|-17 0.1111111111111111
-12|128 128|-24 0.6666666666666666
-12|128 128|-17 0.3333333333333333
-10|-8 -8|-11 0.25
-10|-8 -7|-10 0.25
-10|-8 -8|-10 0.25
-10|-8 -8|-12.-8 0.25
0|128 128|0 1.0
-14|-13 -15|-14 1.0
-12|-3 -3|-19 1.0
-22| -6| 0.16666666666666666
-22| -18| 0.16666666666666666
-22| 0|-22 0.16666666666666666
-22| -20| 0.16666666666666666
-22| -19| 0.16666666666666666
-22| -19|-8 0.16666666666666666
-15|-3 -3|-15 1.0
-3| -22| 0.09090909090909091
-3| -18| 0.09090909090909091
-3| -12|-3 0.18181818181818182
-3| -8|-3 0.18181818181818182
-3| -10|-3 0.18181818181818182
-3| -15|-3 0.18181818181818182
-3| -19|-3 0.09090909090909091
-18| 0| 0.125
-18| -7|-18 0.125
-18| -17|-18 0.125
-18| 0|-18 0.125
-18| -19| 0.125
-18| 0|-22 0.125
-18| -19|-3 0.125
-18| -3|-7 0.125
-8|-3 -7|-8 0.5
-8|-3 -3|-7 0.5
-10|-3 -9| 0.5
-10|-3 -3|-7 0.5
-19|-3 -20| 0.3333333333333333
-19|-3 -3|-15 0.6666666666666666
-6| -7|-6 1.0
-20| -19|-20 0.3333333333333333
-20| -19| 0.16666666666666666
-20| -17|-2 0.3333333333333333
-20| -17|-15 0.16666666666666666
-19| -3|-19 1.0
-19|-8 -8|-17 1.0
0| -10|0 0.2
0| -17|0 0.2
0| 128|0 0.4
0| -15|0 0.2
-3|-7 -7|-18 1.0
-7|-8 -8|-7 0.2222222222222222
-7|-8 -8|-10 0.1111111111111111
-7|-8 -8|-9 0.2222222222222222
-7|-8 -3|-7 0.4444444444444444
-9| 128| 0.2
-9| -10| 0.3
-9| -8|-9 0.2
-9| 128|4 0.2
-9| -10|-7.-10 0.1
-5| -17|-5 0.5
-5| -8|-9 0.5
128| -16| 0.08333333333333333
128| -36| 0.16666666666666666
128| -24| 0.16666666666666666
128| 3| 0.16666666666666666
128| -10| 0.08333333333333333
128| -12|128 0.16666666666666666
128| 0|128 0.16666666666666666
-10| -7| 0.23076923076923078
-10| -13| 0.038461538461538464
-10| -8|-10 0.038461538461538464
-10| -11|-10 0.038461538461538464
-10| -7|-10 0.4230769230769231
-10| -17|-10 0.038461538461538464
-10| 0|-10 0.038461538461538464
-10| -7|-17 0.11538461538461539
-10| 128|-17 0.038461538461538464
128|4 4|5 1.0
-8|-17 -17|-8.-17 0.5
-8|-17 -17|-18 0.5
-7|-10 -10|-7.-10 1.0
-8|-7 -17|-8.-7 0.5
-8|-7 -7|-6 0.5
-16| -17| 0.4
-16| -17|-16 0.2
-16| -15|-16 0.1
-16| -17|-7 0.1
-16| 128|-17 0.1
-16| -17|-8.-17 0.1
-2|-17 -17|-2 0.125
-2|-17 -17|0 0.125
-2|-17 -17|-18 0.125
-2|-17 -14| 0.5
-2|-17 -17|-8.-7 0.125
128|-17 -17|-16 0.6666666666666666
128|-17 -17|-8.-7 0.3333333333333333
-36| 128|-36 0.5
-36| 128|-17 0.5
-24| 128|-24 0.4
-24| -20| 0.2
-24| 128|-36 0.4
3| 4| 0.6666666666666666
3| 128|0 0.3333333333333333
4| 5| 0.5
4| 128|4 0.5
-7| -4| 0.14285714285714285
-7| -8|-7 0.2857142857142857
-7| -17|-7 0.2857142857142857
-7| -3|-7 0.2857142857142857
-17|-10 -10|-7.-10 1.0
0|-10 -10|0 0.5
0|-10 -17|0 0.5
-4| -7|-4 0.3333333333333333
-4| -7|-10 0.3333333333333333
-4| -7|-10.-13 0.3333333333333333
-7|-4 -10|-7.-4 1.0
-10|-13 -7|-10.-13 0.5
