128 => -29 227
128 => -24 34
128 => -34 36
-24 => 128 36
-24 128 => -24 27
-24 128 => -29 9
-34 => 128 36
-34 128 => -29 9
-34 128 => -34 27
-24 128 -29 => 128 9
-24 128 -29 128 => -29 9
-24 128 -29 128 -29 => 128 9
-24 128 -29 128 -29 128 => -29 9
-24 128 -29 128 -29 128 -29 => 128 9
-24 128 -29 128 -29 128 -29 128 => -29 9
-24 128 -29 128 -29 128 -29 128 -29 => 128 9
-24 128 -29 128 -29 128 -29 128 -29 128 => -34 9
-29 => 128 222
-29 => -24 2
