-8 => -24 1
-8 => -19 2
-8 => -17 4
-24 => -7 5
-24 => -8 5
-24 => -12 2
-24 => 128 44
-24 => -29 8
-24 => -20 4
-17 => 128 41
-17 => -29 4
-17 => -12 4
-17 -12 => 128 4
-17 -12 128 => -24 4
-17 -12 128 -24 => -7 4
-29 => 128 12
-29 => -22 4
-29 => -24 12
-29 => -31 8
-29 128 => -24 8
-29 128 => -17 4
-29 128 -24 => 128 4
-29 128 -24 => -20 4
-29 -24 => -29 4
-29 -24 => 128 8
-29 -24 128 => -17 4
-29 -24 128 => -24 4
-29 -24 128 -24 => -29 4
-17 -29 => -24 4
-17 -29 -24 => -29 4
-8 -24 => -7 1
-12 => -19 1
-12 => -24 2
-12 => -17 1
-12 => 128 20
-12 -24 => -12 2
-7 => -8 1
-7 => -24 5
-7 => 128 5
-7 -24 => -8 5
-24 -7 => -24 4
-24 -7 => -8 1
128 => -7 5
128 => -8 5
128 => -24 48
128 => -19 12
128 => -17 36
128 => -12 16
128 => -22 8
128 => -29 16
128 => -20 8
128 => -27 4
128 => -15 4
128 => -25 4
128 -7 => 128 5
-19 => -7 1
-19 => -12 2
-19 => 128 12
-12 -19 => -12 1
-8 -19 => -7 1
-8 -19 => -12 1
-24 -12 => -17 1
-24 -12 => -24 1
-19 -12 => -24 1
-19 -12 => -19 1
-20 => 128 8
-20 => -17 4
-20 -17 => -12 4
-22 => 128 8
-22 => -17 4
-22 -17 => -29 4
-15 => 128 4
-15 128 => -22 4
-25 => 128 4
-25 128 => -29 4
-27 => 128 4
-27 128 => -15 4
-22 128 => -29 8
-24 128 => -27 4
-24 128 => -17 16
-24 128 => -24 12
-24 128 => -19 8
-24 128 => -12 4
-20 128 => -24 8
-20 128 -24 => 128 8
-20 128 -24 128 => -12 4
-20 128 -24 128 => -27 4
-29 128 -24 128 => -24 4
-17 128 => -20 8
-17 128 => -7 5
-17 128 => -29 4
-17 128 => -25 4
-17 128 => -17 16
-17 128 => -12 4
-29 128 -17 => 128 4
-29 128 -17 128 => -29 4
-8 -17 => 128 4
-8 -17 128 => -7 4
-12 -17 => 128 1
-12 -17 128 => -7 1
-7 128 => -8 5
-19 128 => -19 4
-19 128 => -12 4
-19 128 => -24 4
-19 128 -12 => 128 4
-19 128 -12 128 => -12 4
-12 128 => -22 4
-12 128 => -24 12
-12 128 => -12 4
-12 128 -12 => 128 4
-12 128 -12 128 => -22 4
-29 -22 => -17 4
-31 => -29 8
-31 -29 => -24 8
-24 -29 => -31 8
128 -29 => 128 12
128 -29 => -22 4
-24 -20 => -17 4
