67 67 67 69 71 67 71 66 71 67 71 64 71 67 67 67 69 71 67 71 66 71 67 71 64 71
71 79 76 71 69 67 67
76 78 79 81 83 83
71 79 76 71 69 67 67 67 67 69 71 67 71 66 71 67 71 64 71 67 67 67 69 71 67 71 66 71 67 71 64 71 76 76 76 76 76 76 76 76 76 76 76 76 76 76 76 76 76 76 76 76 76 76 76 76
76 78 79 81 83 83
71 79 76 71 69 67
