
78 86 84 84 84 84 84 77 82 87 80 85 79 84 73 80 79
82 78 71 79 82 77 85 85 84 84 82 75 82 82 78 85 84 79 82 84 83 85 77 82 85 85 84 77 82 82 82 82 85 84 82 77 84 86 79 84 78 84 84 84 87 87 87 80 84 84 73 85 84 77 84 77 79 82 82 85 85 84 82 82 75 82 77 78 77 82 84
82 78 71 85 77 82 78 78 84 84 82 82 77 82 85 84 82 77 72 78 84 84 84 84 84 84 82 82 75 85 84 84 73 80 84 82 72 71 85 77 77 85 83 84 77 82 82 82 75 89 84 82
