
62 62 61 60 59 62 61 60 59
59 64 66 67 66 64 62 64 64 64 66 67 62 62 61 60 59 62 61 60 59
71 69 67 60 60 60 64 59 64 66 67 66 64 62 64 64 64 66 67 62 62 61 60 59 62 61 60 71 71 67 66 64
