
-25 -25 -25 -25 -25 -25 -25 -25 -25 -25 -25 -25 -13 -13 -13 -13 -25 -25 -25 -25 -25 -25 -25 -25 -25 -25 -25 -25 -13 -13 -13 -13 -25 -25 -25 -25 -25 -25 -25 -25 -25 -25 -25 -25 -13 -13 -13 -13 -13 -13 -13
-13 -13 -13 -13 -13 -13 -13
