

-20 128 -16 128 -20 128 -20 128 -20 128 -20 128 -20 128 -16 128 -20 128 -20 128 -20 128 -20 128 -20 128 -20 128 -20 128 -16 128 -20 128 -20 128 -20 128 -20 128 -20 128 -20 128 -20 128 -16 128 -20 128 -20 128 -20 128 -20 128 -20 128 -20 128 -20 128 -16 128 -20 128 -20 128 -20 128 -20 128 -20 128 -20 128 -20 128 -16 128 -20 128 -20 128 -20 128 -20 128 -20 128 -20 128 -20 128 -16 128 -20 128 -20 128 -20 128 -20 128 -20 128 -20 128 -20 128 -16 128 -13
-5
-12 128 -12 128 -12 128 -15 128 -15 128 -17 128 -17 128 -20 128 -20 128 -16 128 -6 128 -20 128 -16 128 -20 128 -20 128 -16 128 -6 128 -16 128 -20 128 -20 128 -20 128 -16 128 -6 128 -20 128 -16 128 -20 128 -20 128 -16 128 -6 128 -16 128 -20 128 -11 128 -11 128 -11
-11 128 -11 128 -11
-3 128 -3 128 -3
-17 128 -17 128 -21
-9 128 -9 128 -9
-9 128 -9 128 -9
-9 128 -9 128 -9
-9
-9 128 -24 128 -13
-5 128 -12 128 -12 128 -12 128 -24 128 -24 128 -17 128 -17 128 -20 128 -20 128 -6 128 -20 128 -20 128 -6 128 -20 128 -20 128 -6 128 -20 128 -20 128 -6 128 -20 128 -20 128 -6 128 -20 128 -20 128 -6 128 -13 128 -20 128 -6 128 -20 128 -20 128 -6 128 -20 128 -20 128 -6 128 -20 128 -20 128 -6 128 -20 128 -20 128 -6 128 -20 128 -20 128 -6 128 -20 128 -20 128 -6 128 -20 128 -20 128 -6 128 -13 128 -20 128 -6 128 -20 128 -20 128 -6 128 -20 128 -20 128 -6 128 -20 128 -20 128 -6 128 -20 128 -20 128 -6 128 -20 128 -20 128 -6 128 -20 128 -20 128 -6 128 -20 128 -20 128 -6 128 -13 128 -20 128 -6 128 -20 128 -20 128 -6 128 -13 128 -20 128 -6 128 -20 128 -20 128 -6 128 -20 128 -20 128 -6 128 -20 128 -20 128 -6 128 -20 128 -20 128 -6 128 -20 128 -20 128 -6 128 -13 128 -20 128 -6 128 -20 128 -6 128 -11 128 -11 128 -11 128 -11 128 -11 128 -11 128 -9 128 -11 128 -11 128 -11 128 -13 128 -11 128 -9 128 -11 128 -11 128 -11 128 -11 128 -11 128 -9 128 -13 128 -11 128 -11 128 -11
-17 128 -17 128 -21 128 -20 128 -16 128 -20 128 -20 128 -20 128 -20 128 -20 128 -16 128 -20 128 -20 128 -20 128 -20 128 -20 128 -20 128 -20 128 -16 128 -20 128 -20 128 -20 128 -20 128 -20 128 -20 128 -20 128 -16 128 -20 128 -20 128 -20 128 -20 128 -20 128 -20 128 -20 128 -16 128 -20 128 -20 128 -20 128 -20 128 -20 128 -20 128 -20 128 -16 128 -20 128 -20 128 -20 128 -20 128 -20 128 -20 128 -20 128 -16 128 -20 128 -20 128 -20 128 -20 128 -20 128 -20 128 -20 128 -16 128 -13
-5
-12 128 -12 128 -12 128 -15 128 -15 128 -17 128 -17 128 -20 128 -20 128 -16 128 -6 128 -20 128 -16 128 -20 128 -20 128 -16 128 -6 128 -16 128 -20 128 -20 128 -20 128 -16 128 -6 128 -20 128 -16 128 -20 128 -20 128 -16 128 -6 128 -16 128 -20 128 -11 128 -11 128 -11
-11 128 -11 128 -11
-3 128 -3 128 -3
-17 128 -17 128 -21
-9 128 -9 128 -9
-9 128 -9 128 -9
-9 128 -9 128 -9
-9
-9 128 -24 128 -13
-5 128 -12 128 -12 128 -12 128 -24 128 -24 128 -17 128 -17 128 -20 128 -20 128 -6 128 -20 128 -20 128 -6 128 -20 128 -20 128 -6 128 -20 128 -20 128 -6 128 -20 128 -20 128 -6 128 -20 128 -20 128 -6 128 -13 128 -20 128 -6 128 -20 128 -20 128 -6 128 -20 128 -20 128 -6 128 -20 128 -20 128 -6 128 -20 128 -20 128 -6 128 -20 128 -20 128 -6 128 -20 128 -20 128 -6 128 -20 128 -20 128 -6 128 -13 128 -20 128 -6 128 -20 128 -20 128 -6 128 -20 128 -20 128 -6 128 -20 128 -20 128 -6 128 -20 128 -20 128 -6 128 -20 128 -20 128 -6 128 -20 128 -20 128 -6 128 -20 128 -20 128 -6 128 -13 128 -20 128 -6 128 -20 128 -20 128 -6 128 -13 128 -20 128 -6 128 -20 128 -20 128 -6 128 -20 128 -20 128 -6 128 -20 128 -20 128 -6 128 -20 128 -20 128 -6 128 -20 128 -20 128 -6 128 -13 128 -20 128 -6 128 -20 128 -6 128 -11 128 -11 128 -11 128 -11 128 -11 128 -11 128 -9 128 -11 128 -11 128 -11 128 -13 128 -11 128 -9 128 -11 128 -11 128 -11 128 -11 128 -11 128 -9 128 -13 128 -11 128 -11 128 -11
-17 128 -17 128 -21 128 -20 128 -16 128 -20 128 -20 128 -20 128 -20 128 -20 128 -16 128 -20 128 -20 128 -20 128 -20 128 -20 128 -20 128 -20 128 -16 128 -20 128 -20 128 -20 128 -20 128 -20 128 -20 128 -20 128 -16 128 -20 128 -20 128 -20 128 -20 128 -20 128 -20 128 -20 128 -16 128 -20 128 -20 128 -20 128 -20 128 -20 128 -20 128 -20 128 -16 128 -20 128 -20 128 -20 128 -20 128 -20 128 -20 128 -20 128 -16 128 -20 128 -20 128 -20 128 -20 128 -20 128 -20 128 -20 128 -16 128 -13
-5
-12 128 -12 128 -12 128 -15 128 -15 128 -17 128 -17 128 -20 128 -20 128 -16 128 -6 128 -20 128 -16 128 -20 128 -20 128 -16 128 -6 128 -16 128 -20 128 -20 128 -20 128 -16 128 -6 128 -20 128 -16 128 -20 128 -20 128 -16 128 -6 128 -16 128 -20 128 -11 128 -11 128 -11
-11 128 -11 128 -11
-3 128 -3 128 -3
-17 128 -17 128 -21
-9 128 -9 128 -9
-9 128 -9 128 -9
-9 128 -9 128 -9
-9
-9 128 -24 128 -13
-5 128 -12 128 -12 128 -12 128 -24 128 -24 128 -17 128 -17 128 -20 128 -20 128 -6 128 -20 128 -20 128 -6 128 -20 128 -20 128 -6 128 -20 128 -20 128 -6 128 -20 128 -20 128 -6 128 -20 128 -20 128 -6 128 -13 128 -20 128 -6 128 -20 128 -20 128 -6 128 -20 128 -20 128 -6 128 -20 128 -20 128 -6 128 -20 128 -20 128 -6 128 -20 128 -20 128 -6 128 -20 128 -20 128 -6 128 -20 128 -20 128 -6 128 -13 128 -20 128 -6 128 -20 128 -20 128 -6 128 -20 128 -20 128 -6 128 -20 128 -20 128 -6 128 -20 128 -20 128 -6 128 -20 128 -20 128 -6 128 -20 128 -20 128 -6 128 -20 128 -20 128 -6 128 -13 128 -20 128 -6 128 -20 128 -20 128 -6 128 -13 128 -20 128 -6 128 -20 128 -20 128 -6 128 -20 128 -20 128 -6 128 -20 128 -20 128 -6 128 -20 128 -20 128 -6 128 -20 128 -20 128 -6 128 -13 128 -20 128 -6 128 -20 128 -6 128 -11 128 -11 128 -11 128 -11 128 -11 128 -11 128 -9 128 -11 128 -11 128 -11 128 -13 128 -11 128 -9 128 -11 128 -11 128 -11 128 -11 128 -11 128 -9 128 -13 128 -11 128 -11 128 -11
-17 128 -17 128 -21 128 -20 128 -16 128 -20 128 -20 128 -20 128 -20 128 -20 128 -16 128 -20 128 -20 128 -20 128 -20 128 -20 128 -20 128 -20 128 -16 128 -20 128 -20 128 -20 128 -20 128 -20 128 -20 128 -20 128 -16 128 -20 128 -20 128 -20 128 -20 128 -20 128 -20 128 -20 128 -16 128 -20 128 -20 128 -20 128 -20 128 -20 128 -20 128 -20 128 -16 128 -20 128 -20 128 -20 128 -20 128 -20 128 -20 128 -20 128 -16 128 -20 128 -20 128 -20 128 -20 128 -20 128 -20 128 -20 128 -16 128 -13
-5
-12 128 -12 128 -12 128 -15 128 -15 128 -17 128 -17 128 -20 128 -20 128 -16 128 -6 128 -20 128 -16 128 -20 128 -20 128 -16 128 -6 128 -16 128 -20 128 -20 128 -20 128 -16 128 -6 128 -20 128 -16 128 -20 128 -20 128 -16 128 -6 128 -16 128 -20 128 -11 128 -11 128 -11
-11 128 -11 128 -11
-3 128 -3 128 -3
-17 128 -17 128 -21
-9 128 -9 128 -9
-9 128 -9 128 -9
-9 128 -9 128 -9
-9
-9 128 -24 128 -13
-5 128 -12 128 -12 128 -12 128 -24 128 -24 128 -17 128 -17 128 -20 128 -20 128 -6 128 -20 128 -20 128 -6 128 -20 128 -20 128 -6 128 -20 128 -20 128 -6 128 -20 128 -20 128 -6 128 -20 128 -20 128 -6 128 -13 128 -20 128 -6 128 -20 128 -20 128 -6 128 -20 128 -20 128 -6 128 -20 128 -20 128 -6 128 -20 128 -20 128 -6 128 -20 128 -20 128 -6 128 -20 128 -20 128 -6 128 -20 128 -20 128 -6 128 -13 128 -20 128 -6 128 -20 128 -20 128 -6 128 -20 128 -20 128 -6 128 -20 128 -20 128 -6 128 -20 128 -20 128 -6 128 -20 128 -20 128 -6 128 -20 128 -20 128 -6 128 -20 128 -20 128 -6 128 -13 128 -20 128 -6 128 -20 128 -20 128 -6 128 -13 128 -20 128 -6 128 -20 128 -20 128 -6 128 -20 128 -20 128 -6 128 -20 128 -20 128 -6 128 -20 128 -20 128 -6 128 -20 128 -20 128 -6 128 -13 128 -20 128 -6 128 -20 128 -6 128 -11 128 -11 128 -11 128 -11 128 -11 128 -11 128 -9 128 -11 128 -11 128 -11 128 -13 128 -11 128 -9 128 -11 128 -11 128 -11 128 -11 128 -11 128 -9 128 -13 128 -11 128 -11 128 -11
-17 128 -17 128 -21
