
63 128 63 128 64 128 63 128 63 128 64
60 62 128 60 128 63 60 128 62 128 58 128 58 128 58 128 58 128 58 128 58 128 60 62 128 60 128 63 60 128 62 128 60 128 63 128 60 128 61 128 60
61 61 128 61 128 51 128 53 128 56 128 56 58 128 56 58 128 60 128 61 128 61 128 64 64 128 64 128 64 128 64 128 64 128 61 128 61 128 64 128 60 62 128 60 128 63 60 128 62 128 60 62 128 60 128 63 128 60 128 64 60 128 63 128 62 63 62 60 128 55 128 53 128 60 128 63 63 62 128 60 59 128 60 128 63 128 60 58 53 128 59 128 60 59 128 62
60 62 128 60 128 63 60 128 62 128 60 128 63 128 63 128 64 128 63 128 63 128 64 128 63 128 63 128 64 128 63 128 63 128 64 128 63 128 63 128 64 128 63 128 63 128 64 128 64
