128
46 62 62 62 46 63 62 62 51 63 63 63 46 62 62 62 51 58 58 51 58 58 46 58 58 46 58 58 53 128 63 128 62
58
46 128 46 128 51 128 46 128 53 128 53 128 58 128 46 128 51 128 51 128 58 128 58 128 48 128 41 128 46 128 46 128 46 128 53 128 50 128 46 128 58 128 46 128 53 128 53 128 53 128 50 128 46 128 43 128 55 128 48 128 41 48 53 41 46 46 41 41 39 41 46 128 46 46 41 41 39 41 46 128 53 128 53 128 45 128 41 128 53 128 41 128 46 50 53 58 128 46 63 63 63 46 62 62 62 53 128 63 128 62
58
46 128 46 128 51 128 46 128 53 128 53 128 58 128 46 128 51 128 51 128 58 128 58 128 48 128 41 128 46 128 46 128 46 128 53 128 50 128 46 128 58 128 46 128 53 128 53 128 53 128 50 128 46 128 43 128 55 128 48 128 41 48 53 41 46 46 41 41 39 41 46 128 46 46 41 41 39 41 46 128 53 128 53 128 45 128 41 128 53 128 41 128 46 50 53 58 128 46 63 63 63 46 62 62 62 53 128 63 128 62
58
46 128 46 128 51 128 46 128 53 128 53 128 58 128 46 128 51 128 51 128 58 128 58 128 48 128 41 128 46 128 46 128 46 128 53 128 50 128 46 128 58 128 46 128 53 128 53 128 53 128 50 128 46 128 43 128 55 128 48 128 41 48 53 41 46 46 41 41 39 41 46 128 46 46 41 41 39 41 46 128 53 128 53 128 45 128 41 128 53 128 41 128 46 50 53 58 128 46 63 63 63 46 62 62 62 53 128 63 128 62
58
46 128 46 128 51 128 46 128 53 128 53 128 58 128 46 128 51 128 51 128 58 128 58 128 48 128 41 128 46 128 46 128 46 128 53 128 50 128 46 128 58 128 46 128 53 128 53 128 53 128 50 128 46 128 43 128 55 128 48 128 41 48 53 41 46 46 41 41 39 41 46 128 46 46 41 41 39 41 46 128 53 128 53 128 45 128 41 128 53 128 41 128 46 50 53 58 128 46 63 63 63 46 62 62 62 53 128 63 128 62
58
