

57
55
57
55
57
55
57
57
55
57
62
50
50 50
50
45
50
45
50
45
50
55
57
50
50
50
45
50
45
50
45
50
55
45
50
50
50
50
50
45
45
45
50
50
50
42
45
50
50
45
45
50
50
42
45
55
55
55
45
50
50
50
57
55
57
55
57
55
57
57
55
57
62
50
50 50
50
45
50
45
50
45
50
55
57
50
50
50
45
50
45
50
45
50
55
45
50
50
50
50
50
45
45
45
50
50
50
42
45
50
50
45
45
50
50
42
45
55
55
55
45
50
50
50
57
55
57
55
57
55
57
57
55
57
62
50
50 50
50
45
50
45
50
45
50
55
57
50
50
50
45
50
45
50
45
50
55
45
50
50
50
50
50
45
45
45
50
50
50
42
45
50
50
45
45
50
50
42
45
55
55
55
45
50
50
50
57
55
57
55
57
55
57
57
55
57
62
50
50 50
50
45
50
45
50
45
50
55
57
50
50
50
45
50
45
50
45
50
55
45
50
50
50
50
50
45
45
45
50
50
50
42
45
50
50
45
45
50
50
42
45
55
55
55
45
50
50
50
