-17 -29
21
21
21
21
21
19
19
19
18
21
21
21
21
21
19
19
19
18
21
21
21
21
21
19
19
19
18
21
21
21
21
21
19
19
19
18
21
21
21
21
21
19
19
19
18
21
21
21
21
21
19
19
19
18
21
21
21
21
21
19
19
19
18
21
21
21
21
21
19
19
19
18
