128
12 128 11 9 7 5 4 9
11
7
16 128 16
11 128 11
16 128 16
24
23
16 128 16
16 128 16
11 128 11
16 128 16
24
23
16 128 16
24
24
23
23
24
24
23
24
24
23
23
24
23
16 128 16
24
24
23
23
24
24
23
24
24
23
23
24
23
16 128 16
