-48
-26 -31
-26 -33
-26 -31
-26 -33
-26 -31
-26 -33
-26 -31
-26 -33
-26 -31
-26 -33
-26 -31
-26 -33
-26 -31
-26 -33
-26 -31
-26 -33
-33 -33 -26 -26 -26 -26 -26 -33 -33 -26 -26 -26 -26 -26 -26 -33 -33 -26 -26 -26 -26 -26 -26 -33 -33 -26 -26 -26 -26 -26 -26 -31 -31 -36 -36 -36 -36 -36 -36 -31 -31 -36 -36 -36 -36 -36 -36 -31 -31 -36 -36 -36 -36 -36 -36 -31 -31 -36 -36 -36 -36 -36 -36 -33 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -33 -33 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -33 -33 -36 -36 -36 -36 -36 -36 -36 -36 -36 -36 -36 -36 -36 -36 -26 -31
-26 -33
-26 -31
-26 -33
-26 -31
-26 -33
-26 -31
-26 -33
-26 -31
-26 -33
-26 -31
-26 -33
-33 -33 -26 -26 -26 -26 -26 -33 -33 -26 -26 -26 -26 -26 -26 -33 -33 -26 -26 -26 -26 -26 -26 -33 -33 -26 -26 -26 -26 -26 -26 -31 -31 -36 -36 -36 -36 -36 -36 -31 -31 -36 -36 -36 -36 -36 -36 -31 -31 -36 -36 -36 -36 -36 -36 -31 -31 -36 -36 -36 -36 -36 -36 -33 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -33 -33 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -33 -33 -36 -36 -36 -36 -36 -36 -36 -36 -36 -36 -36 -36 -36 -36 -36 -36 -36 -29 -29 -29 -29 -29 -29 -29 -29 -29 -29 -29 -29 -29 -29 -29 -29 -29 -29 -29 -29 -29 -29 -29 -29 -29 -29 -29 -29 -29 -29 -29 -29 -29 -29 -29 -29 -29 -29 -29 -29 -29 -29 -29 -29 -29 -29 -29 -29 -29 -29 -29 -29 -29 -29 -29 -29 -29 -29 -29 -29 -29 -29 -29 -29 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -33 -33 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -31 -33 -33 -36 -36 -36 -36 -36 -36 -36 -36 -36 -36 -36 -36 -36 -36 -36 -36 -36 -36 -36 -36 -36 -36 -36 -36 -36 -36 -36 -36 -36 -36 -26 -31
-26 -33
-26 -31
-26 -33
-26 -31
-26 -33
-26 -31
-26 -33
-26 -31
-26 -33
-26 -31
-26 -33
-26 -31
-26 -33
-26 -31
-26 -33
