

0
0
0
0
5
5
4
2
2
0
2
4
5
4 -12
4
4
4
4
5
5
4
4
5
5
4
4
6
6
7
7 5 4 -5 4 -5 4 -5 4 -5 5 -5 5 -5 4 -5 4 -5
5 5 5
4 4 4 4
5
4
-3 0 5 0 -3 0 5 0 -5 0 4 0 -5 0 4 0 -5 0 4 0 0 2 6 2 -1 2 7 2 7
5
4
4
4
4
5
5
4
4
5
5
4
4
4
5
4
