
59 57 54 54 128 54 58 59 58 59 58 59 58 59 128 58 59 59
60 61 128 58 59 54 128 58 59 128 57 57 55 55 128 54 55 55
59 57 54 54 128 54 58 59 58 59 58 59 58 59 128 58 59 59
60 61 128 58 59 54 128 58 59 128 57 57 55 55 128 54 55 55
59 57 54 128 54 58 59 58 59 58 59 58 59 128 58 59 128 59
60 61 128 58 59 128 58 59 128 57 57 128 55 55 128 54 128 54 54
