
7 7 2 3 128 7 7 2 3 128 7 7 2 3 128 7 7 2 3
7 10 9 7 5 128 5 7 5 7 7 5 128 5 7 9 10 7 7 5 5 7 5 2 10 10 10 5 128 5 7 5 7 7 5 128 5 7 9 10 7 7 5 2 5 7 5
7 10 9 7 5 128 5 7 5 7 7 5 128 5 7 9 10 7 7 5 5 7 5 2 10 10 10 5 128 5 7 5 7 7 5 128 5 7 9 10 7 7 5 2 5 7 5
7 10 9 7 5 128 5 7 5 7 7 5 128 5 7 9 10 7 7 5 128 7 10 9 7 5 128 5 7 5 7 7 5 128 5 7 9 10 7 7 5 128 7 10 9 7 5 128 5 7 5 7 7 5 128 5 7 9 10 7 7 5
