
-8 -10 -13 -13 128 -13 -9 -8 -9 -8 -9 -8 -9 -8 128 -9 -8 -8
-7 -6 128 -9 -8 -13 128 -9 -8 128 -10 -10 -12 -12 128 -13 -12 -12
-8 -10 -13 -13 128 -13 -9 -8 -9 -8 -9 -8 -9 -8 128 -9 -8 -8
-7 -6 128 -9 -8 -13 128 -9 -8 128 -10 -10 -12 -12 128 -13 -12 -12
-8 -10 -13 128 -13 -9 -8 -9 -8 -9 -8 -9 -8 128 -9 -8 128 -8
-7 -6 128 -9 -8 128 -9 -8 128 -10 -10 128 -12 -12 128 -13 128 -13 -13
