

7 4 4 4 4 4 4 4 4 5 0 5 9 7 7 4 4 4 4 4 4 4 4 4 9 7 4 2 7 4 4 4 4 4 4 4 4 5 0 5 9 7 7 9 9 5 9 7 4 0 2 4 7 2 4 0 128 7 12 12 12 14 12 11 9 7 9 5 9 12 7 7 12 12 12 14 12 11 9 7 6 2 4 6 7 7 4 4 4 4 4 4 4 4 5 0 5 9 7 7 7 12 11 12 9 7 12 12 9 7 4 2 4 0 -5 0 2 4 5 7 7 7 4 0 4 5 9 7 7 7 12 11 12 9 7 12 12 9 7 4 2 4 0

7 4 4 4 4 4 4 4 4 5 0 5 9 7 7 4 4 4 4 4 4 4 4 4 9 7 4 2 7 4 4 4 4 4 4 4 4 5 0 5 9 7 7 9 9 5 9 7 4 0 2 4 7 2 4 0 128 7 12 12 12 14 12 11 9 7 9 5 9 12 7 7 12 12 12 14 12 11 9 7 6 2 4 6 7 7 4 4 4 4 4 4 4 4 5 0 5 9 7 7 7 12 11 12 9 7 12 12 9 7 4 2 4 0 -5 0 2 4 5 7 7 7 4 0 4 5 9 7 7 7 12 11 12 9 7 12 12 9 7 4 2 4 0
