
0 0 0 0 0 -2 -2 -2 -2 -2 -5 -5 -5 -5 -5 -9 -9 -9 -9 -9 0 0 0 0 0 -2 -2 -2 -2 -2 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 0 0 0 0 0 -2 -2 -2 -2 -2 -5 -5 -5 -5 -5 -9 -9 -9 -9 -9 0 0 0 0 0 -2 -2 -2 -2 -2 -4
5 5 5 5 5 5 5 5 5 5 12 10 8 7 128 5 5 5 5 5 5 5 5 7 128 5 5 5 5 5 5 5 5 5 5 12 10 8 7 7 8 7 5 3 0 7 5
