
-12 -10 -12 -10 -8 -10 -12 -10 -8 -17 -15 -13 -12 -10 -8 -7 -8 -7 -5 -7 -5 -7 -8 -7 -5 128 -2 -3 -5 -7 -8 -10 -12 -10 -7 -8 -5 -7 -8 -10 -12 -13 -15 -17 -7 -8 -1 0 -3 -2 -4 -3 -7 -8 -9 -8 -9 -8 -9 -8 -8 128 -8 -7 -8 -8 -5 -7 -8 -10 -7 -8 -5 -7 -1 0 2 -8 -15 -13 -12 -10 -7 -8 -10 -1 -5 -3 -1 0 -1 -3 -5 -7 -8 -10 -12 -13 -15 -17 -7 -8 -3 -5 -7 -8 -10 -12 -10 -10 -12 -12
-12 -10 -12 -10 -8 -10 -12 -10 -8 -17 -15 -13 -12 -10 -8 -7 -8 -7 -5 -7 -5 -7 -8 -7 -5 128 -2 -3 -5 -7 -8 -10 -12 -10 -7 -8 -5 -7 -8 -10 -12 -13 -15 -17 -7 -8 -1 0 -3 -2 -4 -3 -7 -8 -9 -8 -9 -8 -9 -8 -8 128 -8 -7 -8 -8 -5 -7 -8 -10 -7 -8 -5 -7 -1 0 2 -8 -15 -13 -12 -10 -7 -8 -10 -1 -5 -3 -1 0 -1 -3 -5 -7 -8 -10 -12 -13 -15 -17 -7 -8 -3 -5 -7 -8 -10 -12 -10 -10 -12 -12
-12 -15 -13 -12 -10 -8 -10 -8 -8 -7 -3 -5 -7 -8 -10 -11 -8 -10 -9 -10 -12 -14 -15 -17 -7 -8 -10 -11 -13 -15 -2 -3 -5 -7 -5 -3 -2 -8 -10 -10 128 -10 -17 -15 -13 -12 -10 -8 -7 -5 -7 -3 -5 -5 -8 -10 -12 -7 -17 -13 -10 -8 -8 -3 -4 -3 -8 -7 -11 -10 -15 -14 -16 -15 -13 -12 -10 -8 -6 -4 -3 -1 0 -1 -3 -4 -3 -5 -7 -8 -7 -3 -9 -8 -9 -11 -9 -9 -8 -8
-12 -12 -10 -12 -10 -7 -8 -10 -8 -5 -7 -3 -5 -7 -8 -5 -7 -8 -10 -7 -8 -10 -12 128 -15 -13 -11 -10 -8 -7 -5 -7 -8 -10 -12 -12 -13 -12 -15 -13 -15 -13 -12
