128
67 67 67 67 67 67 67 70 72 70 70 65 65 65 67 68 68 70 68 67 67 67 67 67 67 67 67 70 72 70 71 72 72 72 70 68 67 65 67 69 70 128 74 74 72 72 70 67 67 65 63 70 70 74 74 72 72 70 67 67 65 63 70 128 68 67 65 65 74 72 70 75 75 74 75 75 77 77 77 79 75 72 70 67 63 65 67 65 63 67 72 70 70 68 67 65 67 68 67 67 72 74 75 74 72 72 71 72 74 128 75 74 72 72 70 67 67 68 70 72 75 74 72 70 67 63 65 67 65 63
128 67 67 67 67 67 67 67 70 72 70 70 65 65 65 67 68 68 70 68 67 67 67 67 67 67 67 67 70 72 70 71 72 72 72 70 68 67 65 67 69 70 128 74 74 72 72 70 67 67 65 63 70 70 74 74 72 72 70 67 67 65 63 70 128 68 67 65 65 74 72 70 75 75 74 75 75 77 77 77 79 75 72 70 67 63 65 67 65 63 67 72 70 70 68 67 65 67 68 67 67 72 74 75 74 72 72 71 72 74 128 75 74 72 72 70 67 67 68 70 72 75 74 72 70 67 63 65 67 65 63
128 67 67 67 67 67 67 67 70 72 70 70 65 65 65 67 68 68 70 68 67 67 67 67 67 67 67 67 70 72 70 71 72 72 72 70 68 67 65 67 69 70 128 74 74 72 72 70 67 67 65 63 70 70 74 74 72 72 70 67 67 65 63 70 128 68 67 65 65 74 72 70 75 75 74 75 75 77 77 77 79 75 72 70 67 63 65 67 65 63 67 72 70 70 68 67 65 67 68 67 67 72 74 75 74 72 72 71 72 74 128 75 74 72 72 70 67 67 68 70 72 75 74 72 70 67 63 65 67 65 63
