
7 14 14 14 14 12 14 16 16 14 16 17 17 16 14 12 7 14 14 14 14 12 14 9 12 14 9 12 14 12 9 7 14 14 14 14 12 14 16 16 14 16 17 17 16 14 12 7 14 14 14 14 12 14 9 12 14 9 12 14 12 9 7 14 14 14 14 12 14 16 16 14 16 17 17 16 14 12 7 14 14 14 14 12 14 9 12 14 9 12 14 12 9 7 14 14 14 14 12 14 16 16 14 16 17 17 16 14 12 7 14 14 14 14 12 14 9 12 14 9 12 14 12 9 7 14 14 14 14 12 14 16 16 14 16 17 17 16 14 12 7 14 14 14 14 12 14 9 12 14 9 12 14 12 9 7 14 14 14 14 12 14 16 16 14 16 17 17 16 14 12 7 14 14 14 14 12 14 9
7 7 11 7 14 7 11 7 12 5 5 5 4 5 7 9 7 7 11 7 14 7 11 7 12 5 5 4 2 4 5 9 7 7 11 7 14 7 11 7 12 5 5 5 4 5 7 9 7 7 11 7 14 7 11 7 12 5 5 4 2 4 5 9 7 7 11 7 14 7 11 7 12 5 5 5 4 5 7 9 7 7 11 7 14 7 11 7 12 5 5 4 2 4 5 9 7 7 11 7 14 7 11 7 12 5 5 5 4 5 7 9 7 7 11 7 14 7 11 7 12 5 5 4 2 4 5 9
