

7 7 7 7 7 7 7 7 10 10 10 10 10 10 10 10 12 12 12 12 12 12 12 12 15 15 15 15 15 15 15 15 7 7 7 7 7 7 7 7 10 10 10 10 10 10 10 10 12 12 12 12 12 12 12 12 15 15 15 15 17

-24 -17 -9 -10 -24 -10 -12 -24 -24 -12 -11 -12 -24 -17 -14 -24 -14 -24 -12 -24 -12 -24 -12 -24 -17 -9 -10 -24 -10 -12 -24 -24 -12 -11 -12 -24 -17 -14 -24 -14 -24 -12 -24 -12 -24 -12 -24 -17 -9 -10 -24 -10 -12 -24 -24 -12 -11 -12 -24 -17 -14 -24 -14 -24 -12 -24 -12 -24 -12 -24 -17 -9 -10 -24 -10 -12 -24 -24 -12 -11 -12 -24 -17 -14 -24 -14 -24 -12 -24 -12 -24 -12 -24 -17 -9 -10 -24 -10 -12 -24 -24 -12 -11 -12 -24 -17 -14 -24 -14 -24 -12 -24 -12 -24 -12 -24 -17 -9 -10 -24 -10 -12 -24 -24 -12 -11 -12 -24 -17 -14 -24 -14 -24 -12 -24 -12 -24 -12
